chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
256,256,2,2,20,2,0,1,"(1, 0, 4, 3, 2)",5.909784999999999,10,5,0,10
256,16,4,4,6,2,0,1,"(0, 1, 4, 3, 2)",16.543129999999998,10,5,0,10
64,16,64,16,16,0,0,1,"(0, 1, 4, 3, 2)",60.8282945,10,5,0,10
256,2,2,1,4,2,1,1,"(0, 4, 2, 3, 1)",6.927535000000001,10,5,0,10
256,256,256,4,20,0,0,0,"(1, 0, 2, 3, 4)",12.3880265,10,5,0,10
256,2,64,1,2,1,1,0,"(4, 0, 3, 2, 1)",15.539905,10,5,0,10
256,2,256,4,20,1,1,0,"(4, 0, 2, 3, 1)",12.3181045,10,5,0,10
256,64,2,16,10,2,1,0,"(0, 1, 4, 3, 2)",3.8903995,10,5,0,10
256,2,16,8,20,0,0,0,"(0, 4, 3, 2, 1)",3.747646,10,5,0,10
256,2,256,8,8,2,1,1,"(0, 4, 3, 2, 1)",12.0050845,10,5,0,10
256,128,8,32,20,1,0,1,"(0, 4, 2, 3, 1)",11.6719635,10,5,0,10
128,256,2,4,14,2,1,0,"(0, 1, 4, 3, 2)",5.5339235,10,5,0,10
256,2,64,4,20,1,1,1,"(0, 4, 3, 2, 1)",5.600307,10,5,0,10
128,256,2,1,16,2,0,0,"(0, 1, 4, 3, 2)",12.5649655,10,5,0,10
128,32,16,16,12,2,1,0,"(1, 0, 4, 3, 2)",26.2966595,10,5,0,10
256,2,256,16,2,0,0,0,"(0, 4, 3, 2, 1)",10.529684,10,5,0,10
256,2,8,4,2,2,0,1,"(4, 0, 2, 3, 1)",11.6992455,10,5,0,10
256,8,2,16,20,2,1,0,"(0, 1, 4, 3, 2)",4.329,10,5,0,10
64,128,2,4,20,2,1,1,"(1, 0, 4, 3, 2)",23.07861,10,5,0,10
256,2,64,8,8,1,0,1,"(0, 4, 3, 2, 1)",12.450393,10,5,0,10
256,32,4,1,6,2,0,1,"(1, 0, 4, 3, 2)",12.004802000000002,10,5,0,10
256,256,2,8,20,2,0,1,"(1, 0, 4, 3, 2)",8.449573000000001,10,5,0,10
64,2,128,4,10,0,1,1,"(1, 0, 4, 3, 2)",358.03605600000003,10,5,0,10
256,256,4,4,20,0,0,0,"(1, 0, 4, 3, 2)",3.251867,10,5,0,10
256,2,2,1,2,0,1,1,"(0, 4, 2, 3, 1)",9.2595595,10,5,0,10
256,8,16,1,6,1,0,0,"(4, 0, 2, 3, 1)",11.616988,10,5,0,10
64,8,64,32,18,2,0,1,"(0, 1, 4, 3, 2)",90.723124,10,5,0,10
256,2,64,8,20,1,1,1,"(4, 0, 2, 3, 1)",11.6438885,10,5,0,10
128,32,2,16,10,2,1,0,"(0, 1, 4, 3, 2)",6.3628875,10,5,0,10
256,256,4,4,12,2,1,0,"(0, 1, 2, 4, 3)",5.0140695,10,5,0,10
256,2,16,2,20,0,0,0,"(0, 4, 2, 3, 1)",15.1442115,10,5,0,10
256,2,64,4,20,1,1,1,"(0, 4, 2, 3, 1)",13.2033525,10,5,0,10
128,32,64,32,20,2,0,1,"(4, 0, 2, 3, 1)",19.286964,10,5,0,10
128,64,2,32,16,1,0,0,"(1, 0, 4, 3, 2)",16.0860795,10,5,0,10
256,2,256,4,6,2,1,1,"(0, 1, 4, 3, 2)",72.6997315,10,5,0,10
256,4,4,2,20,0,0,1,"(4, 0, 2, 3, 1)",8.480908,10,5,0,10
32,16,4,4,12,2,1,0,"(1, 0, 4, 3, 2)",88.800941,10,5,0,10
128,256,8,16,20,0,1,1,"(1, 0, 4, 3, 2)",5.52229,10,5,0,10
256,4,2,16,14,2,1,0,"(0, 1, 4, 3, 2)",8.126957,10,5,0,10
256,2,256,32,10,0,0,1,"(0, 4, 3, 2, 1)",10.0325495,10,5,0,10
256,32,4,1,6,2,0,1,"(0, 1, 4, 3, 2)",13.5050755,10,5,0,10
256,4,256,8,8,0,1,1,"(0, 4, 3, 2, 1)",12.1307505,10,5,0,10
64,64,256,4,18,2,1,1,"(1, 0, 4, 3, 2)",30.539593,10,5,0,10
256,256,2,2,20,2,0,0,"(0, 1, 4, 3, 2)",7.4702095,10,5,0,10
64,256,4,4,20,0,0,0,"(1, 0, 4, 3, 2)",15.086996,10,5,0,10
256,2,4,2,2,2,1,1,"(4, 0, 2, 3, 1)",11.6305435,10,5,0,10
256,2,4,4,2,1,1,0,"(4, 0, 2, 3, 1)",5.593524,10,5,0,10
64,32,64,8,18,2,0,1,"(0, 1, 4, 3, 2)",48.2475815,10,5,0,10
256,256,2,8,12,2,1,0,"(0, 1, 4, 3, 2)",4.7288295,10,5,0,10
256,2,256,8,20,1,1,1,"(0, 4, 2, 3, 1)",13.4199195,10,5,0,10
256,256,2,16,14,2,1,0,"(0, 1, 2, 4, 3)",4.504582,10,5,0,10
128,2,64,4,20,2,1,1,"(0, 4, 3, 2, 1)",7.0486665,10,5,0,10
256,2,8,16,20,0,0,0,"(4, 0, 3, 2, 1)",6.927782,10,5,0,10
256,256,64,1,16,2,0,0,"(0, 1, 4, 3, 2)",6.148839000000001,10,5,0,10
256,2,256,8,10,1,0,1,"(0, 4, 3, 2, 1)",10.0165165,10,5,0,10
128,256,2,8,2,0,1,1,"(1, 0, 4, 3, 2)",13.864624,10,5,0,10
128,128,2,16,18,0,1,1,"(1, 0, 4, 3, 2)",5.4725105,10,5,0,10
128,2,2,2,2,0,0,1,"(4, 0, 2, 3, 1)",8.751031999999999,10,5,0,10
64,16,8,4,12,2,1,0,"(1, 0, 4, 3, 2)",46.316127,10,5,0,10
256,32,2,16,6,0,0,1,"(0, 1, 4, 3, 2)",14.5154975,10,5,0,10
256,8,2,32,20,2,1,0,"(0, 1, 4, 3, 2)",5.218881,10,5,0,10
32,256,4,8,16,2,1,1,"(1, 0, 4, 3, 2)",26.332398,10,5,0,10
256,2,256,32,2,2,0,0,"(0, 4, 2, 3, 1)",9.445419,10,5,0,10
128,2,256,4,4,0,0,1,"(0, 4, 2, 3, 1)",7.747809500000001,10,5,0,10
256,256,2,4,14,0,0,0,"(1, 0, 2, 3, 4)",5.676363,10,5,0,10
128,256,2,1,2,0,0,1,"(1, 0, 4, 3, 2)",15.9849115,10,5,0,10
256,2,4,1,8,1,1,0,"(4, 0, 2, 3, 1)",13.2686665,10,5,0,10
128,256,2,8,10,2,1,0,"(0, 1, 4, 3, 2)",4.1807985,10,5,0,10
256,256,32,1,14,2,1,0,"(1, 0, 2, 3, 4)",14.332883,10,5,0,10
256,8,256,8,20,1,1,1,"(4, 0, 2, 3, 1)",13.20835,10,5,0,10
256,2,4,1,6,2,1,1,"(0, 4, 2, 3, 1)",10.034666,10,5,0,10
128,2,64,4,20,1,1,1,"(0, 4, 3, 2, 1)",20.142248,10,5,0,10
128,16,32,32,20,2,0,1,"(0, 1, 4, 2, 3)",120.80644,10,5,0,10
256,256,16,1,18,2,0,0,"(0, 1, 4, 3, 2)",5.010028500000001,10,5,0,10
256,2,256,8,12,2,0,1,"(0, 4, 2, 3, 1)",6.8015215,10,5,0,10
256,2,16,32,20,0,0,0,"(0, 4, 3, 2, 1)",6.6043375,10,5,0,10
256,32,16,32,12,2,0,1,"(0, 4, 3, 2, 1)",12.3971075,10,5,0,10
128,128,8,16,20,0,1,1,"(1, 0, 4, 3, 2)",4.984510500000001,10,5,0,10
128,32,256,4,12,2,1,0,"(1, 0, 4, 3, 2)",6.3790925000000005,10,5,0,10
128,128,2,1,18,0,0,1,"(4, 0, 2, 3, 1)",25.1224195,10,5,0,10
256,32,8,1,6,2,0,1,"(0, 1, 4, 2, 3)",21.2308245,10,5,0,10
32,256,64,16,20,2,1,1,"(1, 0, 4, 3, 2)",10.227022000000002,10,5,0,10
256,32,2,16,20,2,1,0,"(0, 1, 4, 3, 2)",11.0226485,10,5,0,10
256,256,2,2,20,0,0,0,"(1, 0, 2, 3, 4)",7.1537745,10,5,0,10
256,2,128,8,2,1,1,1,"(0, 4, 3, 2, 1)",5.063711,10,5,0,10
256,2,256,16,2,0,0,1,"(4, 0, 3, 2, 1)",7.5954665,10,5,0,10
256,2,4,8,4,1,0,0,"(4, 0, 3, 2, 1)",10.024034,10,5,0,10
256,256,2,32,10,2,1,0,"(0, 1, 4, 3, 2)",6.546652,10,5,0,10
256,2,256,8,20,1,1,1,"(4, 0, 3, 2, 1)",6.590764,10,5,0,10
256,2,4,1,20,2,1,1,"(4, 0, 3, 2, 1)",12.135105,10,5,0,10
256,256,32,8,18,2,0,0,"(1, 0, 4, 3, 2)",7.0022945,10,5,0,10
256,2,256,8,6,2,1,1,"(0, 4, 2, 3, 1)",6.5286915,10,5,0,10
256,2,256,4,18,1,1,1,"(0, 4, 3, 2, 1)",10.708668,10,5,0,10
128,256,2,8,16,0,1,1,"(1, 0, 4, 3, 2)",8.9408515,10,5,0,10
64,8,32,16,14,1,0,1,"(0, 1, 4, 3, 2)",87.95287400000001,10,5,0,10
256,256,2,8,12,2,1,0,"(0, 1, 4, 2, 3)",16.749389,10,5,0,10
256,2,32,2,20,0,0,0,"(4, 0, 3, 2, 1)",8.9926265,10,5,0,10
128,32,2,16,20,2,1,1,"(1, 0, 4, 2, 3)",5.163929,10,5,0,10
128,32,64,8,16,2,1,0,"(1, 0, 4, 3, 2)",22.0628325,10,5,0,10
256,64,2,8,6,1,0,1,"(0, 1, 4, 3, 2)",13.9635615,10,5,0,10
256,2,32,2,12,1,0,1,"(4, 0, 2, 3, 1)",8.228254,10,5,0,10
64,64,256,2,8,2,1,1,"(1, 0, 4, 3, 2)",35.682882,10,5,0,10
256,256,16,4,20,0,0,0,"(1, 0, 4, 3, 2)",7.758054,10,5,0,10
256,4,2,16,20,2,1,0,"(1, 0, 4, 3, 2)",25.008898,10,5,0,10
256,2,256,32,2,0,1,1,"(0, 4, 3, 2, 1)",6.59121,10,5,0,10
256,2,2,4,2,0,1,0,"(0, 4, 2, 3, 1)",12.132049,10,5,0,10
256,64,2,16,14,2,1,0,"(0, 1, 4, 3, 2)",4.8037625,10,5,0,10
64,2,256,8,2,0,0,1,"(0, 4, 3, 2, 1)",12.442739,10,5,0,10
256,2,256,4,20,1,1,1,"(4, 0, 3, 2, 1)",10.775855,10,5,0,10
256,2,2,1,12,1,1,1,"(0, 4, 2, 3, 1)",6.161631,10,5,0,10
256,256,64,1,16,2,0,0,"(1, 0, 4, 3, 2)",7.960395999999999,10,5,0,10
256,8,128,4,18,1,1,1,"(0, 4, 3, 2, 1)",10.5903255,10,5,0,10
256,128,2,8,14,1,1,0,"(0, 1, 2, 4, 3)",8.1868065,10,5,0,10
128,2,16,1,12,1,1,0,"(0, 1, 2, 4, 3)",45.5458915,10,5,0,10
64,16,64,4,18,2,0,1,"(0, 1, 4, 3, 2)",56.2668905,10,5,0,10
128,32,2,8,20,2,1,1,"(0, 1, 4, 2, 3)",31.466897,10,5,0,10
256,2,4,2,10,0,0,0,"(4, 0, 2, 3, 1)",10.0200455,10,5,0,10
128,128,32,4,14,2,1,1,"(1, 0, 4, 3, 2)",2.6503625,10,5,0,10
256,8,2,4,10,2,0,1,"(0, 4, 2, 3, 1)",12.658246,10,5,0,10
256,32,4,4,6,1,0,1,"(0, 1, 4, 3, 2)",15.2333135,10,5,0,10
256,2,2,4,2,0,1,1,"(4, 0, 2, 3, 1)",6.6180225,10,5,0,10
128,32,64,8,12,2,1,0,"(1, 0, 4, 2, 3)",26.7000725,10,5,0,10
256,256,2,8,20,0,0,0,"(1, 0, 2, 3, 4)",5.0282425,10,5,0,10
256,8,2,16,20,1,1,0,"(0, 1, 4, 3, 2)",5.735499,10,5,0,10
256,2,64,2,2,2,1,0,"(0, 4, 2, 3, 1)",5.196833,10,5,0,10
256,2,2,1,2,2,1,0,"(4, 0, 3, 2, 1)",11.671562,10,5,0,10
256,64,32,16,10,2,1,0,"(0, 1, 4, 3, 2)",15.084785,10,5,0,10
256,2,256,8,16,1,1,1,"(4, 0, 3, 2, 1)",11.105828,10,5,0,10
256,2,2,2,14,1,1,1,"(0, 4, 2, 3, 1)",13.3240855,10,5,0,10
256,2,256,1,12,0,0,1,"(0, 4, 2, 3, 1)",6.815885,10,5,0,10
256,256,256,4,16,2,0,0,"(1, 0, 4, 3, 2)",6.138841,10,5,0,10
256,2,128,4,20,1,1,1,"(4, 0, 3, 2, 1)",10.1504215,10,5,0,10
64,256,2,4,16,2,1,0,"(0, 1, 2, 3, 4)",10.765104,10,5,0,10
128,256,4,32,20,1,1,1,"(1, 0, 4, 3, 2)",3.7795785,10,5,0,10
256,2,256,8,12,2,0,0,"(0, 4, 2, 3, 1)",12.170104,10,5,0,10
64,32,32,16,18,1,0,1,"(0, 1, 4, 3, 2)",7.9849005,10,5,0,10
128,256,16,8,20,2,1,1,"(1, 0, 4, 3, 2)",9.810321,10,5,0,10
256,16,4,1,8,2,0,1,"(1, 0, 4, 3, 2)",4.488637499999999,10,5,0,10
256,2,16,16,20,0,0,0,"(4, 0, 2, 3, 1)",12.0034205,10,5,0,10
256,16,2,8,14,2,1,0,"(0, 1, 4, 3, 2)",4.171688,10,5,0,10
256,2,2,2,12,2,1,1,"(4, 0, 2, 3, 1)",9.2551245,10,5,0,10
256,256,4,4,20,1,0,0,"(1, 0, 4, 3, 2)",6.8644225,10,5,0,10
256,8,4,32,16,0,0,1,"(0, 4, 2, 3, 1)",14.7860755,10,5,0,10
256,2,128,2,2,2,1,1,"(0, 4, 3, 2, 1)",11.1077545,10,5,0,10
256,2,8,1,2,1,1,0,"(0, 4, 2, 3, 1)",7.957250999999999,10,5,0,10
256,8,2,32,14,1,1,0,"(0, 1, 4, 3, 2)",18.691685,10,5,0,10
128,128,2,8,12,2,1,0,"(0, 1, 4, 3, 2)",6.8028225,10,5,0,10
256,2,256,8,20,1,1,0,"(4, 0, 3, 2, 1)",10.082682,10,5,0,10
256,2,256,1,2,2,1,1,"(4, 0, 3, 2, 1)",12.678369,10,5,0,10
128,256,8,1,18,2,0,0,"(1, 0, 4, 3, 2)",5.17877,10,5,0,10
256,2,256,1,2,0,0,1,"(0, 4, 2, 3, 1)",12.150491,10,5,0,10
256,256,2,32,10,2,1,0,"(0, 1, 2, 3, 4)",6.8928115000000005,10,5,0,10
128,256,2,32,20,0,1,1,"(1, 0, 4, 3, 2)",4.2655225,10,5,0,10
256,2,128,4,14,1,1,1,"(0, 4, 3, 2, 1)",11.985061,10,5,0,10
64,16,16,32,18,2,0,1,"(0, 1, 4, 3, 2)",6.6740815,10,5,0,10
256,128,32,4,12,2,1,1,"(1, 0, 4, 3, 2)",6.782014500000001,10,5,0,10
256,2,256,8,4,2,1,0,"(0, 4, 3, 2, 1)",10.7003075,10,5,0,10
256,16,8,1,8,2,0,1,"(1, 0, 4, 3, 2)",15.843292,10,5,0,10
256,2,2,1,2,0,1,1,"(4, 0, 2, 3, 1)",14.5008555,10,5,0,10
256,16,2,16,12,2,1,0,"(0, 1, 4, 3, 2)",4.85313,10,5,0,10
256,2,4,1,20,0,0,0,"(4, 0, 3, 2, 1)",7.815317999999999,10,5,0,10
256,32,4,1,16,1,0,0,"(0, 1, 2, 3, 4)",8.055946500000001,10,5,0,10
256,32,256,8,4,1,0,1,"(4, 0, 2, 3, 1)",13.6135145,10,5,0,10
256,2,128,8,2,1,1,0,"(0, 4, 2, 3, 1)",12.582957,10,5,0,10
256,2,32,1,8,1,0,1,"(4, 0, 2, 3, 1)",15.546736,10,5,0,10
256,256,2,16,12,1,1,0,"(0, 1, 4, 3, 2)",5.182977,10,5,0,10
256,16,2,8,16,2,1,0,"(0, 1, 4, 3, 2)",15.503971,10,5,0,10
256,2,128,8,20,1,1,1,"(4, 0, 3, 2, 1)",6.5624675,10,5,0,10
256,256,64,4,16,2,0,0,"(1, 0, 4, 3, 2)",4.5204715,10,5,0,10
128,128,2,32,20,1,1,1,"(1, 0, 4, 2, 3)",6.521966000000001,10,5,0,10
256,2,64,4,20,2,1,1,"(0, 4, 3, 2, 1)",10.591637,10,5,0,10
256,2,256,4,16,0,0,1,"(0, 4, 2, 3, 1)",5.2887235,10,5,0,10
256,256,64,4,18,2,1,1,"(1, 0, 4, 3, 2)",10.0100355,10,5,0,10
64,16,16,16,18,1,0,1,"(0, 1, 4, 3, 2)",6.714278999999999,10,5,0,10
256,2,32,1,2,0,1,1,"(0, 4, 2, 3, 1)",5.780198,10,5,0,10
256,4,64,8,14,2,1,0,"(4, 0, 3, 2, 1)",5.4904235,10,5,0,10
256,32,2,1,8,2,0,1,"(1, 0, 4, 3, 2)",6.1774195,10,5,0,10
256,256,4,16,16,2,1,0,"(1, 0, 2, 3, 4)",7.037869,10,5,0,10
256,16,2,16,16,2,1,0,"(0, 1, 4, 3, 2)",17.6588735,10,5,0,10
256,2,2,8,18,1,1,1,"(4, 0, 2, 3, 1)",7.184089999999999,10,5,0,10
256,256,2,16,20,0,0,0,"(1, 0, 4, 3, 2)",7.912974,10,5,0,10
256,256,2,1,20,1,1,1,"(1, 0, 4, 3, 2)",7.6632995,10,5,0,10
256,2,8,8,20,0,0,0,"(0, 4, 3, 2, 1)",10.020798,10,5,0,10
256,2,8,1,8,1,0,0,"(0, 4, 3, 2, 1)",12.017524,10,5,0,10
256,2,256,32,2,1,1,1,"(4, 0, 3, 2, 1)",6.1504575,10,5,0,10
128,128,2,8,10,2,1,0,"(1, 0, 4, 3, 2)",5.2020505,10,5,0,10
256,8,2,16,20,2,1,0,"(0, 1, 4, 2, 3)",16.1895755,10,5,0,10
256,2,64,8,20,1,1,1,"(4, 0, 3, 2, 1)",9.589914,10,5,0,10
128,128,2,32,20,1,1,1,"(1, 0, 4, 3, 2)",4.464380500000001,10,5,0,10
64,2,64,8,18,2,1,1,"(0, 4, 3, 2, 1)",12.7153535,10,5,0,10
256,256,64,8,14,2,1,1,"(1, 0, 4, 3, 2)",6.028736,10,5,0,10
64,16,32,16,18,1,0,1,"(0, 1, 4, 3, 2)",9.9837455,10,5,0,10
256,2,128,8,14,2,1,0,"(4, 0, 2, 3, 1)",7.1268675,10,5,0,10
256,256,64,1,18,2,0,0,"(1, 0, 4, 3, 2)",2.268517,10,5,0,10
128,2,256,2,20,0,0,1,"(0, 4, 2, 3, 1)",20.7033075,10,5,0,10
256,64,4,8,14,2,1,0,"(0, 1, 2, 4, 3)",5.985312,10,5,0,10
256,16,2,8,10,2,1,0,"(0, 1, 4, 3, 2)",15.8432535,10,5,0,10
256,16,2,2,8,2,0,1,"(1, 0, 4, 3, 2)",6.137041,10,5,0,10
256,2,2,8,2,0,0,1,"(4, 0, 2, 3, 1)",15.549057,10,5,0,10
256,256,2,8,16,1,0,0,"(1, 0, 2, 3, 4)",5.9431965,10,5,0,10
256,256,2,4,20,0,1,1,"(1, 0, 4, 3, 2)",4.630782,10,5,0,10
256,16,4,1,20,1,0,0,"(4, 0, 2, 3, 1)",10.5988245,10,5,0,10
256,2,4,1,2,1,1,1,"(0, 1, 4, 2, 3)",72.6162455,10,5,0,10
256,2,128,4,2,0,1,1,"(0, 4, 3, 2, 1)",14.5171245,10,5,0,10
256,256,2,16,14,2,1,0,"(0, 1, 4, 3, 2)",5.2823955,10,5,0,10
256,128,8,8,16,2,1,0,"(1, 0, 4, 3, 2)",7.929466,10,5,0,10
256,2,4,1,2,0,0,0,"(4, 0, 2, 3, 1)",10.301722,10,5,0,10
256,2,128,8,20,0,1,1,"(4, 0, 3, 2, 1)",8.0411895,10,5,0,10
128,128,16,32,20,1,1,1,"(1, 0, 4, 3, 2)",15.0672155,10,5,0,10
256,256,64,4,8,2,1,1,"(1, 0, 4, 3, 2)",3.8449145,10,5,0,10
64,2,64,2,20,2,1,1,"(0, 4, 3, 2, 1)",35.199721499999995,10,5,0,10
64,16,4,32,18,2,0,1,"(0, 1, 4, 3, 2)",8.241216,10,5,0,10
256,256,16,1,18,2,0,0,"(1, 0, 4, 3, 2)",7.507891499999999,10,5,0,10
256,2,64,4,10,2,1,0,"(4, 0, 3, 2, 1)",3.740654,10,5,0,10
128,256,2,2,12,1,1,0,"(1, 0, 4, 3, 2)",14.5308715,10,5,0,10
256,16,2,1,8,1,0,1,"(1, 0, 4, 3, 2)",6.118430999999999,10,5,0,10
256,16,8,8,14,1,1,0,"(0, 1, 4, 3, 2)",5.6802465,10,5,0,10
256,2,256,8,10,0,0,1,"(0, 4, 2, 3, 1)",10.630331,10,5,0,10
256,256,2,16,8,0,0,0,"(1, 0, 2, 3, 4)",6.582769,10,5,0,10
256,2,4,4,20,1,1,1,"(4, 0, 3, 2, 1)",9.5719915,10,5,0,10
256,256,2,4,20,2,1,1,"(1, 0, 4, 3, 2)",7.7361625,10,5,0,10
16,256,128,4,2,1,0,0,"(0, 1, 4, 2, 3)",2073.267844,10,5,0,10
256,2,8,1,2,0,1,1,"(0, 4, 2, 3, 1)",7.670979,10,5,0,10
256,2,32,1,2,2,1,1,"(4, 0, 2, 3, 1)",11.110568,10,5,0,10
128,2,8,1,20,1,0,0,"(4, 0, 2, 3, 1)",9.784729,10,5,0,10
256,256,2,8,10,2,1,0,"(0, 1, 4, 3, 2)",6.325302000000001,10,5,0,10
128,2,2,1,2,1,1,0,"(0, 4, 2, 3, 1)",18.290143,10,5,0,10
64,8,2,16,20,2,1,0,"(0, 1, 4, 3, 2)",9.5168335,10,5,0,10
256,256,32,8,6,2,1,1,"(1, 0, 4, 3, 2)",9.8423675,10,5,0,10
128,256,4,32,18,0,1,1,"(1, 0, 4, 3, 2)",11.1740095,10,5,0,10
256,8,128,8,20,1,1,1,"(0, 1, 4, 3, 2)",4.2148435,10,5,0,10
256,2,128,4,16,0,1,0,"(0, 4, 3, 2, 1)",10.0300205,10,5,0,10
256,256,256,1,18,2,0,0,"(1, 0, 4, 3, 2)",4.9805785,10,5,0,10
64,16,8,32,18,1,0,1,"(0, 1, 4, 3, 2)",8.048270500000001,10,5,0,10
256,4,16,4,14,2,1,0,"(4, 0, 3, 2, 1)",6.6226155,10,5,0,10
256,16,4,2,8,2,0,1,"(0, 1, 4, 3, 2)",5.752692,10,5,0,10
256,256,32,1,16,2,1,0,"(1, 0, 4, 3, 2)",8.0182445,10,5,0,10
128,32,128,4,12,1,1,0,"(1, 0, 4, 3, 2)",23.864671,10,5,0,10
256,2,256,16,12,1,1,1,"(4, 0, 3, 2, 1)",12.4451555,10,5,0,10
256,256,2,8,6,0,0,0,"(1, 0, 4, 3, 2)",10.4213905,10,5,0,10
256,128,4,8,20,2,1,1,"(4, 0, 2, 3, 1)",11.129745,10,5,0,10
256,32,2,4,20,0,1,1,"(1, 0, 4, 3, 2)",6.6311615,10,5,0,10
256,256,2,4,18,2,1,1,"(1, 0, 4, 3, 2)",5.0364655,10,5,0,10
256,2,8,1,6,2,1,0,"(0, 4, 2, 3, 1)",6.5870645,10,5,0,10
256,2,256,8,2,2,1,0,"(0, 4, 3, 2, 1)",12.693265,10,5,0,10
128,128,2,16,12,2,1,0,"(0, 1, 4, 3, 2)",9.353362,10,5,0,10
256,2,16,4,2,2,0,0,"(4, 0, 2, 3, 1)",10.303513,10,5,0,10
256,256,16,4,14,2,1,1,"(1, 0, 4, 3, 2)",2.2220315,10,5,0,10
256,2,8,4,16,2,0,0,"(4, 0, 2, 3, 1)",10.706977,10,5,0,10
256,64,8,4,8,1,1,0,"(1, 0, 4, 3, 2)",5.4130875,10,5,0,10
128,64,8,32,20,2,1,1,"(1, 0, 4, 2, 3)",42.579422,10,5,0,10
256,2,128,8,20,1,1,1,"(1, 0, 4, 3, 2)",12.2480355,10,5,0,10
256,2,64,8,20,2,1,0,"(0, 4, 3, 2, 1)",14.5181685,10,5,0,10
128,32,8,32,18,2,0,1,"(0, 1, 4, 3, 2)",21.128082,10,5,0,10
256,32,2,4,8,2,0,1,"(0, 1, 4, 3, 2)",15.407773,10,5,0,10
256,256,64,1,18,1,0,0,"(1, 0, 4, 3, 2)",5.50278,10,5,0,10
256,4,256,4,10,2,1,0,"(4, 0, 3, 2, 1)",9.1379045,10,5,0,10
256,16,2,16,12,1,1,0,"(0, 1, 4, 3, 2)",4.953767,10,5,0,10
256,256,4,8,12,2,1,0,"(0, 1, 2, 3, 4)",6.930244999999999,10,5,0,10
256,256,128,1,12,2,0,0,"(1, 0, 2, 4, 3)",10.53348,10,5,0,10
256,2,256,2,10,0,0,1,"(0, 4, 3, 2, 1)",12.106614,10,5,0,10
256,2,2,8,2,0,1,1,"(0, 4, 3, 2, 1)",7.242233499999999,10,5,0,10
256,256,32,2,20,0,1,1,"(1, 0, 4, 3, 2)",8.5720685,10,5,0,10
256,256,4,8,18,1,1,1,"(1, 0, 4, 3, 2)",3.233411,10,5,0,10
256,256,16,4,10,1,1,1,"(1, 0, 4, 3, 2)",4.806925,10,5,0,10
256,2,16,1,2,1,1,0,"(0, 4, 2, 3, 1)",6.4741245,10,5,0,10
256,8,256,32,2,0,0,1,"(0, 4, 3, 2, 1)",11.144373,10,5,0,10
256,16,16,1,2,0,0,0,"(0, 4, 3, 2, 1)",10.610296,10,5,0,10
64,32,256,4,8,2,1,0,"(1, 0, 4, 3, 2)",17.919613,10,5,0,10
128,256,4,16,20,1,1,1,"(1, 0, 4, 3, 2)",5.518955,10,5,0,10
256,16,8,4,20,0,0,0,"(4, 0, 3, 2, 1)",10.7167695,10,5,0,10
256,64,8,4,8,1,1,0,"(1, 0, 4, 2, 3)",5.8477955,10,5,0,10
256,2,256,4,20,0,1,0,"(4, 0, 3, 2, 1)",6.941026,10,5,0,10
256,64,256,8,20,1,1,1,"(0, 1, 4, 3, 2)",10.92605,10,5,0,10
64,32,8,32,16,1,0,1,"(0, 1, 4, 3, 2)",51.369020500000005,10,5,0,10
256,16,4,4,8,2,0,1,"(1, 0, 4, 3, 2)",17.2927685,10,5,0,10
256,8,2,8,14,1,1,0,"(0, 1, 4, 3, 2)",6.365205,10,5,0,10
256,256,64,1,18,2,0,0,"(0, 1, 4, 3, 2)",7.2180815,10,5,0,10
256,2,16,4,6,2,1,0,"(4, 0, 3, 2, 1)",7.173239000000001,10,5,0,10
256,64,16,32,18,2,1,1,"(1, 0, 4, 3, 2)",14.756659,10,5,0,10
128,2,2,4,2,1,1,1,"(4, 0, 2, 3, 1)",6.787635,10,5,0,10
256,256,2,32,20,0,0,0,"(1, 0, 2, 3, 4)",5.8310010000000005,10,5,0,10
256,2,256,16,2,2,1,1,"(4, 0, 3, 2, 1)",6.4917865,10,5,0,10
256,256,2,8,20,0,1,1,"(1, 0, 4, 3, 2)",7.1512845,10,5,0,10
256,256,4,8,18,1,1,0,"(0, 1, 4, 3, 2)",7.4973935,10,5,0,10
256,256,16,4,6,2,1,1,"(1, 0, 4, 3, 2)",5.769464,10,5,0,10
256,2,256,32,2,1,0,1,"(4, 0, 3, 2, 1)",6.9669015000000005,10,5,0,10
256,32,64,16,18,0,0,0,"(4, 0, 2, 3, 1)",10.6199325,10,5,0,10
256,256,2,32,20,1,1,1,"(1, 0, 4, 3, 2)",3.825305,10,5,0,10
128,128,2,8,10,1,1,0,"(0, 1, 4, 3, 2)",6.9772335000000005,10,5,0,10
256,2,16,32,20,1,0,0,"(0, 4, 3, 2, 1)",12.121216,10,5,0,10
256,2,64,4,20,1,1,0,"(4, 0, 3, 2, 1)",6.606499,10,5,0,10
256,128,8,4,10,2,1,0,"(1, 0, 4, 2, 3)",24.79491,10,5,0,10
256,8,2,1,8,2,0,1,"(1, 0, 4, 3, 2)",10.5438385,10,5,0,10
256,16,2,16,14,1,1,0,"(0, 1, 4, 2, 3)",3.390893,10,5,0,10
256,2,2,1,6,1,1,0,"(0, 4, 2, 3, 1)",7.779976,10,5,0,10
