chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
16,2,16,6,1,1,1,0,"(1, 0, 3, 2, 4)",hpclab61.idi.ntnu.no,436.218911,"[473.625205, 437.682037, 436.788537, 436.148256, 436.193355, 436.217806, 436.220896, 436.096726, 436.124057, 436.303816]",1702603075935.0,1.0,12.529608800000096
32,1,2,10,1,0,1,0,"(1, 4, 0, 3, 2)",hpclab61.idi.ntnu.no,203.322896,"[218.043533, 202.986115, 202.842885, 203.557575, 203.153705, 203.379456, 203.099635, 203.290576, 203.355216, 203.393685]",1702603086933.0,1.0,7.710467299999709
4,1,1,4,0,1,0,0,"(1, 0, 3, 4, 2)",hpclab61.idi.ntnu.no,200.600843,"[221.034886, 200.471984, 200.629764, 200.546714, 200.622914, 200.609684, 200.526764, 200.553524, 200.564853, 200.611823]",1702603097788.0,1.0,6.89020760000003
8,1,16,12,0,1,0,0,"(1, 0, 4, 3, 2)",hpclab62.idi.ntnu.no,147.604621,"[160.093178, 145.567494, 147.631839, 147.449621, 146.879123, 146.161753, 146.151683, 145.699484, 146.855271, 145.922653]",1702602974128.0,1.0,5.820797299998958
4,1,4,8,0,1,1,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,187.0547735,"[206.137893, 186.957458, 186.71302, 187.029298, 187.478977, 187.198139, 187.291268, 186.891348, 187.080249, 186.890208]",1702602984309.0,1.0,6.016487200000483
8,4,16,12,0,1,0,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,106.8356545,"[114.78907, 106.434007, 106.736855, 106.564635, 106.836194, 106.835115, 109.45317, 107.453843, 108.561652, 106.826235]",1702602990502.0,1.0,4.635302400000365
16,2,1,4,0,1,0,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,148.8710875,"[168.83891, 148.17656, 148.077378, 147.79311, 148.2028, 148.459238, 148.5263, 148.660637, 147.94472, 148.301809]",1702602998964.0,1.0,4.6953412999992
16,2,2,12,0,0,1,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,60.15052,"[73.512416, 60.16481, 60.06839, 60.08429, 60.137181, 60.0593, 60.10349, 60.18217, 60.127541, 60.078841]",1702603002965.0,1.0,2.4211759999994684
64,8,64,14,1,1,0,0,"(1, 0, 3, 2, 4)",hpclab62.idi.ntnu.no,178.04767600000002,"[199.348336, 177.871896, 177.661795, 177.908485, 177.812275, 178.148805, 177.862685, 177.777095, 178.234574, 177.527386]",1702603012847.0,1.0,6.980554900000425
64,1,16,8,2,1,0,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,113.100128,"[126.356908, 113.060614, 113.019903, 113.144603, 113.033674, 113.014504, 113.799432, 119.559442, 121.201228, 122.549786]",1702603019354.0,1.0,4.760683599999902
16,1,1,16,0,1,1,0,"(1, 4, 0, 3, 2)",hpclab62.idi.ntnu.no,156.8757385,"[169.848981, 156.183845, 155.672766, 156.320684, 157.137513, 156.533504, 156.623404, 156.589094, 156.572486, 156.208255]",1702603028035.0,1.0,6.264542700000311
4,1,32,12,0,0,0,0,"(4, 1, 0, 3, 2)",hpclab62.idi.ntnu.no,143.664102,"[157.095153, 144.599596, 144.211577, 147.602541, 143.179828, 142.199299, 143.053249, 142.26498, 141.80308, 142.750919]",1702603036048.0,1.0,5.772870300000068
64,8,4,8,1,1,1,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,198.336587,"[218.652131, 198.193257, 197.979188, 198.167838, 198.835216, 198.672837, 198.703087, 198.356817, 198.316357, 198.186577]",1702603046865.0,1.0,6.766644000000087
32,2,8,16,0,1,1,0,"(4, 1, 0, 3, 2)",hpclab63.idi.ntnu.no,191.7594875,"[204.110246, 191.046255, 191.732718, 191.835417, 192.604169, 192.235672, 192.692178, 192.183854, 192.175243, 192.51394]",1702602976402.0,1.0,7.167329499999323
8,1,2,8,0,1,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,120.794892,"[151.26952, 120.602104, 120.762582, 120.713272, 120.744001, 120.750261, 120.692064, 120.730492, 120.764261, 120.674103]",1702602983273.0,1.0,5.07400999999918
64,2,32,4,1,0,1,0,"(0, 4, 1, 3, 2)",hpclab63.idi.ntnu.no,573.094655,"[659.547516, 573.5519, 573.133673, 572.975516, 573.47616, 572.849447, 572.932526, 572.989824, 574.305443, 572.956175]",1702603013151.0,1.0,13.614577600000121
32,8,32,12,0,0,0,0,"(0, 1, 2, 3, 4)",hpclab63.idi.ntnu.no,96.27242,"[108.808551, 95.668051, 95.607941, 96.75761, 97.418444, 97.939568, 98.140027, 97.946789, 97.743651, 94.023337]",1702603019067.0,1.0,4.099017300000196
2,1,4,14,1,1,1,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,101.125712,"[110.038628, 101.128917, 100.956348, 101.138327, 101.058217, 101.132966, 101.122507, 101.047248, 101.182686, 100.931299]",1702603024906.0,1.0,4.392587399999684
64,4,4,12,0,0,1,0,"(1, 0, 3, 4, 2)",hpclab63.idi.ntnu.no,196.8946365,"[213.851558, 196.984415, 196.716108, 196.691339, 197.096985, 197.023304, 197.030365, 196.712339, 197.146055, 197.743948]",1702603035613.0,1.0,7.5617474000002405
16,2,16,12,1,0,1,0,"(4, 1, 0, 3, 2)",hpclab63.idi.ntnu.no,166.2865495,"[180.032653, 166.595757, 166.230412, 166.242511, 166.469228, 166.187371, 166.19269, 166.269331, 166.053184, 166.142541]",1702603044780.0,1.0,6.363383900000554
8,1,64,12,0,0,0,0,"(0, 1, 3, 4, 2)",hpclab63.idi.ntnu.no,112.1709425,"[120.020509, 111.882581, 112.238317, 112.351696, 112.531124, 112.480644, 107.274876, 113.582553, 113.453094, 106.86255]",1702603051084.0,1.0,4.707817699999578
16,8,8,14,0,1,0,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,94.7368545,"[106.464584, 94.712141, 94.828139, 94.811619, 94.892528, 94.990998, 94.536931, 94.86062, 94.70178, 94.863089]",1702603056728.0,1.0,4.350856899999781
4,2,64,16,0,0,1,0,"(0, 1, 4, 3, 2)",hpclab63.idi.ntnu.no,107.054293,"[120.158637, 107.005978, 107.009539, 106.986629, 106.448044, 107.100897, 107.099047, 107.289205, 106.678901, 107.136617]",1702603062923.0,1.0,4.528397300000142
32,1,32,8,2,0,0,0,"(0, 1, 4, 3, 2)",hpclab19.idi.ntnu.no,113.8439365,"[131.056452, 113.843146, 113.938236, 113.839916, 113.771427, 113.847377, 113.705426, 113.790975, 113.852445, 114.049286]",1702603131063.0,1.0,4.741470899998967
32,4,2,12,2,0,1,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,158.94602550000002,"[178.036445, 158.745405, 159.731228, 159.959266, 160.121027, 160.041036, 160.599819, 160.422029, 160.315767, 160.782418]",1702603139928.0,1.0,6.50170840000028
8,2,32,10,2,0,1,0,"(4, 1, 0, 3, 2)",hpclab19.idi.ntnu.no,163.440213,"[177.127992, 163.202452, 163.533412, 163.415962, 163.655844, 163.426343, 163.145724, 163.109742, 163.543273, 163.489492]",1702603148952.0,1.0,6.110227999999916
32,2,64,2,2,0,1,0,"(1, 0, 4, 3, 2)",hpclab19.idi.ntnu.no,645.872078,"[732.423892, 645.842428, 646.377589, 646.199149, 646.161668, 645.513377, 648.198031, 646.554429, 646.159278, 645.940688]",1702603182483.0,1.0,15.950534899999912
16,1,8,2,2,1,0,0,"(4, 0, 1, 3, 2)",hpclab19.idi.ntnu.no,451.2315475,"[494.275403, 451.168457, 451.262447, 451.280898, 451.405377, 451.370078, 451.218367, 451.155817, 451.269687, 451.035067]",1702603206034.0,1.0,11.91716789999955
64,2,16,2,1,0,0,0,"(1, 0, 3, 4, 2)",hpclab19.idi.ntnu.no,488.046023,"[529.351089, 488.076944, 488.218043, 488.051425, 487.952724, 488.132555, 487.951183, 487.927145, 488.180993, 487.946815]",1702603231416.0,1.0,12.944551699999646
32,1,64,16,2,1,0,0,"(0, 4, 1, 3, 2)",hpclab19.idi.ntnu.no,117.278692,"[133.923007, 115.993139, 113.384655, 120.054346, 117.177971, 119.554885, 116.992431, 113.994085, 117.261231, 116.060859]",1702603238112.0,1.0,4.948245699999461
4,2,16,2,0,0,1,0,"(4, 0, 1, 3, 2)",hpclab19.idi.ntnu.no,576.368491,"[664.843027, 582.173929, 576.25176, 576.613671, 576.290091, 576.259451, 576.411549, 576.425861, 584.803994, 577.635423]",1702603268183.0,1.0,14.072377000000051
16,1,64,10,1,1,0,0,"(0, 1, 3, 2, 4)",hpclab19.idi.ntnu.no,95.163167,"[107.602085, 95.168768, 94.144895, 95.484238, 97.19708, 95.805199, 96.119618, 95.028157, 95.236837, 94.751286]",1702603273734.0,1.0,4.325745099999767
16,8,16,12,1,0,1,0,"(4, 0, 1, 3, 2)",hpclab19.idi.ntnu.no,260.498443,"[276.818389, 260.614653, 262.856336, 260.939184, 260.459302, 260.457504, 260.444642, 260.798704, 260.397853, 260.481732]",1702603287625.0,1.0,9.908642800000234
32,4,32,10,2,0,1,0,"(4, 1, 0, 3, 2)",hpclab61.idi.ntnu.no,260.1990005,"[275.785143, 259.925196, 260.571226, 260.155225, 260.382265, 260.226415, 260.667956, 259.867904, 259.781935, 260.052795]",1702603138414.0,1.0,9.383337399999618
16,1,1,6,1,1,1,0,"(1, 0, 4, 3, 2)",hpclab61.idi.ntnu.no,420.369513,"[463.50032, 420.243678, 420.260889, 420.359738, 420.227998, 420.293399, 420.315898, 420.243879, 420.245818, 420.739987]",1702603160384.0,1.0,12.058641500000704
8,1,16,16,0,0,1,0,"(0, 1, 2, 3, 4)",hpclab61.idi.ntnu.no,74.62724850000001,"[88.047946, 73.983768, 74.502479, 74.372409, 74.355747, 74.338289, 74.305009, 74.267799, 74.155829, 74.466748]",1702603164986.0,1.0,3.175616799999807
32,8,8,2,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,305.437148,"[349.019221, 305.282049, 305.732698, 305.128529, 305.272199, 305.313429, 305.301769, 305.217708, 305.28252, 305.110058]",1702603181495.0,1.0,9.270773099999861
2,1,32,12,1,0,1,0,"(0, 4, 1, 3, 2)",hpclab61.idi.ntnu.no,109.658307,"[123.152893, 109.653407, 109.708397, 109.730347, 109.772778, 109.869797, 109.779166, 109.807856, 109.852627, 109.806517]",1702603187797.0,1.0,4.78044579999987
64,8,4,16,2,0,0,0,"(0, 1, 3, 4, 2)",hpclab61.idi.ntnu.no,108.5218515,"[112.929688, 108.167117, 107.742376, 108.437376, 108.667577, 107.954746, 107.759946, 107.767355, 107.770637, 108.277457]",1702603194007.0,1.0,5.4749822000003405
16,2,8,10,0,0,0,0,"(0, 1, 3, 4, 2)",hpclab61.idi.ntnu.no,132.3665235,"[144.169975, 133.60668, 132.676148, 132.526379, 133.288249, 130.656787, 133.7322, 133.31888, 133.358689, 132.933279]",1702603201418.0,1.0,5.73954679999988
8,1,2,2,0,0,0,0,"(0, 4, 1, 3, 2)",hpclab61.idi.ntnu.no,388.539242,"[431.674729, 388.428422, 388.40656, 388.51854, 388.61472, 388.46751, 388.632831, 388.54375, 388.422371, 388.47644]",1702603221811.0,1.0,10.842008400000305
32,8,1,16,2,0,0,0,"(1, 0, 3, 4, 2)",hpclab61.idi.ntnu.no,158.5952555,"[177.777334, 159.200166, 158.265055, 157.837135, 158.917006, 157.796895, 158.971846, 158.555456, 158.454596, 158.114285]",1702603230614.0,1.0,7.256491200000346
8,2,2,8,2,1,1,0,"(1, 0, 3, 4, 2)",hpclab61.idi.ntnu.no,243.495286,"[264.828719, 243.519491, 243.57646, 243.422661, 243.409721, 243.488671, 243.255601, 243.48248, 243.501901, 243.5662]",1702603243667.0,1.0,8.310040899999876
32,4,64,16,1,1,1,0,"(0, 1, 4, 3, 2)",hpclab62.idi.ntnu.no,99.7989375,"[111.640386, 101.754694, 102.713303, 99.169619, 97.432643, 100.255196, 96.547193, 97.731203, 100.391907, 97.054842]",1702603130380.0,1.0,4.365995499999554
16,4,32,10,0,0,1,0,"(0, 1, 4, 3, 2)",hpclab62.idi.ntnu.no,110.2288535,"[124.730672, 110.222589, 110.205087, 110.185579, 110.235118, 110.404178, 110.358559, 110.039849, 110.331929, 110.150538]",1702603136757.0,1.0,4.3962786000010965
64,2,32,12,1,1,1,0,"(0, 1, 3, 4, 2)",hpclab62.idi.ntnu.no,123.584859,"[142.02731, 131.734159, 123.555554, 123.490914, 123.464504, 123.320374, 123.574475, 123.527994, 123.462084, 123.468994]",1702603143761.0,1.0,5.132153499999549
32,1,16,6,0,1,1,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,257.20358,"[298.368395, 256.87505, 256.906251, 257.296318, 257.335951, 257.094801, 256.833831, 257.46044, 257.625609, 257.34498]",1702603157595.0,1.0,7.12998860000007
32,1,32,8,1,1,0,0,"(1, 0, 3, 4, 2)",hpclab62.idi.ntnu.no,154.009878,"[180.01949, 154.326568, 153.904348, 154.09019, 153.922909, 154.073588, 154.127108, 153.923549, 154.208068, 154.219507]",1702603166130.0,1.0,6.012011899999925
16,1,1,4,0,0,0,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,200.235409,"[221.006047, 200.220283, 200.213764, 200.174805, 200.217313, 200.262815, 200.174214, 200.167944, 200.247885, 200.231073]",1702603177004.0,1.0,6.324277599999187
32,2,4,8,0,1,1,0,"(1, 0, 2, 3, 4)",hpclab62.idi.ntnu.no,172.132171,"[192.743197, 172.091735, 171.954055, 171.843507, 171.900896, 172.807554, 172.251756, 171.835207, 172.083936, 172.186365]",1702603186694.0,1.0,5.317275599999993
16,1,4,8,1,0,1,0,"(1, 0, 4, 3, 2)",hpclab62.idi.ntnu.no,228.29846300000003,"[248.811005, 229.715701, 237.731845, 229.281801, 229.44849, 229.431242, 229.43193, 229.575051, 229.61784, 229.77814]",1702603198993.0,1.0,7.700291600000492
32,2,16,6,2,1,0,0,"(0, 1, 3, 4, 2)",hpclab62.idi.ntnu.no,154.5723525,"[168.048832, 154.551648, 154.591568, 154.542807, 154.535337, 154.517897, 154.639068, 154.560868, 154.583837, 154.859667]",1702603207546.0,1.0,6.038230000001204
16,1,32,14,1,0,0,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,87.3015905,"[94.192258, 86.712551, 87.722281, 84.891244, 85.546575, 86.75121, 86.637182, 87.533561, 87.657619, 87.488861]",1702603212663.0,1.0,4.16676740000039
16,8,64,12,2,0,1,0,"(0, 1, 4, 3, 2)",hpclab63.idi.ntnu.no,128.9734445,"[124.655663, 109.665112, 120.269526, 126.259727, 131.568815, 124.205799, 128.304477, 111.193177, 126.675823, 112.97765]",1702603131630.0,1.0,5.261101799999596
8,1,8,12,0,0,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,126.9623955,"[139.974511, 126.847842, 127.076949, 127.331597, 128.394905, 126.657073, 127.247868, 125.967321, 126.453785, 126.195018]",1702603138781.0,1.0,5.237276299999939
32,1,8,2,0,0,1,0,"(1, 0, 4, 3, 2)",hpclab63.idi.ntnu.no,818.710967,"[905.09308, 818.767012, 819.670673, 818.715772, 822.327366, 818.602154, 818.793902, 818.729842, 818.825302, 820.497574]",1702603180909.0,1.0,18.81229009999988
16,1,2,4,1,0,1,0,"(0, 1, 4, 3, 2)",hpclab63.idi.ntnu.no,759.3425335,"[845.372249, 759.24155, 759.170139, 758.991542, 759.210348, 759.1077, 759.055181, 759.155419, 759.14782, 759.488527]",1702603220060.0,1.0,17.292745700000523
8,1,16,16,2,1,1,0,"(4, 0, 1, 3, 2)",hpclab63.idi.ntnu.no,108.900686,"[122.309764, 108.927206, 108.836027, 108.855555, 109.325622, 108.904567, 108.910266, 108.704647, 108.814296, 108.896805]",1702603226329.0,1.0,4.8969861999998106
32,8,1,14,2,1,1,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,142.199742,"[155.378116, 141.934901, 141.842891, 142.368036, 142.390176, 142.401975, 142.440866, 142.164327, 141.8042, 142.147807]",1702603234517.0,1.0,5.53457849999977
16,2,4,2,0,0,1,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,863.8119525,"[935.226153, 863.819067, 863.586498, 863.752688, 863.813698, 863.677818, 863.810207, 863.844178, 863.822247, 863.699288]",1702603278822.0,1.0,19.619323999998596
4,1,32,8,2,0,0,0,"(4, 0, 1, 3, 2)",hpclab63.idi.ntnu.no,126.0660215,"[139.164026, 126.196416, 126.110735, 126.055747, 126.189125, 126.050297, 126.047296, 126.043227, 126.012616, 125.932148]",1702603285958.0,1.0,5.263277400001243
4,2,16,16,2,0,1,0,"(1, 4, 0, 3, 2)",hpclab63.idi.ntnu.no,160.2391935,"[173.705707, 160.167329, 160.347059, 160.06974, 160.775714, 160.250129, 160.021691, 160.582516, 160.293268, 160.293309]",1702603294812.0,1.0,6.199984400001267
32,4,4,8,0,1,1,0,"(0, 1, 4, 3, 2)",hpclab63.idi.ntnu.no,129.5552815,"[145.93407, 129.487962, 129.602882, 129.616842, 129.471921, 129.467102, 129.477942, 129.451872, 129.340065, 129.498282]",1702603302185.0,1.0,4.749195800000598
4,2,16,8,2,0,1,0,"(1, 4, 0, 3, 2)",hpclab19.idi.ntnu.no,188.249476,"[205.190127, 188.287711, 188.394081, 188.444911, 188.07636, 188.350071, 188.048861, 188.132241, 188.246671, 188.144502]",1702603312475.0,1.0,6.6126036000005115
64,2,16,16,1,1,0,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,161.262184,"[183.536973, 161.63305, 160.654558, 160.89218, 160.373848, 162.664881, 161.430199, 161.094169, 161.47183, 160.813109]",1702603321426.0,1.0,6.6242042000005315
16,8,4,8,1,0,0,0,"(1, 4, 0, 3, 2)",hpclab19.idi.ntnu.no,284.78008,"[298.33515, 284.149939, 284.467779, 284.606481, 285.127911, 284.79286, 284.342049, 285.237271, 285.10477, 284.7673]",1702603336537.0,1.0,10.49182170000022
64,4,1,10,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab19.idi.ntnu.no,154.716269,"[168.967711, 154.838368, 154.547899, 154.731318, 154.656978, 154.70122, 154.640408, 154.58596, 155.085909, 156.486302]",1702603345242.0,1.0,5.668373000000429
16,4,4,16,0,1,1,0,"(4, 0, 1, 3, 2)",hpclab19.idi.ntnu.no,176.84301349999998,"[188.689511, 176.416622, 177.367785, 180.348878, 176.195833, 176.242362, 174.68419, 175.65308, 175.176512, 180.527698]",1702603354986.0,1.0,6.971679099999892
64,8,16,4,1,1,1,0,"(0, 4, 1, 3, 2)",hpclab19.idi.ntnu.no,746.747394,"[833.169237, 746.029684, 745.395511, 746.945225, 745.609802, 749.081426, 745.398812, 746.342764, 745.971352, 745.540033]",1702603393611.0,1.0,18.033117599999606
64,2,1,6,2,0,0,0,"(4, 1, 0, 3, 2)",hpclab19.idi.ntnu.no,194.773071,"[208.488222, 194.59899, 194.76069, 194.854381, 194.946392, 194.542211, 194.762761, 194.759451, 194.893341, 194.783381]",1702603404216.0,1.0,6.921083599999838
32,8,8,16,1,0,0,0,"(0, 1, 3, 2, 4)",hpclab19.idi.ntnu.no,82.30318700000001,"[89.395977, 83.239078, 82.550668, 82.213046, 82.210048, 82.040065, 82.156447, 82.280896, 82.345428, 82.363716]",1702603409239.0,1.0,4.091716400000223
32,4,8,12,1,1,1,0,"(0, 4, 1, 3, 2)",hpclab19.idi.ntnu.no,88.1899455,"[101.757308, 88.354256, 88.114665, 88.616477, 88.171777, 88.507327, 88.367346, 87.964935, 88.404768, 88.256537]",1702603414524.0,1.0,4.17700900000018
16,4,8,2,0,1,1,0,"(4, 0, 1, 3, 2)",hpclab19.idi.ntnu.no,615.5532615,"[703.153707, 615.755022, 615.547381, 615.744952, 615.25394, 615.08825, 615.171381, 614.547491, 615.554592, 615.926591]",1702603446601.0,1.0,15.104400999999779
8,4,2,8,2,1,1,0,"(0, 1, 4, 3, 2)",hpclab61.idi.ntnu.no,158.21515599999998,"[178.855514, 158.195965, 158.080576, 158.116945, 157.988666, 158.087375, 157.964406, 158.766775, 158.082586, 158.093405]",1702603311009.0,1.0,5.703248200000052
64,1,64,6,2,0,1,0,"(0, 1, 3, 4, 2)",hpclab61.idi.ntnu.no,371.9952095,"[416.416693, 373.836035, 371.905865, 372.038144, 371.924215, 372.007446, 371.898414, 371.837124, 371.909494, 371.831364]",1702603330546.0,1.0,10.590063599999667
32,1,4,16,0,1,1,0,"(4, 1, 0, 3, 2)",hpclab61.idi.ntnu.no,174.320263,"[187.397058, 174.720733, 174.172813, 174.359253, 174.563873, 174.417983, 174.138903, 174.281273, 174.204083, 174.249482]",1702603340115.0,1.0,7.153057200000148
64,8,1,8,0,1,0,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,106.579534,"[116.348888, 106.575034, 106.571294, 106.517174, 106.556575, 106.582594, 106.530595, 106.599744, 106.594735, 106.597304]",1702603346381.0,1.0,4.793282300000101
8,4,16,2,0,1,0,0,"(0, 1, 3, 4, 2)",hpclab61.idi.ntnu.no,486.5147225,"[523.308108, 486.322482, 486.445113, 486.287262, 486.363213, 486.267374, 486.167522, 486.439693, 486.526712, 486.432163]",1702603371659.0,1.0,13.348611000000346
16,2,2,6,0,1,1,0,"(0, 1, 2, 3, 4)",hpclab61.idi.ntnu.no,128.4464775,"[173.039472, 128.163433, 128.183823, 127.852513, 128.855174, 128.329644, 128.826714, 128.284194, 128.304764, 128.212704]",1702603379230.0,1.0,4.011454800000502
32,8,8,12,1,0,1,0,"(0, 1, 2, 3, 4)",hpclab61.idi.ntnu.no,73.42755650000001,"[86.939646, 73.41012, 73.40353, 73.430451, 73.41234, 73.391531, 73.38232, 73.385651, 73.33886, 73.343681]",1702603384001.0,1.0,3.545890600000348
64,2,4,2,2,1,0,0,"(0, 4, 1, 3, 2)",hpclab61.idi.ntnu.no,295.7953135,"[337.404101, 294.950793, 295.256642, 295.602313, 296.031333, 295.636244, 295.054633, 295.921753, 296.076204, 295.677483]",1702603399781.0,1.0,8.720384800000465
16,1,8,14,2,0,1,0,"(1, 0, 4, 3, 2)",hpclab61.idi.ntnu.no,152.5676985,"[166.785741, 153.128343, 153.143154, 152.509464, 152.752194, 152.437103, 152.619854, 151.659163, 152.580613, 152.115013]",1702603408237.0,1.0,6.303480899999704
16,8,2,14,0,0,1,0,"(4, 1, 0, 3, 2)",hpclab61.idi.ntnu.no,353.805293,"[368.738923, 354.450217, 354.070848, 354.564367, 354.305338, 354.248359, 354.057728, 354.699918, 353.227238, 353.926098]",1702603426783.0,1.0,13.292754299999796
64,2,4,10,1,1,0,0,"(0, 1, 4, 3, 2)",hpclab62.idi.ntnu.no,83.5712925,"[97.030592, 83.163369, 84.091556, 83.499817, 83.510287, 83.686748, 83.629087, 83.545767, 83.901056, 82.997208]",1702603307224.0,1.0,3.7362202999989678
16,1,1,12,2,1,1,0,"(1, 0, 3, 2, 4)",hpclab62.idi.ntnu.no,140.8025925,"[159.997877, 140.949323, 140.797034, 140.920353, 140.741593, 140.756372, 141.031972, 140.673664, 140.804263, 140.859613]",1702603315073.0,1.0,5.716424799999368
4,2,4,6,0,1,0,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,62.58659,"[77.419729, 62.390065, 62.491426, 62.589955, 62.684155, 62.622776, 62.682015, 62.601565, 62.461866, 62.517425]",1702603319211.0,1.0,2.3744623000005958
32,2,32,8,0,1,1,0,"(1, 4, 0, 3, 2)",hpclab62.idi.ntnu.no,225.588558,"[243.42745, 225.677832, 225.699673, 225.443662, 225.757612, 225.782662, 225.407103, 225.797781, 225.696493, 225.703943]",1702603331354.0,1.0,7.631384599999
64,4,2,4,0,1,0,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,159.0019175,"[179.051857, 158.978472, 159.428292, 158.842934, 158.919513, 158.884482, 159.591921, 159.347403, 159.048852, 159.040673]",1702603340227.0,1.0,5.486367800001608
16,1,1,6,0,1,0,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,125.312353,"[138.153891, 125.152342, 125.104014, 125.234535, 125.326224, 125.291252, 125.411984, 125.323544, 125.354754, 125.326714]",1702603347273.0,1.0,4.81005249999871
16,4,1,2,1,0,1,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,302.97949700000004,"[388.920967, 302.964773, 303.667592, 302.281204, 303.717562, 302.237004, 302.536874, 303.715111, 302.243274, 302.282884]",1702603363756.0,1.0,7.436683500000072
64,1,16,14,2,0,0,0,"(4, 1, 0, 3, 2)",hpclab62.idi.ntnu.no,173.9228255,"[186.743032, 174.002105, 174.601004, 173.907395, 174.001836, 173.999626, 173.542097, 174.248605, 173.772986, 173.571356]",1702603373292.0,1.0,6.768856199999573
16,1,2,12,2,0,1,0,"(0, 4, 1, 3, 2)",hpclab62.idi.ntnu.no,109.8328915,"[123.867167, 109.612882, 109.809352, 109.447323, 109.634502, 110.175501, 109.625522, 110.877591, 109.956641, 109.856431]",1702603379605.0,1.0,4.593823599998723
64,4,4,12,0,1,1,0,"(1, 4, 0, 3, 2)",hpclab62.idi.ntnu.no,197.243548,"[210.21366, 197.416033, 202.151034, 196.769744, 196.373925, 196.683005, 196.454376, 197.071063, 206.003479, 202.969463]",1702603390619.0,1.0,7.3717867000006665
16,1,64,10,0,0,0,0,"(1, 4, 0, 3, 2)",hpclab63.idi.ntnu.no,170.79179499999998,"[182.585878, 168.814605, 168.570657, 168.390547, 168.683456, 168.361909, 168.745404, 168.622017, 168.658196, 168.355629]",1702603311533.0,1.0,6.481843899999513
64,2,32,16,2,1,1,0,"(0, 1, 4, 3, 2)",hpclab63.idi.ntnu.no,103.4189785,"[117.242882, 103.25445, 102.549658, 103.435259, 102.462579, 105.239522, 106.832647, 102.27385, 104.46601, 102.515668]",1702603317559.0,1.0,4.3838172000003395
64,4,32,10,2,0,1,0,"(1, 0, 4, 3, 2)",hpclab63.idi.ntnu.no,176.6731415,"[190.5614, 176.642667, 176.533549, 177.035413, 176.703616, 176.590407, 176.565968, 176.625527, 176.725757, 176.718276]",1702603327267.0,1.0,6.637992799998756
4,1,8,14,2,1,0,0,"(0, 1, 2, 3, 4)",hpclab63.idi.ntnu.no,87.374079,"[100.872725, 87.547916, 87.431069, 87.268829, 87.268709, 87.155179, 87.317089, 87.525466, 87.551006, 87.216741]",1702603332487.0,1.0,3.3159281000000194
64,1,1,8,2,0,0,0,"(0, 4, 1, 3, 2)",hpclab63.idi.ntnu.no,111.2645175,"[124.69077, 111.236673, 111.220251, 111.188363, 111.327361, 111.381311, 111.173373, 111.213423, 111.178043, 111.216623]",1702603338869.0,1.0,4.593124800000078
32,2,2,16,2,1,0,0,"(1, 4, 0, 3, 2)",hpclab63.idi.ntnu.no,189.5328845,"[204.67061, 189.54506, 189.55281, 189.435052, 189.064454, 191.186904, 189.324452, 189.173955, 189.299022, 189.198063]",1702603349210.0,1.0,7.252189999999973
16,8,2,16,1,1,1,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,126.3935025,"[142.690932, 126.349823, 126.137906, 126.359513, 128.136275, 126.442614, 126.390982, 126.681591, 126.266083, 126.571102]",1702603356477.0,1.0,5.490908599999239
32,1,1,12,2,0,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,142.33910600000002,"[161.550327, 142.374685, 142.080757, 142.242556, 142.271186, 142.343526, 142.726951, 142.459864, 142.676402, 143.309505]",1702603364402.0,1.0,5.866009999999369
