chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
16,4,32,16,12,0,0,0,0,"(1, 4, 0, 2, 3)",hpclab61.idi.ntnu.no,207.981813,"[194.866174, 207.981813, 208.670002, 210.061405, 204.982359, 1003.177907, 1021.71085, 1005.817679, 1014.641504, 1014.978834, 198.437786, 206.633111, 201.332869, 198.802424, 201.730418, 194.345012, 203.12429, 207.027592, 203.995189, 210.210754, 1007.52754, 1008.597051, 1014.773035, 1007.64356, 1008.827201]",1704636944517,True,8.220201999996789
2,4,8,1,16,0,0,0,0,"(4, 3, 2, 0, 1)",hpclab61.idi.ntnu.no,198.242237,"[189.66357, 207.270931, 204.732851, 202.238287, 201.703669, 197.607844, 201.035608, 198.242237, 197.648864, 205.586681, 189.728848, 207.083942, 204.258749, 201.679739, 199.234197, 190.710281, 197.740636, 197.407924, 198.891987, 197.524636, 189.94109, 198.474956, 197.567666, 199.462406, 197.502106]",1704636960152,True,5.264162999999826
4,64,2,1,4,0,0,0,0,"(0, 4, 2, 1, 3)",hpclab61.idi.ntnu.no,1106.790737,"[959.679675, 966.583873, 966.657071, 966.189542, 966.631192, 1103.785507, 1117.010214, 1109.282749, 1108.611039, 1108.906488, 1100.870073, 1107.739408, 1107.414077, 1107.488718, 1107.516308, 1100.222824, 1106.880258, 1106.790737, 1107.134777, 1106.754078, 961.928387, 968.429144, 968.202941, 968.521724, 968.191982]",1704636997076,True,28.008530999999493
64,64,16,2,16,0,0,0,0,"(0, 1, 3, 4, 2)",hpclab61.idi.ntnu.no,968.202941,"[961.928387, 968.429144, 968.202941, 968.521724, 968.191982, 961.928387, 968.429144, 968.202941, 968.521724, 968.191982, 961.928387, 968.429144, 968.202941, 968.521724, 968.191982, 961.928387, 968.429144, 968.202941, 968.521724, 968.191982, 961.928387, 968.429144, 968.202941, 968.521724, 968.191982]",1704637007285,False,25.347062000000733
4,64,64,8,4,0,0,0,0,"(4, 1, 0, 2, 3)",hpclab61.idi.ntnu.no,4518.906072,"[4519.816035, 4532.459861, 4529.550608, 4531.25317, 4529.879638, 4510.693096, 4518.906072, 4519.645451, 4517.56526, 4519.483171, 4511.195975, 4519.346471, 4517.77895, 4518.173068, 4518.997081, 4510.206895, 4518.338839, 4520.059011, 4518.118199, 4518.26868, 4613.299265, 4621.402431, 4621.289318, 4621.553401, 4626.481112]",1704637131478,True,111.24192700000276
64,4,32,4,12,0,0,0,0,"(0, 1, 3, 4, 2)",hpclab62.idi.ntnu.no,25.262465,"[17.251842, 25.496515, 25.262465, 25.253696, 25.262516, 17.251842, 25.496515, 25.262465, 25.253696, 25.262516, 17.251842, 25.496515, 25.262465, 25.253696, 25.262516, 17.251842, 25.496515, 25.262465, 25.253696, 25.262516, 17.251842, 25.496515, 25.262465, 25.253696, 25.262516]",1704636729751,False,0.5481590000017604
256,4,16,2,4,0,0,0,0,"(4, 0, 1, 2, 3)",hpclab62.idi.ntnu.no,95.553765,"[88.11234, 95.740534, 95.558074, 95.570884, 95.460884, 87.611961, 95.501235, 95.312544, 95.284605, 95.332794, 88.253999, 95.894894, 95.726993, 95.725234, 95.679434, 87.671942, 95.654364, 95.490645, 95.438345, 95.558944, 87.602992, 95.751453, 95.553765, 95.582455, 95.545704]",1704636742787,True,2.137782999998308
2,128,256,8,14,0,0,0,0,"(0, 4, 3, 1, 2)",hpclab62.idi.ntnu.no,1080.742362,"[1072.70285, 1081.019041, 1080.805272, 1080.780792, 1080.841082, 1072.713258, 1080.966462, 1080.736612, 1080.742362, 1080.757542, 267.551523, 275.427727, 275.178687, 275.236127, 275.044988, 1072.766619, 1080.972352, 1080.777621, 1080.801043, 1080.732522, 267.426114, 276.001476, 274.970228, 274.703578, 275.072957]",1704636772396,True,22.85878800000137
128,64,8,1,10,0,0,0,0,"(4, 2, 1, 0, 3)",hpclab62.idi.ntnu.no,274.970228,"[267.426114, 276.001476, 274.970228, 274.703578, 275.072957, 267.426114, 276.001476, 274.970228, 274.703578, 275.072957, 267.426114, 276.001476, 274.970228, 274.703578, 275.072957, 267.426114, 276.001476, 274.970228, 274.703578, 275.072957, 267.426114, 276.001476, 274.970228, 274.703578, 275.072957]",1704636782582,False,6.350913999998738
16,16,256,1,14,0,0,0,0,"(1, 4, 3, 2, 0)",hpclab62.idi.ntnu.no,274.970228,"[267.426114, 276.001476, 274.970228, 274.703578, 275.072957, 267.426114, 276.001476, 274.970228, 274.703578, 275.072957, 267.426114, 276.001476, 274.970228, 274.703578, 275.072957, 267.426114, 276.001476, 274.970228, 274.703578, 275.072957, 267.426114, 276.001476, 274.970228, 274.703578, 275.072957]",1704636792774,False,6.350913999998738
16,16,128,16,16,0,0,0,0,"(4, 0, 1, 3, 2)",hpclab62.idi.ntnu.no,282.187792,"[273.973281, 282.328621, 284.261838, 282.163703, 282.244551, 276.246255, 283.177839, 282.665682, 282.156592, 282.280263, 276.636084, 282.328522, 282.253382, 282.170212, 282.031232, 273.959429, 283.31346, 282.166633, 282.187792, 283.491409, 205.312477, 214.355089, 214.462869, 215.628016, 214.511948]",1704636810251,True,6.105382000001555
2,8,64,1,14,0,0,0,0,"(0, 4, 2, 3, 1)",hpclab62.idi.ntnu.no,330.257259,"[329.13872, 333.847881, 340.342527, 338.130222, 332.370664, 1072.65911, 1081.007001, 1080.730723, 1080.725642, 1080.764172, 321.624287, 329.090831, 328.851822, 329.823828, 338.792481, 321.928807, 330.239329, 331.338986, 329.58827, 329.53038, 322.323596, 330.180698, 333.642782, 342.727321, 330.257259]",1704636832930,True,8.040217999998276
2,8,16,32,2,0,0,0,0,"(4, 3, 1, 2, 0)",hpclab62.idi.ntnu.no,330.257259,"[322.323596, 330.180698, 333.642782, 342.727321, 330.257259, 322.323596, 330.180698, 333.642782, 342.727321, 330.257259, 322.323596, 330.180698, 333.642782, 342.727321, 330.257259, 322.323596, 330.180698, 333.642782, 342.727321, 330.257259, 322.323596, 330.180698, 333.642782, 342.727321, 330.257259]",1704636843119,False,8.040217999998276
64,32,64,2,14,0,0,0,0,"(4, 0, 3, 1, 2)",hpclab62.idi.ntnu.no,20.646046,"[12.511683, 20.831374, 20.633145, 20.608226, 20.624586, 12.511283, 20.852384, 20.685056, 20.646046, 20.604405, 34.454255, 42.743257, 42.526159, 42.512398, 42.508199, 12.516793, 20.837404, 20.641755, 20.637106, 20.640996, 12.517533, 20.888634, 20.682156, 20.665976, 20.634005]",1704636854412,True,0.49249799999961397
128,64,2,16,6,0,0,0,0,"(0, 4, 2, 3, 1)",hpclab62.idi.ntnu.no,15.275897,"[7.263704, 15.453607, 15.281987, 15.275897, 15.244487, 17.257363, 25.483986, 25.278495, 25.265276, 25.251955, 7.262794, 15.459157, 15.252576, 15.234437, 15.212988, 7.297044, 15.507246, 15.269498, 15.269677, 15.247506, 7.284606, 15.510226, 15.369856, 15.294788, 15.234977]",1704636865460,True,0.3625300000021525
2,4,4,8,8,0,0,0,0,"(0, 4, 1, 2, 3)",hpclab63.idi.ntnu.no,4029.775754,"[4031.183218, 4039.815656, 4039.617348, 4040.621227, 4039.655169, 4021.932468, 4030.300288, 4029.775754, 4029.893774, 4029.590886, 4020.964648, 4029.316539, 4028.543969, 4028.605109, 4054.555924, 4021.010577, 4029.504997, 4029.313989, 4029.738465, 4029.249761, 4031.264603, 4039.960707, 4040.395824, 4039.548152, 4040.678351]",1704636831054,True,90.79445299999861
32,256,16,32,12,0,0,0,0,"(4, 0, 1, 3, 2)",hpclab63.idi.ntnu.no,21.208887,"[69.240704, 77.259532, 77.044265, 77.053556, 77.025954, 69.246444, 77.235652, 77.096624, 77.143423, 77.128825, 13.8562, 21.438373, 21.208887, 21.173286, 21.374044, 13.267379, 21.405294, 21.226826, 21.193188, 21.073737, 13.371346, 21.420455, 21.172157, 21.126277, 21.081738]",1704636842800,True,0.4950920000010228
128,64,4,32,2,0,0,0,0,"(4, 1, 3, 2, 0)",hpclab63.idi.ntnu.no,21.126277,"[13.371346, 21.420455, 21.172157, 21.126277, 21.081738, 13.371346, 21.420455, 21.172157, 21.126277, 21.081738, 13.371346, 21.420455, 21.172157, 21.126277, 21.081738, 13.371346, 21.420455, 21.172157, 21.126277, 21.081738, 13.371346, 21.420455, 21.172157, 21.126277, 21.081738]",1704636852986,False,0.48198499999853084
256,64,8,2,6,0,0,0,0,"(4, 0, 1, 3, 2)",hpclab63.idi.ntnu.no,10.941634,"[2.916196, 11.097992, 10.908994, 10.888985, 10.890734, 2.907417, 11.117462, 10.911414, 10.891334, 10.889944, 8.743359, 16.939697, 16.734527, 16.707107, 16.683028, 2.899417, 11.126902, 10.941634, 10.970934, 10.921474, 8.73657, 16.914707, 16.697087, 16.716297, 16.710148]",1704636863973,True,0.258851999999024
4,16,4,4,8,0,0,0,0,"(1, 4, 3, 0, 2)",hpclab63.idi.ntnu.no,51.125613,"[70.320312, 82.860117, 50.925665, 51.112713, 51.125613, 6438.193167, 6475.983822, 6475.242002, 6474.511969, 6477.103321, 42.898698, 51.145393, 51.172283, 50.904014, 51.078544, 6454.665959, 6480.075895, 6476.561867, 6478.877829, 6478.639643, 43.090385, 51.219772, 50.804115, 50.867616, 50.786187]",1704636940276,True,1.9868050000004587
32,64,16,1,10,0,0,0,0,"(1, 4, 3, 0, 2)",hpclab63.idi.ntnu.no,14.646082,"[6.427826, 14.957918, 14.645033, 14.916989, 14.646082, 645.92466, 653.68039, 653.793729, 653.439463, 653.543532, 647.345204, 668.012356, 664.200219, 644.934571, 644.983931, 6.254608, 14.446183, 14.219246, 14.219456, 14.209778, 6.325247, 14.435144, 14.234316, 14.206148, 14.200146]",1704636957692,True,0.43764500000179396
16,64,4,1,10,0,0,0,0,"(1, 4, 0, 3, 2)",hpclab63.idi.ntnu.no,17.865304,"[9.789707, 17.893524, 17.885554, 17.645806, 16.975004, 9.445033, 17.837454, 17.865304, 18.313249, 18.340351, 9.640599, 19.10774, 18.633335, 19.573396, 18.598416, 1413.868789, 1428.902653, 1428.379851, 1419.181997, 1421.609188, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798]",1704636975833,True,0.5586719999992056
256,64,128,32,14,0,0,0,0,"(1, 4, 3, 2, 0)",hpclab63.idi.ntnu.no,17.516449,"[10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798]",1704636986026,False,0.5525070000003325
64,32,64,1,12,0,0,0,0,"(4, 2, 1, 0, 3)",hpclab63.idi.ntnu.no,17.516449,"[10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798]",1704636996212,False,0.5525070000003325
128,16,32,32,14,0,0,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,17.516449,"[10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798, 10.358223, 17.773325, 17.535458, 17.516449, 17.50798]",1704637006382,False,0.5525070000003325
32,4,128,1,12,0,0,0,0,"(1, 0, 4, 2, 3)",hpclab19.idi.ntnu.no,371.381296,"[350.979186, 378.588824, 355.17856, 397.043302, 371.381296, 351.368847, 358.499553, 352.051108, 359.050803, 369.721615, 355.558682, 359.944275, 370.666965, 360.338605, 354.131039, 700.153801, 708.366218, 710.803401, 710.375441, 710.462841, 698.062079, 712.999594, 706.708727, 711.477902, 705.268956]",1704637154695,True,14.347356999999874
8,256,4,32,12,0,0,0,0,"(4, 1, 3, 2, 0)",hpclab19.idi.ntnu.no,706.708727,"[698.062079, 712.999594, 706.708727, 711.477902, 705.268956, 698.062079, 712.999594, 706.708727, 711.477902, 705.268956, 698.062079, 712.999594, 706.708727, 711.477902, 705.268956, 698.062079, 712.999594, 706.708727, 711.477902, 705.268956, 698.062079, 712.999594, 706.708727, 711.477902, 705.268956]",1704637164888,False,23.553668000000016
32,8,4,16,6,0,0,0,0,"(4, 1, 3, 0, 2)",hpclab19.idi.ntnu.no,41.286191,"[32.939013, 42.371102, 41.415701, 41.27025, 41.286191, 33.177493, 41.514911, 41.36022, 41.252451, 41.25618, 33.082603, 41.545871, 41.268531, 41.277251, 41.33886, 68.988459, 77.515716, 77.269176, 77.269856, 77.273617, 69.005078, 77.514266, 77.312836, 77.276317, 77.283396]",1704637176986,True,1.007532000000083
64,256,128,32,6,0,0,0,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,77.283396,"[69.005078, 77.514266, 77.312836, 77.276317, 77.283396, 69.005078, 77.514266, 77.312836, 77.276317, 77.283396, 69.005078, 77.514266, 77.312836, 77.276317, 77.283396, 69.005078, 77.514266, 77.312836, 77.276317, 77.283396, 69.005078, 77.514266, 77.312836, 77.276317, 77.283396]",1704637187158,False,1.7117950000001656
16,128,2,32,14,0,0,0,0,"(4, 2, 3, 0, 1)",hpclab19.idi.ntnu.no,137.923496,"[135.163824, 143.719832, 143.482801, 143.461132, 143.464571, 129.358198, 138.006386, 137.720567, 137.770576, 137.709706, 129.749677, 138.203597, 137.907126, 137.966226, 137.922986, 129.672918, 138.168706, 137.978796, 137.763976, 137.923496, 135.160204, 143.734181, 143.477992, 143.472512, 143.463441]",1704637201281,True,3.063043000000107
128,2,2,32,4,0,0,0,0,"(4, 3, 0, 1, 2)",hpclab19.idi.ntnu.no,40.16549,"[31.729812, 40.38061, 40.91719, 41.460011, 40.34106, 31.75416, 40.41816, 40.16413, 40.158479, 40.22998, 31.80178, 40.45914, 40.24037, 40.16549, 40.134319, 31.775582, 40.40668, 40.149129, 40.224939, 40.182249, 31.751392, 40.31096, 40.07048, 40.210689, 40.08506]",1704637212924,True,0.9785259999998743
64,8,8,8,10,0,0,0,0,"(4, 0, 3, 1, 2)",hpclab19.idi.ntnu.no,29.85201,"[35.423785, 44.089003, 43.887494, 43.840573, 43.849583, 21.159629, 29.95244, 29.900619, 29.85201, 29.746638, 21.180841, 29.81583, 29.787299, 29.644769, 29.649, 21.150331, 29.919719, 29.77507, 29.748199, 29.809349, 35.430794, 44.026565, 43.860423, 43.806443, 43.930534]",1704637224488,True,0.7000829999997222
8,8,128,2,8,0,0,0,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,43.860423,"[35.430794, 44.026565, 43.860423, 43.806443, 43.930534, 35.430794, 44.026565, 43.860423, 43.806443, 43.930534, 35.430794, 44.026565, 43.860423, 43.806443, 43.930534, 35.430794, 44.026565, 43.860423, 43.806443, 43.930534, 35.430794, 44.026565, 43.860423, 43.806443, 43.930534]",1704637234660,False,0.9833320000002459
128,2,256,8,4,0,0,0,0,"(4, 3, 2, 1, 0)",hpclab19.idi.ntnu.no,43.860423,"[35.430794, 44.026565, 43.860423, 43.806443, 43.930534, 35.430794, 44.026565, 43.860423, 43.806443, 43.930534, 35.430794, 44.026565, 43.860423, 43.806443, 43.930534, 35.430794, 44.026565, 43.860423, 43.806443, 43.930534, 35.430794, 44.026565, 43.860423, 43.806443, 43.930534]",1704637244853,False,0.9833320000002459
4,32,2,32,2,0,0,0,0,"(0, 1, 2, 4, 3)",hpclab19.idi.ntnu.no,4652.126408,"[4441.597281, 4653.264011, 4652.61872, 4646.784384, 4652.98192, 4642.775321, 4652.8821, 4652.126408, 4653.126421, 4650.274167, 4643.339741, 4648.009796, 4651.434898, 4650.477259, 4651.180018, 324.3775, 331.744357, 331.248878, 331.267207, 331.234757, 4639.935218, 4652.668479, 4652.3677, 4652.79374, 4652.322619]",1704637349914,True,103.0432249999999
256,4,128,2,14,0,0,0,0,"(0, 1, 2, 3, 4)",hpclab61.idi.ntnu.no,67.913707,"[57.298371, 68.077617, 67.888727, 67.913707, 67.938735, 57.241699, 68.180467, 68.017237, 67.901867, 67.934287, 57.237968, 68.068837, 68.073197, 67.949247, 67.874847, 57.275439, 68.053975, 67.868987, 67.875246, 67.896827, 8.157125, 18.998362, 18.947364, 18.800413, 18.885622]",1704637143488,True,1.9970279999979539
32,16,4,16,2,0,0,0,0,"(4, 1, 3, 2, 0)",hpclab61.idi.ntnu.no,18.885622,"[8.157125, 18.998362, 18.947364, 18.800413, 18.885622, 8.157125, 18.998362, 18.947364, 18.800413, 18.885622, 8.157125, 18.998362, 18.947364, 18.800413, 18.885622, 8.157125, 18.998362, 18.947364, 18.800413, 18.885622, 8.157125, 18.998362, 18.947364, 18.800413, 18.885622]",1704637153672,False,0.6259439999994356
16,4,256,32,6,0,0,0,0,"(4, 1, 3, 2, 0)",hpclab61.idi.ntnu.no,18.885622,"[8.157125, 18.998362, 18.947364, 18.800413, 18.885622, 8.157125, 18.998362, 18.947364, 18.800413, 18.885622, 8.157125, 18.998362, 18.947364, 18.800413, 18.885622, 8.157125, 18.998362, 18.947364, 18.800413, 18.885622, 8.157125, 18.998362, 18.947364, 18.800413, 18.885622]",1704637163857,False,0.6259439999994356
256,256,16,2,14,0,0,0,0,"(4, 0, 3, 2, 1)",hpclab61.idi.ntnu.no,16.924272,"[8.673426, 17.05046, 16.848662, 16.853272, 16.848713, 8.671326, 17.038883, 16.924272, 16.93525, 16.908962, 8.671476, 17.172661, 16.962072, 16.947262, 16.92347, 8.670156, 17.137302, 16.92656, 16.922082, 16.914992, 14.82296, 23.052877, 22.749544, 22.747427, 22.732975]",1704637174924,True,0.420509999996284
2,128,128,8,2,0,0,0,0,"(1, 4, 2, 3, 0)",hpclab61.idi.ntnu.no,22.747427,"[14.82296, 23.052877, 22.749544, 22.747427, 22.732975, 14.82296, 23.052877, 22.749544, 22.747427, 22.732975, 14.82296, 23.052877, 22.749544, 22.747427, 22.732975, 14.82296, 23.052877, 22.749544, 22.747427, 22.732975, 14.82296, 23.052877, 22.749544, 22.747427, 22.732975]",1704637185110,False,0.5692920000001322
16,32,256,8,12,0,0,0,0,"(0, 4, 1, 2, 3)",hpclab61.idi.ntnu.no,7544.655942,"[7573.618311, 7585.191725, 7588.102143, 7583.170041, 7590.270526, 7573.093183, 7583.028431, 7585.25912, 7584.49849, 7583.219579, 7537.041888, 7544.655942, 7546.117153, 7544.288233, 7548.672553, 7536.652546, 7542.465198, 7543.098371, 7543.452149, 7540.974577, 7541.179447, 7539.967507, 7540.873727, 7542.642467, 7543.374339]",1704637384757,True,184.47854300000472
8,2,64,2,2,0,0,0,0,"(0, 1, 4, 2, 3)",hpclab61.idi.ntnu.no,4060.410292,"[4057.37691, 4058.986081, 4059.47717, 4059.109019, 4060.53748, 4059.71417, 4063.035682, 4062.742612, 4059.74149, 4059.786999, 4321.17036, 4335.775147, 4331.032799, 4330.934726, 4331.919489, 4062.002912, 4062.305912, 4059.305222, 4060.410292, 4059.570101, 4059.949192, 4070.195129, 4068.931756, 4070.427529, 4058.787963]",1704637498315,True,109.66940799999429
2,256,256,2,2,0,0,0,0,"(0, 1, 2, 4, 3)",hpclab61.idi.ntnu.no,8374.225317,"[8373.468018, 8395.952272, 8390.370599, 8376.668884, 8386.10287, 6911.227726, 6922.085672, 6907.735706, 6921.344754, 6921.499303, 6904.414326, 6904.986547, 6913.988284, 6903.326438, 6897.194916, 8369.070162, 8374.225317, 8390.669617, 8383.834615, 8373.226691, 8431.801033, 8444.675632, 8443.876613, 8431.992168, 8441.493543]",1704637704049,True,219.72702500000014
2,2,256,4,14,0,0,0,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,8314.201246,"[8225.608719, 8350.973337, 8237.589256, 8367.037381, 8442.270801, 1570.720364, 1577.211207, 1595.496797, 1588.376215, 1588.491813, 8509.395591, 8314.201246, 8564.432594, 8232.218303, 8183.510497, 1580.69681, 1566.088993, 1581.955862, 1577.832729, 1567.359883, 8527.698819, 8218.54577, 8437.878831, 8318.942298, 8216.589132]",1704637855612,True,246.80416200000002
16,4,32,8,12,0,0,0,0,"(4, 3, 2, 1, 0)",hpclab61.idi.ntnu.no,8318.942298,"[8527.698819, 8218.54577, 8437.878831, 8318.942298, 8216.589132, 8527.698819, 8218.54577, 8437.878831, 8318.942298, 8216.589132, 8527.698819, 8218.54577, 8437.878831, 8318.942298, 8216.589132, 8527.698819, 8218.54577, 8437.878831, 8318.942298, 8216.589132, 8527.698819, 8218.54577, 8437.878831, 8318.942298, 8216.589132]",1704637865800,False,247.10713999999962
64,32,64,32,2,0,0,0,0,"(4, 2, 3, 0, 1)",hpclab62.idi.ntnu.no,19.768997,"[11.750825, 19.970516, 19.759237, 19.731747, 19.898376, 34.420376, 42.650158, 42.437546, 42.427737, 42.425398, 11.779183, 20.131706, 19.778717, 19.756867, 19.694127, 34.407725, 42.640636, 42.429267, 42.431888, 42.416918, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137]",1704637142827,True,0.47469200000341516
32,16,64,8,6,0,0,0,0,"(4, 1, 2, 0, 3)",hpclab62.idi.ntnu.no,19.768997,"[11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137]",1704637153012,False,0.4727379999967525
128,2,16,1,14,0,0,0,0,"(4, 3, 1, 2, 0)",hpclab62.idi.ntnu.no,19.768997,"[11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137]",1704637163202,False,0.4727379999967525
256,16,256,32,12,0,0,0,0,"(4, 3, 1, 2, 0)",hpclab62.idi.ntnu.no,19.768997,"[11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137, 11.787965, 19.990206, 19.768997, 19.771796, 19.723137]",1704637173391,False,0.4727379999967525
8,2,32,1,4,0,0,0,0,"(1, 0, 4, 3, 2)",hpclab62.idi.ntnu.no,2443.651901,"[2437.792075, 2447.922792, 2445.121489, 2446.071277, 2444.49767, 366.27101, 375.20157, 376.967536, 375.357099, 374.231313, 367.019879, 376.311637, 380.524729, 376.001309, 375.079992, 2435.71201, 2443.909491, 2442.732122, 2445.488017, 2443.651901, 2436.407377, 2444.03339, 2444.164781, 2445.083899, 2442.350863]",1704637224463,True,57.13716700000077
2,8,128,1,8,0,0,0,0,"(4, 0, 2, 3, 1)",hpclab62.idi.ntnu.no,324.92842,"[318.434565, 326.420816, 324.92842, 324.559071, 325.795078, 1073.728224, 1081.782918, 1081.533366, 1081.541878, 1081.516938, 316.718598, 323.786292, 323.946923, 323.866812, 323.817073, 1073.466575, 1081.824756, 1081.567468, 1081.590496, 1081.565527, 316.930447, 324.096932, 324.207531, 325.630279, 325.33983]",1704637250771,True,7.934968999994453
32,2,128,16,12,0,0,0,0,"(1, 4, 2, 0, 3)",hpclab62.idi.ntnu.no,324.207531,"[316.930447, 324.096932, 324.207531, 325.630279, 325.33983, 316.930447, 324.096932, 324.207531, 325.630279, 325.33983, 316.930447, 324.096932, 324.207531, 325.630279, 325.33983, 316.930447, 324.096932, 324.207531, 325.630279, 325.33983, 316.930447, 324.096932, 324.207531, 325.630279, 325.33983]",1704637260962,False,7.855627000004461
128,32,32,2,8,0,0,0,0,"(4, 0, 1, 2, 3)",hpclab62.idi.ntnu.no,181.077815,"[173.73838, 181.693223, 181.452503, 181.063045, 180.762515, 173.596251, 181.330834, 180.876755, 181.148805, 181.699314, 173.85216, 181.566693, 181.407404, 181.333374, 181.272524, 173.90711, 181.006955, 180.777855, 181.346965, 181.032205, 173.641391, 181.780592, 180.928985, 181.493574, 181.077815]",1704637276143,True,4.180692000001727
4,16,128,1,14,0,0,0,0,"(4, 0, 1, 3, 2)",hpclab62.idi.ntnu.no,1094.943758,"[1089.64364, 1098.40502, 1098.022271, 1094.898768, 1094.943758, 1090.389837, 1095.547386, 1095.462907, 1095.106687, 1095.447157, 822.985802, 826.293495, 825.030128, 828.70499, 823.909551, 1086.886506, 1095.634946, 1095.616747, 1094.975708, 1096.732723, 818.577381, 828.84722, 825.607077, 825.582146, 833.118871]",1704637311609,True,23.812168999997084
4,4,32,16,8,0,0,0,0,"(4, 1, 3, 2, 0)",hpclab62.idi.ntnu.no,825.607077,"[818.577381, 828.84722, 825.607077, 825.582146, 833.118871, 818.577381, 828.84722, 825.607077, 825.582146, 833.118871, 818.577381, 828.84722, 825.607077, 825.582146, 833.118871, 818.577381, 828.84722, 825.607077, 825.582146, 833.118871, 818.577381, 828.84722, 825.607077, 825.582146, 833.118871]",1704637321800,False,18.87507700000424
128,16,32,16,10,0,0,0,0,"(0, 1, 4, 3, 2)",hpclab63.idi.ntnu.no,11.524667,"[3.918605, 11.748825, 11.558967, 11.510227, 11.517187, 3.687898, 11.717226, 11.537707, 11.524667, 11.516447, 3.761217, 11.768714, 11.497077, 11.493197, 11.484548, 3.739296, 11.782864, 11.546347, 11.952273, 12.204431, 3.665158, 11.773064, 11.551877, 11.549459, 11.542727]",1704637142536,True,0.32270700000663055
8,128,64,8,2,0,0,0,0,"(4, 0, 1, 3, 2)",hpclab63.idi.ntnu.no,294.829872,"[287.500625, 295.011602, 294.786253, 294.759195, 294.782673, 286.909465, 295.00607, 295.345968, 294.849142, 294.875904, 286.887034, 295.739593, 294.847321, 294.845194, 294.816752, 79.586445, 88.003381, 87.769481, 87.649103, 87.620455, 286.816024, 295.027322, 294.822413, 294.856723, 294.829872]",1704637159521,True,6.189636999995855
16,2,128,2,2,0,0,0,0,"(4, 0, 2, 3, 1)",hpclab63.idi.ntnu.no,28.60326,"[135.282276, 143.530582, 143.303294, 143.302844, 143.296953, 20.575053, 28.835539, 28.720969, 28.586233, 28.572731, 20.578175, 28.853118, 28.933428, 28.60479, 28.538511, 20.81907, 28.885558, 28.79557, 28.60326, 28.564272, 20.604743, 28.885737, 28.665062, 28.582801, 28.555463]",1704637171461,True,0.670894999995653
256,256,8,4,16,0,0,0,0,"(0, 4, 3, 2, 1)",hpclab63.idi.ntnu.no,21.748231,"[13.725532, 21.984927, 21.771711, 21.75512, 21.760379, 13.733944, 21.989227, 21.76858, 21.748231, 21.746519, 8.67057, 16.945965, 16.725369, 16.729217, 16.706758, 13.716572, 21.994009, 21.775369, 21.781899, 21.757352, 8.67433, 16.973525, 16.749407, 16.854806, 16.706479]",1704637182572,True,0.4590680000037537
4,256,2,32,12,0,0,0,0,"(0, 1, 2, 4, 3)",hpclab63.idi.ntnu.no,4284.286071,"[4279.948241, 4240.923989, 4308.282127, 4290.779096, 4337.947595, 4261.902939, 4281.530823, 4281.076148, 4296.898656, 4271.971403, 4281.646951, 4286.129919, 4314.744012, 4257.844356, 4284.286071, 4245.820182, 4313.855452, 4305.016673, 4319.016083, 4312.716506, 4293.471697, 4247.232796, 4259.428067, 4279.184889, 4261.096738]",1704637300295,True,108.63604400000622
