tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,tuned_tileX,tuned_tileY,tuned_vec,compute_time,energy,iterations,wait_after_run
2,1,128,16,12,62,2,0.727264,84.98126503411284,10,0
2,4,512,8,4,132,4,0.464896,94.67928933994796,10,0
4,8,4,16,388,2,4,22.853536,60.51616855638985,10,0
8,1,64,16,214,1,2,1.421312,70.6850409334213,10,0
8,2,8,128,4,114,2,14.708864,48.88404215587352,10,0
16,4,128,16,328,1,4,1.6104,73.05087727287501,10,0
128,2,1024,4,208,2,4,0.829536,68.86178566869557,10,0
32,8,32,1024,32,4,2,0.139264,67.65964464839575,10,0
2,128,2,256,6,66,2,4.569888,76.52992528515907,10,0
1,8,1024,128,142,2,2,1.37088,92.40990338677678,10,0
1,1,32,512,30,26,2,1.471776,91.5879397587098,10,0
128,4,1024,16,12,80,2,1.42912,65.85745552603508,10,0
8,8,64,64,4,2,4,3.22128,80.4503737986949,10,0
1,8,8,32,4,80,2,2.325856,98.03555432112545,10,0
32,8,128,8,56,12,2,1.093376,91.16581271431316,10,0
32,4,128,256,402,1,2,0.134176,84.80749814990854,10,0
4,256,256,512,496,2,4,9.762816,59.09025127380089,10,0
2,4,4,512,946,1,2,4.274176,76.01363060165338,10,0
64,8,1024,16,48,6,2,0.384448,90.22761184903776,10,0
2,32,128,256,94,8,2,0.380768,88.80712999029852,10,0
8,16,1024,64,416,2,4,2.195456,72.25178935839646,10,0
8,4,64,256,90,10,2,0.154496,83.09210083350732,10,0
32,4,32,16,4,52,2,12.457856,79.70070402541226,10,0
4,2,32,1024,8,84,2,1.206272,68.06262863268003,10,0
4,256,512,1024,364,1,2,5.705056,78.3884190593166,10,0
128,1,1024,256,14,48,2,0.620544,38.75348908916282,10,0
1,16,32,32,2,296,2,1.304928,69.74513650269753,10,0
1,32,32,128,114,2,2,4.34432,82.89921115611425,10,0
2,32,64,64,72,14,2,0.434176,86.96397750922605,10,0
32,16,128,64,172,2,2,0.962912,91.37068644730442,10,0
128,8,256,1024,780,1,4,0.266528,68.5992504993832,10,0
1,256,128,1024,28,34,2,0.723424,63.508036875206336,10,0
32,32,32,32,548,1,4,10.039296,60.553870143800026,10,0
2,1,32,4,2,376,2,18.42576,54.23317170381074,10,0
64,1,512,8,450,2,2,1.145568,63.51246480048472,10,0
2,32,8,256,18,1,2,5.359616,84.66517405892107,10,0
128,4,512,256,414,1,2,0.105472,88.50459493641664,10,0
8,64,32,512,10,34,2,0.25408,82.66959767971748,10,0
1,1,64,256,8,92,2,1.978368,69.93314025464824,10,0
1,64,1,512,80,1,4,15.947936,70.68491718388898,10,0
4,8,64,32,138,1,2,1.82688,84.06606549918662,10,0
64,1,1024,512,154,2,2,0.086432,91.53253207635495,10,0
4,2,16,2,496,1,2,37.845504,78.50091726798249,10,0
1,4,2,8,4,200,4,34.189088,58.5652804996337,10,0
8,8,512,1024,4,218,2,0.448032,66.22193797695536,10,0
1,16,2,32,72,8,4,8.822784,58.999656670115485,10,0
16,2,64,16,4,80,2,6.174496,88.01217880273116,10,0
2,1,512,64,772,1,2,5.594944,124.77260130701842,10,0
256,1,1024,4,158,2,2,0.974816,86.48730489739617,10,0
2,2,2,8,4,154,2,37.58528,78.47438839717255,10,0
16,1,16,1,192,1,2,52.603008,64.00602908975891,10,0
1,64,128,512,100,6,2,1.00848,69.07245475574017,10,0
512,1,512,16,16,8,4,7.318944,58.879312324565554,10,0
1,16,1,16,112,8,4,33.734464,60.94890483817316,10,0
2,128,4,1024,36,14,4,1.067008,68.86531516402752,10,0
2,2,4,512,6,94,2,8.202112,52.16764250092996,10,0
512,1,512,1,508,2,4,10.669856,33.33503175787184,10,0
4,8,64,512,568,1,4,0.538176,67.77694860620191,10,0
8,1,128,64,728,1,4,0.741216,72.57133632407461,10,0
8,128,256,256,208,4,2,1.933696,69.72171465941456,10,0
1,8,4,512,76,8,4,0.555008,71.35140344326564,10,0
4,128,128,128,8,18,4,0.45264,68.10103881823218,10,0
1,1,32,128,94,2,2,1.674496,71.11149172669293,10,0
2,1,2,2,70,2,2,166.147456,70.10770398256251,10,0
1,8,8,64,8,120,2,1.298048,84.90001575444973,10,0
2,1,512,1,4,220,2,3.178688,95.34481436912472,10,0
1,32,8,256,252,1,2,4.497408,118.68617147538532,10,0
4,1,4,256,20,42,2,4.73952,113.91429513063154,10,0
2,4,16,512,4,256,4,2.042016,103.82591612094268,10,0
4,2,16,8,108,1,4,4.56704,118.61339277125349,10,0
4,16,32,1024,28,1,2,0.299008,88.62737970353358,10,0
4,64,64,1024,4,86,4,0.347072,97.27171882358816,10,0
2,8,16,1024,2,118,2,1.69424,69.26668313307898,10,0
4,32,128,64,64,4,2,0.948608,73.48004633851417,10,0
128,8,1024,128,2,124,2,2.490688,74.5470103548439,10,0
8,1,64,128,484,2,2,1.234944,95.83398285887762,10,0
2,1,2,8,264,1,4,19.040128,77.61645490711642,10,0
1,1,128,128,184,2,4,1.951744,75.29321092624004,10,0
128,2,256,8,4,208,2,30.638208,60.210380423353534,10,0
32,1,128,64,438,2,2,0.544352,62.92023962857642,10,0
8,2,512,512,2,386,2,3.695552,77.75625457405157,10,0
64,8,512,8,766,1,2,3.3088,105.20846275734812,10,0
2,1,2,16,196,1,2,14.934016,74.73093936161223,10,0
4,4,4,128,64,16,4,0.89664,97.8188870014926,10,0
1,1,256,1,4,130,4,1.961984,75.35081122290806,10,0
64,16,256,16,40,12,2,1.334784,77.94644322727227,10,0
1,4,1,64,820,1,2,24.864672,71.44812335747432,10,0
64,16,64,32,92,1,4,9.357216,58.09289319903606,10,0
32,4,512,32,728,1,2,1.139232,71.01410885766636,10,0
32,2,32,32,2,416,2,106.025056,63.76867990384129,10,0
2,4,512,256,2,244,2,0.902336,88.44117953797998,10,0
128,8,1024,8,112,2,4,2.639808,96.89859652310857,10,0
4,64,256,256,28,8,4,0.16784,92.55726879481782,10,0
32,1,128,512,4,250,4,22.174944,84.61232537450766,10,0
1,1,32,128,158,1,2,2.253472,71.47483631077556,10,0
1,1,2,32,86,8,2,4.86448,94.8031687600787,10,0
1,16,128,512,2,192,2,0.386496,84.18904601351724,10,0
1,16,8,64,28,20,4,1.399712,47.793836624501765,10,0
32,8,128,128,686,1,2,0.423936,66.5480465965592,10,0
256,1,256,128,308,2,2,0.137216,61.23099102526669,10,0
32,32,32,512,68,14,2,0.355552,64.58315304562599,10,0
2,4,32,64,38,26,2,0.384576,65.43592174098004,10,0
64,16,256,512,4,256,4,3.722528,79.42821386818069,10,0
2,16,256,512,34,18,2,0.102272,83.91975842990242,10,0
16,32,32,64,2,78,2,7.256448,74.3555616853672,10,0
4,16,16,64,16,56,4,0.745472,76.33206644940796,10,0
2,16,16,64,202,2,2,3.354624,78.29245171571183,10,0
8,32,8,512,10,40,2,0.478976,87.41145964386078,10,0
1,4,256,4,24,26,4,1.325664,98.18967362757394,10,0
8,4,8,4,20,16,4,22.44992,57.926070597697006,10,0
8,8,512,128,4,140,4,0.385024,63.97126278972132,10,0
2,2,16,8,440,1,4,15.832992,60.42921270300676,10,0
32,2,512,8,172,2,4,0.866432,66.33593595888428,10,0
1,8,8,512,950,1,2,5.756992,82.04552270121323,10,0
32,8,32,8,188,2,4,7.141376,86.49750251201742,10,0
2,16,256,1024,6,98,2,0.174464,88.05482296574785,10,0
64,16,128,32,32,24,2,1.869824,64.29873240318511,10,0
16,64,256,1024,2,152,2,0.56064,81.75556502572395,10,0
16,64,16,256,454,2,2,5.28912,83.985775324745,10,0
1,256,128,1024,500,2,2,12.8056,75.31953483204609,10,0
1,2,512,2,8,116,4,1.031776,99.89512872119992,10,0
4,2,16,256,12,78,2,1.90288,71.99066380417821,10,0
256,4,1024,64,84,1,2,0.362496,69.18198929469219,10,0
64,4,512,128,516,1,2,0.1696,70.65227135424148,10,0
256,2,1024,64,36,22,2,0.28432,66.44895745553164,10,0
1,1,8,64,38,2,2,2.029568,68.81350884465033,10,0
2,4,4,4,2,218,2,75.413504,74.6622004400107,10,0
1,32,512,32,4,160,4,0.38112,86.39314594909975,10,0
16,8,32,8,60,8,2,4.241408,99.70474144086204,10,0
512,1,512,2,12,16,2,41.075104,76.70008517512133,10,0
4,32,8,64,8,58,2,1.787936,94.50331400827817,10,0
1,64,2,1024,40,18,2,0.593984,92.10682150579768,10,0
2,32,1024,1024,16,26,4,0.135168,94.6457758247046,10,0
4,64,1024,256,672,1,2,10.375296,57.05365358625929,10,0
16,1,16,512,804,1,2,1.010592,67.84085034764118,10,0
8,16,8,1024,76,12,2,0.219168,66.22130022177238,10,0
64,8,1024,1024,4,224,4,1.32928,70.51653193504987,10,0
4,1,512,256,164,2,4,0.641184,64.71889311298308,10,0
1,2,2,512,4,214,2,29.992288,58.26957853178921,10,0
8,4,32,128,4,74,4,1.801312,71.43725225172939,10,0
256,1,256,128,916,1,4,0.29648,45.26783056465904,10,0
2,32,512,1024,28,28,2,0.252576,64.08729476883067,10,0
16,4,16,128,104,6,2,0.675008,65.26716973337778,10,0
64,8,128,8,896,1,4,4.794688,87.95502657902661,10,0
8,8,64,64,188,2,4,0.386208,94.25278056133656,10,0
4,1,4,16,148,6,4,7.220896,33.34173801611609,10,0
1,32,16,256,728,1,2,18.032768,56.65884108745068,10,0
32,1,1024,64,404,1,4,0.246656,73.02571642603445,10,0
4,1,32,512,130,2,2,0.608,59.41071389025146,10,0
8,8,16,8,934,1,2,29.011904,60.08374935743311,10,0
256,4,1024,64,6,138,2,2.417792,71.39934163934277,10,0
64,16,512,1024,354,1,2,0.159872,33.39756740563587,10,0
1,2,2,4,8,126,4,51.677312,37.376070953005495,10,0
64,4,64,4,6,170,2,60.713088,55.3320732721084,10,0
4,16,64,64,72,14,4,0.220576,66.15066932905464,10,0
2,2,32,512,388,1,2,1.381472,43.18743431250958,10,0
16,1,512,4,252,1,4,1.780768,71.64986451787301,10,0
1,256,8,512,242,2,2,17.75808,28.64204905910385,10,0
8,1,8,32,24,16,4,2.193312,72.49159050630233,10,0
4,8,8,256,634,1,2,0.96256,94.6775172226499,10,0
1,32,128,64,32,20,2,0.53248,89.47403109381823,10,0
8,16,512,256,1018,1,2,2.097152,46.29784077803428,10,0
16,64,16,1024,8,118,4,1.432256,70.10258237700486,10,0
8,1,256,8,388,1,2,4.450304,53.89282389672001,10,0
8,2,64,32,4,250,4,4.230368,116.46987009745558,10,0
4,2,16,8,4,228,4,14.589856,81.9586464329761,10,0
4,1,1024,2,4,214,2,2.292576,92.82069955018268,10,0
2,1,64,512,112,2,4,0.56384,92.15940470602484,10,0
32,16,128,512,562,1,2,0.23696,88.2414877768085,10,0
2,1,2,2,668,1,2,181.389792,66.33830074278002,10,0
64,1,1024,128,44,18,2,0.15616,40.411288100805,10,0
2,1,32,32,2,44,2,2.63152,68.13301608437283,10,0
4,2,512,128,54,2,2,0.257344,84.18325093341322,10,0
64,1,64,8,560,1,2,1.41056,94.87167267001476,10,0
2,4,256,256,10,20,2,0.233472,65.069130437676,10,0
2,2,2,2,24,20,2,111.8496,36.721238544947546,10,0
1,8,512,128,286,2,2,2.187072,98.2925235770108,10,0
256,2,1024,2,4,188,4,40.134592,82.36917037795666,10,0
1,2,16,64,886,1,2,6.571904,129.24224732720853,10,0
1,256,8,512,6,82,2,0.589824,91.41841404878956,10,0
16,8,16,256,598,1,2,0.624288,87.55100952463538,10,0
128,4,128,64,60,14,2,0.6656,62.64136095012533,10,0
2,1,512,128,46,2,2,0.836192,38.23478117525298,10,0
16,4,64,8,2,356,2,24.685536,57.0296734361292,10,0
1,2,2,32,38,14,2,6.472352,82.52812898730176,10,0
4,64,512,64,84,4,2,1.925856,100.5880659116652,10,0
4,64,4,128,2,272,2,7.4384,30.06862271800001,10,0
1,8,16,8,18,4,2,6.602304,81.6837710400667,10,0
32,2,256,8,106,2,2,0.885824,89.22970217574469,10,0
1,1,64,2,8,6,2,4.86944,58.80303574175712,10,0
4,256,512,256,20,16,2,0.19456,88.49220104493078,10,0
2,1,32,1024,48,4,2,0.602112,84.18265363109113,10,0
16,1,128,1024,820,1,4,0.663968,66.92500433169599,10,0
4,1,64,16,40,22,2,0.851616,64.72829051913236,10,0
2,4,1024,64,520,1,4,4.218624,84.7759480328682,10,0
1,32,32,32,872,1,4,129.4888,42.62852283571114,10,0
1,2,16,64,1010,1,2,8.206272,59.35343766026652,10,0
8,8,64,8,48,18,2,1.718528,77.46318961691034,10,0
1,16,1,16,8,72,2,24.889344,78.48749381341665,10,0
8,64,64,512,2,300,2,0.757152,42.05576179319627,10,0
64,1,256,256,26,28,2,0.38592,58.45037056840291,10,0
2,1,2,2,64,8,4,92.75136,61.26635239575584,10,0
16,8,32,512,72,10,4,0.118816,73.89354811385826,10,0
64,8,64,8,8,116,2,23.5072,56.094997271022,10,0
1,256,8,1024,20,32,4,0.61776,42.821556159503984,10,0
2,1,16,512,10,30,2,1.21456,67.27561858632261,10,0
32,16,32,256,4,66,2,2.219552,71.55527837403858,10,0
128,4,128,128,940,1,4,0.283616,85.627878242002,10,0
32,32,128,256,458,1,2,0.650688,89.39037704737504,10,0
4,4,32,8,156,2,4,4.442112,57.2390186222481,10,0
64,16,512,512,208,1,4,0.167392,83.98637420148864,10,0
4,8,1024,64,160,2,2,1.253376,90.6821995839008,10,0
64,16,1024,64,70,2,2,0.268608,63.80567143886256,10,0
1,1,16,128,64,14,2,1.583936,65.06698372333953,10,0
1,1,16,4,432,1,2,47.893248,55.93888706154866,10,0
1,128,8,512,80,1,4,4.635872,66.93766487106105,10,0
1,64,256,128,772,1,2,53.608448,79.87299509749032,10,0
16,4,256,16,836,1,2,3.464192,54.90816102764656,10,0
8,4,8,4,156,1,4,23.741376,80.12565523338075,10,0
4,8,64,8,292,2,4,8.667616,79.09740197871324,10,0
256,2,256,2,824,1,4,10.356768,66.26943820883032,10,0
64,8,64,32,288,1,4,3.0488,79.20496468372038,10,0
8,1,8,512,446,2,2,1.117856,75.42562159985921,10,0
4,8,128,128,40,6,2,0.145984,39.365268999624,10,0
8,1,64,1,32,32,2,12.057312,52.29539642277704,10,0
32,32,512,64,964,1,2,3.534816,80.85302799089693,10,0
16,8,32,32,126,8,2,1.08992,87.87265725503356,10,0
1,32,4,128,482,2,2,12.321728,65.17609341626584,10,0
8,4,64,512,316,2,4,0.258112,40.298118838839976,10,0
2,32,8,256,944,1,2,13.201152,57.55364436975432,10,0
1,2,1,2,12,12,2,211.3576,67.29446418610593,10,0
2,8,64,32,284,2,2,6.20928,60.13501657487991,10,0
4,8,128,16,380,2,2,8.122368,74.25267784812505,10,0
2,16,4,512,2,312,2,5.636096,118.88229206930578,10,0
64,2,128,32,2,24,2,8.976512,31.32515244647508,10,0
4,256,1024,1024,408,1,2,4.898944,84.4373256135324,10,0
4,1,4,16,60,12,4,5.069504,125.93291938803684,10,0
1,64,32,512,146,2,2,1.94688,102.25786006390342,10,0
256,2,512,512,104,2,4,0.136928,84.89840335457266,10,0
128,1,128,128,2,382,2,135.818176,84.65115457777306,10,0
32,8,256,32,1008,1,2,1.693696,94.05504259682252,10,0
8,1,128,2,20,16,2,4.431872,52.38234309651101,10,0
16,4,32,128,590,1,2,0.299008,86.59739326572883,10,0
8,2,16,2,4,88,4,70.816704,87.832729376145,10,0
32,16,512,64,14,8,2,0.336096,39.07257974859387,10,0
8,1,128,32,4,118,4,2.68736,77.40380107846305,10,0
2,32,128,128,20,16,2,0.152704,86.52255548471267,10,0
2,4,128,8,830,1,2,59.658624,33.576100365204375,10,0
2,32,64,1024,28,28,2,0.260128,59.218129507124914,10,0
256,1,256,4,916,1,4,2.854912,75.90429766485559,10,0
128,1,256,128,916,1,4,0.222816,88.57711623435038,10,0
16,4,16,64,104,2,2,2.123776,93.88449785043794,10,0
2,4,16,1024,34,28,2,0.299328,83.78363381542005,10,0
8,8,128,64,896,1,4,2.480544,98.09047442971864,10,0
64,8,256,8,916,1,4,4.276224,118.65213092444532,10,0
16,32,16,128,96,6,2,1.691008,95.03474432589012,10,0
2,32,16,1024,104,6,2,0.232032,81.63177334683051,10,0
2,32,512,1024,30,28,2,0.081728,91.67400725687888,10,0
2,32,512,128,28,6,2,0.484352,65.65659397881255,10,0
128,1,256,128,168,1,4,0.229376,69.10871581870911,10,0
16,4,128,8,120,1,4,2.729536,79.84669055321021,10,0
8,8,512,128,188,2,4,0.239616,79.0560476280867,10,0
64,8,128,128,896,1,4,0.423616,78.86336718775705,10,0
4,32,512,1024,28,28,2,0.164256,58.99682664855002,10,0
16,32,512,128,98,6,2,0.241664,61.5270654524054,10,0
16,1,256,128,916,1,2,1.233024,60.97065635012053,10,0
64,8,64,8,188,2,4,7.399648,59.79442953693948,10,0
128,2,128,128,896,1,4,0.311584,67.02114972102905,10,0
2,4,512,1024,28,28,2,0.344064,60.7712146709081,10,0
256,1,256,128,160,1,4,0.246496,64.22043944681977,10,0
16,4,512,128,28,28,2,0.077824,58.0364248058677,10,0
64,8,128,8,188,1,4,5.093184,86.88507277677178,10,0
16,4,16,128,102,6,2,0.490816,87.98151127433253,10,0
16,1,16,128,938,1,2,1.244544,93.96067107855993,10,0
8,4,128,64,104,6,4,0.172832,63.57407106129788,10,0
16,8,16,128,188,2,2,1.222656,68.18683066464864,10,0
16,4,16,128,28,6,2,0.655872,61.58856866404258,10,0
2,32,512,1024,22,28,2,0.12,61.08684405613634,10,0
2,1,512,128,938,1,2,9.013248,56.11290041045211,10,0
16,4,16,1024,42,2,2,0.206848,58.87407441575087,10,0
4,1,128,128,896,1,4,3.00016,77.07778884521429,10,0
64,8,128,8,944,1,4,4.314592,116.5932907851165,10,0
16,4,512,128,102,10,2,0.094208,82.53276315315182,10,0
16,4,16,1024,104,1,2,0.18448,85.7755254365246,10,0
16,32,16,128,28,6,2,2.300288,64.21550063957213,10,0
16,32,16,1024,96,6,2,0.25488,71.19818531635785,10,0
128,8,128,128,896,1,4,0.758752,95.05041895773526,10,0
256,4,256,128,104,1,4,0.723456,69.6969315176947,10,0
2,64,16,1024,104,6,2,0.471904,61.534497736361935,10,0
16,2,256,128,916,1,2,0.883168,65.0237673777552,10,0
2,32,512,1024,28,22,2,0.258944,61.021820573301326,10,0
8,1,128,64,916,1,4,1.69392,68.97016771519863,10,0
64,1,256,8,160,1,4,0.711392,74.44761285507761,10,0
2,4,512,1024,28,28,4,0.306304,69.81693570855872,10,0
128,1,256,128,916,1,2,0.282112,62.36777099515539,10,0
8,4,128,128,102,2,2,0.229568,62.29463792070887,10,0
8,8,64,8,892,1,4,18.954944,54.46129190550729,10,0
2,32,16,1024,76,6,4,0.34416,68.0377909982569,10,0
4,8,128,128,896,1,4,2.424832,79.66216753017491,10,0
2,4,16,1024,104,1,4,0.39248,93.57798331569592,10,0
8,8,64,64,888,1,4,2.469888,103.32269747301658,10,0
16,4,16,1024,104,6,2,0.112576,86.85767910514201,10,0
8,64,512,64,32,22,4,0.176032,90.54308751929992,10,0
2,4,512,128,28,2,2,0.568928,60.74601096486039,10,0
8,8,64,128,188,2,4,0.272384,71.2085524708087,10,0
16,16,16,128,190,4,2,1.363808,62.20460207352325,10,0
2,4,64,64,96,4,4,0.438272,64.1343814197599,10,0
8,8,256,64,232,1,4,0.84672,67.13117192418594,10,0
128,8,512,128,188,1,4,0.307616,71.76682154752274,10,0
256,4,256,4,796,1,4,10.277664,34.54758740538262,10,0
128,8,128,8,756,1,4,9.697568,32.63414750769415,10,0
8,32,16,256,924,1,2,3.687168,53.25309114555958,10,0
256,4,1024,8,6,138,2,6.592512,118.46758068947004,10,0
4,1,4,16,500,1,4,6.759392,72.60387780116197,10,0
4,1,32,512,146,2,2,0.481344,82.73640673811026,10,0
32,1,1024,64,6,138,2,1.773888,66.21220897330309,10,0
8,8,16,8,210,2,2,18.16768,55.50156367782463,10,0
8,8,16,512,894,1,2,0.78496,64.82751176720485,10,0
4,1,32,512,276,2,2,1.134464,66.50946453384805,10,0
1,32,16,256,752,1,2,18.921472,55.94392007691669,10,0
8,8,32,512,130,2,2,0.185696,57.277955139457866,10,0
1,8,16,8,738,1,2,137.53488,59.32479489188508,10,0
4,1,32,64,404,1,2,0.874496,77.904568075958,10,0
8,8,16,64,934,1,2,3.6648,88.46825469838711,10,0
8,1,1024,64,428,1,4,0.433216,84.61134515486991,10,0
4,1,4,16,148,1,4,5.443008,117.90277259652288,10,0
256,4,1024,64,404,1,4,0.20672,89.9638661927009,10,0
4,1,32,512,854,1,2,3.772608,98.47648121078764,10,0
4,1,32,8,170,2,2,3.818656,102.70831721593476,10,0
4,1,4,16,124,6,4,5.545888,119.9470583261027,10,0
4,1,1024,64,404,1,4,0.786432,96.44324970856248,10,0
8,4,1024,8,934,1,2,13.349696,71.6187250316466,10,0
4,1,16,8,934,1,2,20.109568,58.35730065490837,10,0
8,8,1024,64,904,1,4,2.55968,75.07395978764566,10,0
4,1,32,512,760,1,2,2.772928,76.54646431158277,10,0
256,4,1024,64,392,2,2,0.157696,68.25911306974939,10,0
4,8,16,16,906,1,2,28.314048,56.23045272345028,10,0
1,32,16,256,98,2,2,1.923616,67.85525547517265,10,0
4,1,1024,512,404,1,2,1.036288,69.91184994794705,10,0
1,32,32,256,272,2,2,5.009152,83.56264251548427,10,0
8,8,1024,8,888,1,4,13.90688,74.53330109723665,10,0
32,8,1024,64,710,1,2,0.64128,87.29880282500005,10,0
32,2,1024,16,96,4,4,0.295072,68.8984650605365,10,0
4,1,4,16,222,2,2,17.283072,48.844070345195576,10,0
256,1,1024,64,404,1,4,0.215552,66.98151873634878,10,0
8,8,16,16,906,1,2,13.879296,52.804087461175065,10,0
4,1,4,16,40,6,4,8.28416,55.78275948575238,10,0
4,1,16,512,858,1,2,3.768256,78.32298452276724,10,0
1,32,16,64,928,1,2,63.983616,74.43707386415052,10,0
128,4,1024,16,162,4,2,0.173056,82.87294939073797,10,0
256,4,1024,32,6,10,2,3.164192,77.82225132478845,10,0
4,1,1024,16,124,6,4,0.710656,97.40174707280056,10,0
4,4,32,256,130,2,2,0.250304,83.59494384218515,10,0
4,8,16,512,894,1,2,1.77152,68.05243263536616,10,0
32,1,1024,64,6,136,2,1.498464,73.7398551146547,10,0
4,1,1024,512,276,2,2,1.267712,70.00860791105771,10,0
4,8,16,256,906,1,2,1.817184,67.52830226051542,10,0
8,1,1024,64,404,2,4,1.129088,68.55047226362026,10,0
4,1,32,1024,854,1,2,3.661824,79.75987854644997,10,0
32,1,1024,8,172,2,2,0.674336,87.61063541420914,10,0
2,8,32,256,6,130,2,0.401856,84.3609858050182,10,0
2,1,1024,64,200,4,4,1.646976,72.79770374476144,10,0
4,1,4,64,144,4,4,2.1648,73.95145633650415,10,0
8,16,16,64,752,1,2,5.889984,79.4440896733436,10,0
1,32,16,256,768,1,2,13.448096,68.49870960630001,10,0
1,32,32,256,830,1,2,14.417568,77.54821438065827,10,0
4,1,4,512,4,8,2,1.959136,68.55326928525808,10,0
1,64,32,256,8,96,2,0.246464,64.36020426927294,10,0
256,1,1024,64,824,1,2,0.212992,64.54192522258424,10,0
2,32,32,64,732,1,4,30.58,57.56267313697003,10,0
256,1,512,64,6,156,2,14.1824,54.9224175514618,10,0
8,1,1024,256,82,1,2,0.2808,63.995277069200974,10,0
4,1,1024,64,8,30,4,0.36864,67.3890951156407,10,0
1,4,8,8,928,1,2,111.764192,59.97506182592108,10,0
4,1,4,16,8,6,4,10.344896,73.19354464704547,10,0
4,16,8,16,424,1,4,27.022272,85.3445657302871,10,0
32,16,512,1024,354,1,2,0.169984,40.95219514550811,10,0
64,16,512,1024,376,1,2,0.159712,59.69467416530842,10,0
64,16,512,512,354,1,2,0.20256,63.86872701616698,10,0
64,16,512,1024,318,1,2,0.19728,61.74458159712855,10,0
64,16,512,1024,396,1,2,0.192128,60.53155373365946,10,0
64,16,512,1024,306,1,2,0.189696,60.36318534053455,10,0
64,16,512,1024,374,1,2,0.159968,61.07617405925871,10,0
64,16,512,1024,382,1,2,0.176448,61.86911374111432,10,0
64,16,1024,1024,354,1,2,0.169984,60.15946632065752,10,0
64,16,512,1024,314,1,2,0.19216,59.9357866531551,10,0
64,16,512,1024,462,1,2,0.19456,60.80839733599683,10,0
16,16,512,1024,424,1,2,0.196352,67.12365669679818,10,0
64,16,512,1024,344,1,2,0.157696,61.176449406654136,10,0
64,16,256,1024,354,1,2,0.157696,62.55503199345478,10,0
64,8,512,1024,354,1,2,0.117216,59.34539139327198,10,0
64,16,512,1024,392,1,2,0.188416,59.498329495850975,10,0
32,16,512,1024,330,1,2,0.174304,58.75221733682967,10,0
64,16,512,1024,328,1,2,0.200704,64.28489834671943,10,0
64,16,512,1024,332,1,2,0.2016,64.19686940412831,10,0
64,16,512,1024,388,1,2,0.188256,57.63401624893173,10,0
64,16,512,1024,268,1,2,0.185472,64.77983253355042,10,0
64,16,512,1024,386,1,2,0.186368,55.25496816777202,10,0
64,16,512,1024,416,1,2,0.192512,62.9710774302145,10,0
64,16,512,1024,368,1,2,0.159744,59.31284108347523,10,0
64,16,512,1024,360,1,2,0.159904,54.889377944809205,10,0
64,16,512,256,278,1,2,0.185536,60.355397615977424,10,0
64,16,512,1024,362,1,2,0.159936,61.605148971884056,10,0
64,16,512,1024,336,1,2,0.200704,61.34231928350551,10,0
64,16,512,1024,390,1,2,0.188192,62.37730284265233,10,0
64,16,512,1024,366,1,2,0.159744,62.02763962728212,10,0
64,16,512,1024,448,1,2,0.193728,62.13665535775272,10,0
64,16,512,1024,348,1,2,0.15728,61.39991867148142,10,0
64,16,512,1024,368,2,2,0.13392,60.52633559385944,10,0
64,16,512,1024,394,1,2,0.188416,62.966437420039455,10,0
64,16,512,1024,340,1,2,0.157088,66.40858636759819,10,0
64,16,512,1024,454,1,2,0.192512,60.66304511924996,10,0
64,16,512,1024,316,1,2,0.185984,63.90405651024572,10,0
64,16,1024,1024,372,1,2,0.170496,62.30960132059349,10,0
64,16,512,1024,312,1,2,0.1912,58.09548002599753,10,0
32,16,512,1024,376,1,2,0.168704,58.81086544274935,10,0
64,16,512,1024,384,1,2,0.178176,64.69942428309095,10,0
64,16,512,256,354,2,2,0.167296,62.723405273103225,10,0
64,16,512,1024,398,1,2,0.192064,63.56113113534624,10,0
32,32,512,1024,354,1,2,0.289984,66.8813100568908,10,0
64,16,512,512,334,1,2,0.2048,60.58579311882438,10,0
64,16,512,1024,446,1,2,0.192512,59.70459975316626,10,0
64,16,1024,1024,360,1,2,0.169984,59.09430598041028,10,0
64,16,512,1024,270,1,2,0.18464,59.616533023451126,10,0
64,16,512,1024,380,1,2,0.15808,63.4360174040758,10,0
64,16,512,1024,186,1,2,0.228864,64.19987082343206,10,0
16,8,512,1024,354,1,2,0.161792,61.76211364758677,10,0
64,16,512,1024,350,1,2,0.159744,62.00659703808461,10,0
64,16,512,1024,330,1,2,0.201184,60.8675861140167,10,0
64,16,512,1024,240,1,2,0.200128,66.00705270293336,10,0
64,16,512,1024,418,1,2,0.192864,60.81439774749029,10,0
64,16,512,1024,300,1,2,0.190464,62.5050202615596,10,0
64,16,512,1024,440,1,2,0.193984,60.99555118476248,10,0
32,16,512,1024,384,1,2,0.172096,63.2334230334457,10,0
64,16,256,1024,372,1,2,0.157856,56.00150701641729,10,0
64,16,512,1024,674,1,2,0.186368,62.89180985410631,10,0
64,8,512,1024,354,2,2,0.097632,62.55338541600256,10,0
64,16,512,1024,170,6,2,0.0896,62.20833604123629,10,0
64,16,512,1024,354,2,2,0.133888,59.12547954818449,10,0
32,2,64,4,6,170,2,29.794464,28.473659874058995,10,0
4,4,64,4,6,170,2,5.111136,80.2732287850683,10,0
1,2,2,4,8,124,4,36.240608,75.44267161031568,10,0
4,8,64,64,72,2,4,0.431488,90.23787675605595,10,0
4,4,64,4,36,14,4,2.394592,71.78559444536121,10,0
