chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,omp_proc_bind,permutation,hostname,compute_time,compute_times,Timestamps,Feasibility,energy
1024,16,4,8,10,1,0,0,0,"(2, 1, 3, 0, 4)",hpclab63.idi.ntnu.no,10.0214135,"[9.970444, 10.017226, 9.837035, 10.026434, 9.819247, 10.059194, 9.827606, 10.107212, 10.019776, 10.018684]",1702760044947,True,0.23135700000002543
256,8,4,64,8,0,0,1,0,"(3, 2, 1, 0, 4)",hpclab63.idi.ntnu.no,9.96242,"[9.890895, 9.763578, 9.754997, 9.759097, 9.950496, 9.951674, 9.955574, 9.956414, 9.969896, 9.956675]",1702760046076,True,0.23689729999987322
8,8,32,128,10,1,0,1,0,"(0, 3, 2, 1, 4)",hpclab63.idi.ntnu.no,3.716756,"[3.822579, 3.75745, 3.73278, 3.70445, 3.724011, 3.709411, 3.72065, 3.724881, 3.689721, 3.70678]",1702760046879,True,0.14736789999988104
256,4,32,128,14,1,0,1,0,"(2, 3, 1, 0, 4)",hpclab63.idi.ntnu.no,76.68939,"[76.810472, 76.656065, 77.281317, 76.270729, 76.734344, 77.438545, 76.975512, 76.349407, 76.429328, 76.501637]",1702760051348,True,1.7252083000001222
1024,4,2,4,4,2,1,1,0,"(0, 3, 2, 1, 4)",hpclab63.idi.ntnu.no,5.2403255,"[5.66859, 5.352414, 5.328933, 5.273664, 5.236456, 5.233015, 5.239365, 5.215546, 5.241286, 5.217635]",1702760052247,True,0.1568186999998943
8,32,8,128,16,1,0,1,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,4.8242295,"[4.892888, 4.81641, 4.798439, 4.858459, 4.827731, 4.851839, 4.830009, 4.797681, 4.862878, 4.831869]",1702760053084,True,0.19939920000015263
256,16,2,2,4,2,0,0,0,"(2, 0, 1, 3, 4)",hpclab19.idi.ntnu.no,9.3170735,"[10.208785, 9.288653, 9.311123, 9.358713, 9.326244, 9.291794, 9.307943, 9.317684, 9.318483, 9.314913]",1702760054173,True,0.2746684000005189
8,16,32,2,10,0,1,0,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,11.961373,"[12.367979, 12.142247, 12.071897, 11.767587, 11.747256, 11.583297, 11.886647, 11.532917, 11.975777, 12.150698]",1702760055409,True,0.441473400000541
1024,4,8,2,6,1,1,0,0,"(1, 2, 3, 0, 4)",hpclab19.idi.ntnu.no,19.702769,"[19.808978, 19.676499, 19.678178, 19.73092, 19.688019, 19.702988, 19.664428, 19.669679, 19.726918, 19.75128]",1702760057033,True,0.5012436000004528
16,2,2,1,12,1,0,1,0,"(1, 2, 3, 0, 4)",hpclab19.idi.ntnu.no,4.8426875,"[4.976197, 4.849798, 4.833646, 4.930988, 4.899847, 4.884417, 4.840466, 4.853668, 4.857077, 4.876507]",1702760057910,True,0.13657590000002529
4,4,32,4,16,0,1,0,0,"(1, 3, 2, 0, 4)",hpclab19.idi.ntnu.no,78.2458585,"[77.903822, 78.362434, 78.138693, 78.349524, 78.356463, 78.006934, 78.986344, 78.056822, 78.295704, 78.226203]",1702760062447,True,1.8001799999998185
512,8,16,8,2,1,1,1,0,"(2, 3, 1, 0, 4)",hpclab19.idi.ntnu.no,38.4359855,"[38.696045, 38.372055, 38.912658, 38.353815, 38.560895, 38.377577, 38.365765, 38.213505, 38.330726, 38.548895]",1702760065007,True,0.8979913000002853
1024,32,4,256,2,1,1,0,0,"(0, 3, 1, 2, 4)",hpclab19.idi.ntnu.no,7.00026,"[7.2462, 7.094371, 7.09941, 6.998959, 6.99247, 7.004551, 6.98274, 6.982121, 6.97022, 6.932349]",1702760066017,True,0.18722490000000108
16,4,16,8,16,1,0,0,0,"(2, 0, 1, 3, 4)",hpclab19.idi.ntnu.no,2.4979785000000003,"[3.459444, 2.587494, 2.495434, 2.477874, 2.482423, 2.499963, 2.495994, 2.504204, 2.537455, 2.473373]",1702760066754,True,0.10269550000011804
8,2,4,64,8,1,1,0,0,"(3, 1, 2, 0, 4)",hpclab19.idi.ntnu.no,9.805614,"[9.873364, 9.792024, 9.779024, 9.857304, 9.774674, 9.799414, 9.811814, 9.843435, 9.758895, 9.812573]",1702760067878,True,0.266801399999531
256,4,8,256,14,0,1,1,0,"(1, 0, 3, 2, 4)",hpclab19.idi.ntnu.no,9.1652485,"[9.791184, 9.170393, 9.161203, 9.216864, 9.209042, 9.180324, 9.149904, 9.234213, 9.198703, 9.179533]",1702760068979,True,0.2838522000005469
8,2,16,16,2,1,1,1,0,"(1, 0, 2, 3, 4)",hpclab61.idi.ntnu.no,17.212823,"[23.195118, 18.874894, 18.074394, 17.604015, 17.461652, 16.963994, 16.876422, 16.605594, 16.483744, 16.456482]",1702760054588,True,0.4441619000000173
128,2,4,256,14,1,1,0,0,"(1, 3, 0, 2, 4)",hpclab61.idi.ntnu.no,10.1921625,"[10.110748, 9.962769, 10.162737, 9.975657, 10.209189, 10.204538, 10.170068, 10.194308, 10.205757, 10.30705]",1702760055743,True,0.25849950000001626
256,8,32,16,4,1,1,1,0,"(3, 0, 1, 2, 4)",hpclab61.idi.ntnu.no,79.984673,"[80.265033, 80.117313, 80.178043, 80.143393, 80.158042, 80.272843, 80.156483, 80.209023, 80.166782, 80.134042]",1702760060380,True,2.0306657999999516
4,32,4,64,16,2,0,0,0,"(0, 1, 2, 3, 4)",hpclab61.idi.ntnu.no,15.258452,"[14.31222, 15.068972, 15.831772, 12.859951, 12.162499, 10.612359, 14.52207, 10.59888, 10.738368, 10.687937]",1702760061684,True,0.4687699999999495
128,32,2,64,12,2,1,1,0,"(0, 2, 3, 1, 4)",hpclab61.idi.ntnu.no,1.9828715,"[1.943611, 1.787021, 1.746602, 1.949701, 2.120142, 1.783081, 2.191312, 2.054831, 2.191832, 2.016042]",1702760062409,True,0.0719628000000739
32,32,16,128,10,2,1,0,0,"(1, 0, 3, 2, 4)",hpclab61.idi.ntnu.no,4.4954635,"[4.403404, 4.911223, 5.392344, 4.803884, 4.239283, 4.883535, 4.784474, 4.128713, 4.859703, 4.163243]",1702760063260,True,0.15662339999998948
2,32,4,256,10,1,1,1,0,"(3, 0, 1, 2, 4)",hpclab61.idi.ntnu.no,158.87543449999998,"[158.995115, 158.400194, 159.284813, 158.291864, 158.635615, 159.446405, 159.602885, 158.053732, 159.599545, 158.755754]",1702760071815,True,4.056694800000059
128,16,2,128,10,2,0,1,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,2.1972215000000004,"[3.620943, 2.715242, 2.087383, 2.266562, 2.177222, 2.077591, 2.204412, 1.839291, 2.142092, 2.063291]",1702760072564,True,0.0856934999999794
2,4,32,8,12,1,0,1,0,"(2, 0, 1, 3, 4)",hpclab61.idi.ntnu.no,6.4494295,"[7.607335, 6.453896, 6.447405, 6.466795, 6.441944, 6.437955, 6.464186, 6.465204, 6.473405, 6.438735]",1702760073482,True,0.2458827000000383
128,32,16,8,4,2,0,1,0,"(2, 0, 1, 3, 4)",hpclab61.idi.ntnu.no,9.618283,"[13.095261, 10.127628, 9.554637, 9.462189, 9.495616, 9.487356, 9.386319, 9.337857, 9.348056, 9.328909]",1702760074588,True,0.28235840000015744
16,4,2,128,6,1,0,0,0,"(1, 3, 0, 2, 4)",hpclab62.idi.ntnu.no,5.00173,"[5.107941, 5.00314, 4.94722, 4.953702, 5.00032, 4.99541, 5.047261, 5.760129, 5.04758, 4.987251]",1702760053988,True,0.1387456000004022
32,2,2,1,16,2,0,1,0,"(2, 0, 1, 3, 4)",hpclab62.idi.ntnu.no,2.325726,"[4.239941, 2.912384, 2.456746, 2.387266, 2.308636, 2.236185, 2.358715, 2.320025, 2.280636, 2.258876]",1702760054725,True,0.09843089999994845
16,2,32,256,2,1,0,0,0,"(0, 3, 2, 1, 4)",hpclab62.idi.ntnu.no,12.8912405,"[12.888726, 12.927536, 12.870724, 12.899166, 12.853276, 12.860937, 12.843186, 12.841665, 12.863606, 12.875436]",1702760056009,True,0.3420232999997097
2,16,16,16,12,2,1,0,0,"(0, 1, 2, 3, 4)",hpclab62.idi.ntnu.no,30.5623175,"[29.766363, 30.492022, 30.865612, 33.373547, 30.031874, 29.891973, 31.566321, 30.88602, 30.069654, 30.237313]",1702760058147,True,0.8698570000000473
512,8,2,1,8,2,1,1,0,"(0, 3, 1, 2, 4)",hpclab62.idi.ntnu.no,1.8746815,"[2.841134, 2.403395, 2.273616, 2.077397, 1.968416, 1.910576, 1.893796, 1.863306, 1.861977, 1.835887]",1702760058891,True,0.08069810000015423
8,2,32,64,12,1,1,1,0,"(2, 0, 1, 3, 4)",hpclab62.idi.ntnu.no,2.2439455,"[3.177024, 2.352555, 2.250886, 2.239316, 2.265165, 2.246007, 2.244836, 2.235405, 2.243066, 2.231365]",1702760059611,True,0.09217199999984586
64,2,8,128,12,1,1,0,0,"(2, 3, 1, 0, 4)",hpclab62.idi.ntnu.no,17.925181000000002,"[18.031667, 17.816925, 17.846537, 17.917406, 17.965536, 17.912805, 17.920976, 17.902076, 17.944856, 17.899116]",1702760061141,True,0.4217311000000336
64,16,4,1,10,0,1,1,0,"(2, 0, 1, 3, 4)",hpclab62.idi.ntnu.no,4.928291,"[5.877499, 5.033311, 4.95805, 4.96009, 4.935501, 4.908971, 4.90714, 4.91579, 4.890171, 4.866631]",1702760061994,True,0.17113370000006398
32,8,32,16,2,2,0,1,0,"(1, 3, 0, 2, 4)",hpclab62.idi.ntnu.no,76.6062995,"[76.642834, 76.937615, 75.851806, 76.057246, 76.651684, 76.223586, 77.281203, 76.737985, 77.322793, 75.788506]",1702760066468,True,1.6972891999997954
16,16,8,128,4,2,1,0,0,"(0, 3, 2, 1, 4)",hpclab62.idi.ntnu.no,5.53291,"[5.698469, 5.56779, 5.540759, 5.50891, 5.48559, 5.533449, 5.52229, 5.52253, 5.529049, 5.49188]",1702760067367,True,0.15735270000004675
128,8,16,1,16,0,0,0,0,"(2, 0, 1, 3, 4)",hpclab63.idi.ntnu.no,2.4138445,"[3.427204, 2.685722, 2.514723, 2.429184, 2.286826, 2.348326, 2.306896, 2.331525, 2.313085, 2.299085]",1702760053820,True,0.09775040000004083
128,2,2,8,4,1,1,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,6.312779,"[6.805158, 6.316745, 6.287763, 6.271163, 6.282665, 6.260823, 6.289744, 6.315044, 6.290253, 6.301695]",1702760054771,True,0.20221740000015415
16,4,32,256,14,2,1,1,0,"(2, 3, 0, 1, 4)",hpclab63.idi.ntnu.no,80.2191865,"[80.449044, 80.03441, 79.909151, 81.947157, 80.375206, 80.195736, 80.242637, 79.99053, 81.307205, 79.882061]",1702760059443,True,1.833354000000145
4,32,4,256,6,0,0,1,0,"(3, 0, 1, 2, 4)",hpclab63.idi.ntnu.no,79.5364055,"[79.922939, 78.929671, 79.325546, 79.561025, 79.012571, 79.240387, 79.248907, 79.306567, 79.615564, 79.307556]",1702760064030,True,1.791853699999956
512,4,4,1,14,2,1,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,4.204750499999999,"[4.660071, 4.228125, 4.186427, 4.214146, 4.221195, 4.179026, 4.229766, 4.158767, 4.225465, 4.202386]",1702760064869,True,0.15834599999998317
512,8,8,16,4,0,1,1,0,"(2, 0, 3, 1, 4)",hpclab63.idi.ntnu.no,6.108717,"[6.210885, 6.104486, 6.099916, 6.098587, 6.110595, 6.113285, 6.097767, 6.126805, 6.104065, 6.103577]",1702760065788,True,0.16318429999992076
2,32,16,8,2,2,1,0,0,"(0, 1, 3, 2, 4)",hpclab63.idi.ntnu.no,143.3139445,"[142.976748, 142.490713, 143.72318, 143.943188, 144.112646, 143.598501, 144.156935, 144.111177, 143.82253, 142.811499]",1702760073571,True,3.516253399999914
512,32,4,8,14,0,0,1,0,"(1, 2, 3, 0, 4)",hpclab63.idi.ntnu.no,10.001985,"[9.941087, 9.823676, 10.004435, 9.808146, 10.003235, 9.797217, 10.023844, 10.000735, 10.012185, 10.007066]",1702760074705,True,0.23340470000002825
256,32,2,16,6,1,1,0,0,"(1, 0, 2, 3, 4)",hpclab63.idi.ntnu.no,2.612017,"[3.545344, 2.635202, 2.592563, 2.615232, 2.620062, 2.608843, 2.581872, 2.615863, 2.612613, 2.602363]",1702760075442,True,0.10530459999990853
256,32,2,256,12,1,1,1,0,"(2, 1, 0, 3, 4)",hpclab63.idi.ntnu.no,12.4793735,"[13.380178, 12.706527, 12.773986, 12.29782, 12.728266, 12.684777, 12.874156, 13.203601, 13.31489, 13.32861]",1702760076666,True,0.3994513999999981
256,2,8,256,4,1,0,1,0,"(0, 2, 3, 1, 4)",hpclab19.idi.ntnu.no,6.54723,"[6.576849, 6.49974, 6.78947, 6.507419, 6.96581, 6.961631, 6.499179, 6.493879, 6.88491, 6.613509]",1702760077631,True,0.1757064999997965
512,4,32,128,6,0,1,0,0,"(0, 3, 2, 1, 4)",hpclab19.idi.ntnu.no,9.163468,"[9.510664, 9.275993, 9.217134, 9.204993, 9.169503, 9.146143, 9.178263, 9.139704, 9.164552, 9.139025]",1702760078723,True,0.28256599999949683
8,8,2,2,4,0,0,1,0,"(2, 3, 1, 0, 4)",hpclab19.idi.ntnu.no,4.924977500000001,"[4.926818, 4.884077, 4.979037, 5.050688, 4.916067, 4.978027, 4.886827, 4.871348, 4.957166, 5.006817]",1702760079598,True,0.12840219999998226
16,8,8,8,8,2,1,1,0,"(3, 1, 0, 2, 4)",hpclab19.idi.ntnu.no,19.141858,"[19.225678, 19.100037, 19.420528, 19.090268, 19.141868, 19.105448, 19.044968, 19.323337, 19.052718, 19.232859]",1702760081201,True,0.447898599999462
64,32,2,32,16,2,1,0,0,"(0, 3, 1, 2, 4)",hpclab19.idi.ntnu.no,1.712322,"[2.921704, 2.212904, 1.872823, 1.864142, 1.666162, 1.706703, 1.503592, 1.540183, 1.507932, 1.618873]",1702760081936,True,0.0731606000001193
128,32,4,2,10,1,1,1,0,"(0, 2, 3, 1, 4)",hpclab19.idi.ntnu.no,1.373722,"[1.834613, 1.465252, 1.380962, 1.390713, 1.371422, 1.353672, 1.373312, 1.362372, 1.352421, 1.374122]",1702760082637,True,0.0518833000001905
512,32,8,8,14,2,0,0,0,"(1, 3, 2, 0, 4)",hpclab19.idi.ntnu.no,19.959809,"[19.888739, 19.818929, 19.770599, 19.915778, 19.89355, 19.908889, 19.964509, 19.967468, 19.969719, 19.974809]",1702760084282,True,0.47429030000057537
64,4,32,2,6,1,1,1,0,"(0, 3, 2, 1, 4)",hpclab19.idi.ntnu.no,7.990515999999999,"[8.175053, 7.986741, 7.914661, 7.960102, 7.984601, 7.971653, 7.994291, 8.077712, 8.085111, 8.054533]",1702760085315,True,0.2668029000000388
16,16,16,1,16,2,0,0,0,"(1, 2, 0, 3, 4)",hpclab19.idi.ntnu.no,5.139722,"[6.509279, 5.191618, 5.086207, 5.135819, 5.082256, 5.087078, 5.161756, 5.084768, 5.135927, 5.126898]",1702760086178,True,0.15425079999986338
64,32,2,256,4,1,0,0,0,"(1, 3, 2, 0, 4)",hpclab19.idi.ntnu.no,4.7999315,"[4.889408, 4.818906, 4.761198, 4.790066, 4.810337, 4.805727, 4.801386, 4.798477, 4.798257, 4.784208]",1702760087063,True,0.12682449999992967
64,8,2,256,16,2,1,1,0,"(2, 3, 1, 0, 4)",hpclab61.idi.ntnu.no,5.0226985,"[5.094245, 4.972824, 4.955823, 5.057024, 4.949534, 5.006123, 4.945195, 4.981543, 4.951024, 4.968573]",1702760077567,True,0.13694669999986217
32,4,8,16,2,2,0,0,0,"(0, 3, 1, 2, 4)",hpclab61.idi.ntnu.no,8.106021,"[8.163735, 8.179247, 8.076566, 8.125096, 8.061107, 8.155636, 8.103326, 8.115137, 8.134377, 8.101345]",1702760078604,True,0.22249510000001466
256,2,2,8,4,2,0,0,0,"(3, 2, 0, 1, 4)",hpclab61.idi.ntnu.no,5.128999,"[5.244783, 5.151464, 5.130084, 5.127515, 5.129854, 5.130094, 5.126633, 5.127894, 5.129964, 5.125905]",1702760079496,True,0.14861140000011802
16,4,2,64,16,0,1,0,0,"(0, 2, 3, 1, 4)",hpclab61.idi.ntnu.no,1.1883755,"[2.127272, 1.421301, 1.234531, 1.180571, 1.164501, 1.15886, 1.148652, 1.133911, 1.130321, 1.151761]",1702760080179,True,0.05642410000000382
128,16,8,2,10,0,0,1,0,"(1, 0, 3, 2, 4)",hpclab61.idi.ntnu.no,2.813167,"[3.420413, 2.846982, 2.815472, 2.811862, 2.803382, 2.804292, 2.832782, 2.914963, 2.900963, 2.884202]",1702760080949,True,0.10918619999993098
16,16,16,64,12,2,1,1,0,"(2, 3, 0, 1, 4)",hpclab61.idi.ntnu.no,35.775032499999995,"[35.571517, 35.581379, 35.627908, 35.775827, 35.861729, 35.504448, 35.728637, 35.626377, 35.66196, 35.695377]",1702760083365,True,0.9076877000001332
256,8,32,256,2,0,1,0,0,"(2, 1, 0, 3, 4)",hpclab61.idi.ntnu.no,18.7645335,"[22.923408, 17.829884, 17.313403, 17.090284, 17.714003, 18.789075, 19.419236, 19.684796, 19.860644, 19.683796]",1702760084890,True,0.4878273000000263
1024,4,8,4,8,2,1,1,0,"(0, 3, 1, 2, 4)",hpclab61.idi.ntnu.no,4.428888499999999,"[5.330044, 5.209464, 5.050873, 5.137525, 4.495433, 4.390343, 4.421314, 4.351293, 5.073525, 4.410173]",1702760085755,True,0.15726119999999355
64,2,8,128,14,1,0,0,0,"(0, 2, 1, 3, 4)",hpclab61.idi.ntnu.no,1.372986,"[2.057721, 1.420171, 1.338181, 1.411431, 1.329481, 1.378731, 1.433591, 1.252131, 1.327601, 1.327361]",1702760086425,True,0.06172619999997551
64,32,16,32,8,1,0,0,0,"(3, 0, 2, 1, 4)",hpclab61.idi.ntnu.no,40.9830575,"[42.562043, 40.858112, 41.153471, 40.903653, 41.216302, 40.945592, 42.424293, 41.264803, 40.863173, 40.745141]",1702760089115,True,1.037437200000022
1024,32,8,1,8,2,1,1,0,"(0, 2, 1, 3, 4)",hpclab62.idi.ntnu.no,6.3695435,"[7.749914, 6.816188, 6.237458, 6.152469, 6.050899, 6.301097, 5.90744, 5.844268, 5.958098, 5.93725]",1702760077607,True,0.18335839999999734
4,8,8,16,2,2,0,1,0,"(0, 3, 2, 1, 4)",hpclab62.idi.ntnu.no,19.6181975,"[19.482132, 19.513354, 19.374134, 19.427513, 19.585982, 19.483023, 19.539262, 19.441483, 19.356354, 19.511554]",1702760079221,True,0.4543649999999616
256,32,16,256,14,2,1,0,0,"(0, 1, 3, 2, 4)",hpclab62.idi.ntnu.no,5.890548,"[5.06153, 6.087818, 6.079638, 5.83938, 6.055048, 6.12732, 6.052908, 4.861111, 6.124669, 6.427147]",1702760080135,True,0.17612460000018473
8,16,16,2,8,0,1,0,0,"(2, 1, 3, 0, 4)",hpclab62.idi.ntnu.no,80.06621799999999,"[80.283278, 80.231117, 80.059198, 79.35681, 80.229549, 79.662317, 79.955999, 79.49939, 79.360289, 79.256089]",1702760084777,True,1.8944486000000325
16,8,16,2,6,2,0,1,0,"(2, 1, 0, 3, 4)",hpclab62.idi.ntnu.no,6.666477,"[9.359932, 7.173157, 7.369975, 6.972408, 7.035986, 6.736919, 6.900626, 6.935277, 6.622497, 6.599037]",1702760085721,True,0.2013598000005004
16,2,32,16,14,2,0,1,0,"(2, 1, 0, 3, 4)",hpclab62.idi.ntnu.no,5.5360890000000005,"[6.354469, 5.586349, 5.441889, 5.64531, 5.397249, 5.539699, 4.861461, 5.54998, 5.644088, 5.86118]",1702760086600,True,0.17999400000117022
2,8,16,128,6,0,0,0,0,"(3, 0, 1, 2, 4)",hpclab62.idi.ntnu.no,152.71439099999998,"[152.097291, 154.597627, 152.636011, 152.100172, 152.524171, 153.09184, 152.383652, 152.206842, 152.927722, 152.336321]",1702760094937,True,3.4393331999999646
64,16,4,32,14,1,0,0,0,"(3, 0, 1, 2, 4)",hpclab62.idi.ntnu.no,9.931706,"[9.93908, 9.924332, 9.768062, 9.97812, 9.756772, 9.904971, 9.662062, 10.01168, 10.004351, 9.953172]",1702760096064,True,0.22837870000003022
1024,2,32,64,12,0,1,1,0,"(3, 0, 1, 2, 4)",hpclab62.idi.ntnu.no,85.404318,"[85.293259, 85.393848, 85.345488, 85.414788, 85.420488, 85.439888, 85.430129, 85.362979, 85.480088, 85.380918]",1702760100974,True,2.054164699999819
1024,2,32,4,2,1,0,0,0,"(3, 2, 1, 0, 4)",hpclab62.idi.ntnu.no,78.5083815,"[78.5638, 78.445881, 78.399482, 78.488141, 78.463861, 78.556802, 78.57449, 78.471461, 78.515432, 78.46673]",1702760105540,True,1.8145606999998563
32,16,32,16,8,1,0,0,0,"(1, 3, 2, 0, 4)",hpclab63.idi.ntnu.no,77.4275765,"[78.032911, 77.493735, 77.462617, 77.180209, 77.230409, 77.624765, 77.792592, 77.546136, 77.806551, 77.22091]",1702760081191,True,1.7437696000000869
256,4,2,128,8,1,0,1,0,"(2, 3, 1, 0, 4)",hpclab63.idi.ntnu.no,5.0259325,"[5.202495, 4.965368, 5.133817, 5.025017, 5.078846, 4.938359, 5.026848, 5.017356, 5.003187, 5.039757]",1702760082080,True,0.11977989999995771
512,16,8,256,10,1,1,1,0,"(0, 2, 3, 1, 4)",hpclab63.idi.ntnu.no,6.379987,"[7.4565, 6.398993, 6.386553, 6.65837, 6.651192, 6.871577, 6.596532, 6.856168, 6.373063, 6.614472]",1702760083026,True,0.17339350000002013
32,2,8,1,16,1,0,0,0,"(3, 2, 0, 1, 4)",hpclab63.idi.ntnu.no,19.3151865,"[19.268827, 19.04474, 19.538166, 19.301088, 19.354927, 19.183539, 19.316427, 19.184708, 19.306447, 19.426786]",1702760084628,True,0.4385255999999572
2,4,32,256,10,2,0,0,0,"(0, 2, 3, 1, 4)",hpclab63.idi.ntnu.no,11.524309,"[11.607218, 11.408919, 11.460641, 11.45222, 11.39275, 11.541289, 11.611737, 11.683148, 11.429051, 11.378089]",1702760085837,True,0.39715049999995244
512,4,2,128,16,2,0,0,0,"(1, 0, 3, 2, 4)",hpclab63.idi.ntnu.no,6.0525115,"[6.648121, 6.091026, 6.010407, 6.054617, 6.059176, 5.993497, 5.988198, 6.059316, 5.990827, 5.982958]",1702760086769,True,0.20782920000019658
32,8,4,16,12,0,0,0,0,"(2, 3, 1, 0, 4)",hpclab63.idi.ntnu.no,9.0784945,"[9.004274, 8.988816, 8.915915, 8.909867, 9.044454, 8.882627, 9.193212, 9.103895, 8.952746, 8.915067]",1702760087856,True,0.21752570000007837
512,16,32,4,16,0,1,0,0,"(3, 0, 1, 2, 4)",hpclab63.idi.ntnu.no,79.73029199999999,"[79.652542, 79.723624, 79.727002, 79.829262, 79.758632, 79.747482, 79.744623, 79.729211, 79.782692, 79.746092]",1702760092480,True,1.819749899999988
2,32,2,4,14,0,0,0,0,"(3, 2, 1, 0, 4)",hpclab63.idi.ntnu.no,78.553595,"[78.515686, 78.270636, 78.616145, 78.717142, 78.273008, 78.658373, 78.904362, 78.217087, 78.15622, 78.798381]",1702760097023,True,1.7788447999999335
64,32,16,2,14,2,0,1,0,"(2, 0, 3, 1, 4)",hpclab63.idi.ntnu.no,4.999933,"[6.058627, 5.217395, 5.060357, 4.977228, 4.992049, 5.113046, 4.999287, 4.912399, 4.961818, 4.997397]",1702760097894,True,0.16951789999984612
4,2,4,128,2,0,1,1,0,"(1, 3, 2, 0, 4)",hpclab19.idi.ntnu.no,9.632039,"[9.740805, 9.627894, 9.556943, 9.615873, 9.606644, 9.752674, 9.704694, 9.616144, 9.619764, 9.595864]",1702760106675,True,0.23144560000000639
4,32,32,128,12,2,0,1,0,"(1, 2, 3, 0, 4)",hpclab19.idi.ntnu.no,637.73363,"[637.643861, 632.947214, 637.60994, 636.031639, 638.200221, 640.360954, 638.119502, 633.759564, 636.262609, 635.970719]",1702760139210,True,14.558443499999703
8,32,16,2,16,0,1,1,0,"(2, 0, 1, 3, 4)",hpclab19.idi.ntnu.no,12.9767495,"[16.159594, 13.31785, 13.197889, 13.128277, 13.27192, 13.11322, 13.136009, 13.201689, 13.083978, 13.085868]",1702760140483,True,0.48470539999980244
1024,8,8,256,14,1,1,1,0,"(3, 1, 2, 0, 4)",hpclab19.idi.ntnu.no,20.33859,"[20.45521, 20.348189, 20.336541, 20.341919, 20.35394, 20.342329, 20.34293, 20.339951, 20.335419, 20.33795]",1702760142137,True,0.5450172999997449
128,4,4,2,8,2,0,1,0,"(3, 2, 0, 1, 4)",hpclab19.idi.ntnu.no,9.882419,"[9.933355, 9.849124, 9.875615, 10.009305, 9.862754, 9.834955, 9.845674, 9.864954, 9.846765, 9.877074]",1702760143268,True,0.2691495999999461
32,2,4,1,16,1,1,1,0,"(1, 3, 2, 0, 4)",hpclab19.idi.ntnu.no,10.0283645,"[10.188634, 9.916855, 9.948564, 9.978115, 9.849145, 10.158083, 10.164406, 10.117965, 10.025175, 10.031554]",1702760144416,True,0.2463174999997136
128,32,4,16,4,0,1,1,0,"(2, 1, 3, 0, 4)",hpclab19.idi.ntnu.no,10.103375,"[10.106315, 10.082744, 10.091224, 10.123145, 10.069005, 10.108024, 10.102335, 10.096466, 10.097215, 10.071504]",1702760145561,True,0.2531667999995989
2,32,4,8,2,0,0,0,0,"(1, 3, 0, 2, 4)",hpclab19.idi.ntnu.no,158.0727205,"[157.8801, 158.464882, 157.44829, 159.201873, 158.192541, 158.302591, 157.74278, 158.660102, 157.9529, 157.68831]",1702760154104,True,3.66653409999999
256,2,8,8,2,0,0,1,0,"(2, 1, 0, 3, 4)",hpclab19.idi.ntnu.no,26.540108,"[34.058481, 31.552796, 28.515911, 27.395031, 26.753368, 26.326848, 26.075779, 25.905127, 25.254617, 24.329546]",1702760156095,True,0.6267895000004501
64,32,32,64,10,2,0,1,0,"(3, 2, 0, 1, 4)",hpclab19.idi.ntnu.no,79.953557,"[80.545158, 79.127486, 80.005725, 79.459297, 79.700136, 79.497975, 79.635687, 79.504656, 80.635258, 81.95989]",1702760160744,True,1.9790877999999794
16,8,16,64,4,1,0,0,0,"(0, 1, 3, 2, 4)",hpclab61.idi.ntnu.no,3.8720235,"[4.005654, 3.899114, 3.871482, 3.885593, 3.880663, 3.857363, 3.856243, 3.861193, 3.853084, 3.856403]",1702760106375,True,0.13863269999983457
2,16,32,4,8,1,0,0,0,"(1, 2, 3, 0, 4)",hpclab61.idi.ntnu.no,635.2335875,"[633.773867, 637.70614, 639.821031, 633.508916, 633.481597, 638.167481, 636.382459, 635.591708, 638.69011, 636.160389]",1702760138791,True,16.120579
1024,2,8,2,16,1,1,0,0,"(1, 3, 0, 2, 4)",hpclab61.idi.ntnu.no,18.836579,"[18.976454, 18.647626, 18.633275, 18.853325, 18.801124, 18.823905, 18.822476, 18.834923, 18.931676, 18.930985]",1702760140378,True,0.4761227999999392
128,4,4,32,2,1,1,1,0,"(3, 2, 0, 1, 4)",hpclab61.idi.ntnu.no,10.026828,"[9.972589, 10.012158, 10.006207, 10.093849, 9.994717, 10.081818, 10.008198, 10.011907, 9.981499, 10.003488]",1702760141511,True,0.25719649999991817
256,4,2,1,12,2,1,1,0,"(0, 2, 3, 1, 4)",hpclab61.idi.ntnu.no,1.6001715,"[1.731522, 1.493001, 1.489831, 1.704791, 1.522771, 1.566431, 1.694082, 1.676871, 1.644522, 1.650092]",1702760142207,True,0.0566515000000436
512,8,4,32,8,2,0,0,0,"(3, 0, 1, 2, 4)",hpclab61.idi.ntnu.no,10.1832375,"[10.254549, 10.019337, 10.244267, 10.212899, 9.995368, 10.187739, 10.005147, 10.195307, 10.183019, 10.180938]",1702760143348,True,0.2654464000001099
