chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
2,256,4,1,13,1,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,839.7143005
4,16,128,32,5,0,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,7592.111611
16,8,4,1,18,2,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,82.2295405
16,32,64,32,5,1,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,47.000287
2,4,64,32,12,2,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,8669.109606
2,32,32,16,4,1,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,747.10706
256,256,2,16,6,2,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,2.4324244999999998
128,2,32,4,13,0,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,4.429771000000001
16,16,64,2,16,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,17.7264765
32,4,128,2,3,1,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,792.0319235
64,256,128,2,17,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,36.654253999999995
4,64,8,32,17,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,127.13908
64,64,64,2,13,2,0,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,21.396172999999997
32,64,256,4,7,2,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,69.3279875
16,64,8,16,19,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,25.960732
8,256,4,1,10,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,65.936736
8,256,64,16,15,1,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,212.87211150000002
64,2,32,16,12,2,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,114.662907
64,32,2,16,15,0,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,5.744665
32,2,16,16,7,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,203.5108285
64,16,4,2,3,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,44.2349515
8,16,64,16,11,1,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,427.7454845
128,16,64,32,10,1,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,10.2765995
8,2,4,32,16,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,76.94038950000001
4,4,64,2,5,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1730.3862345
32,4,256,8,12,1,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,452.98190850000003
8,8,64,1,6,0,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,62.60477
256,64,2,16,12,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,2.729401
4,64,2,1,14,1,0,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,110.565225
4,128,4,8,6,2,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,106.374197
4,64,128,32,7,1,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,200.64852100000002
16,4,32,16,16,2,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,39.30162249999999
32,32,32,4,5,2,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,42.459545
32,8,4,2,5,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,57.218897
64,64,2,16,20,2,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,13.5238735
128,4,256,1,11,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,21.964265
16,32,32,1,2,0,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,82.28254
256,128,16,32,2,1,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,6.7044685
8,256,32,2,12,0,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,16.345697
128,2,2,16,16,1,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,12.546682
256,8,32,4,15,2,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,36.0823785
128,256,4,2,14,1,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,1.827147
4,16,16,2,5,2,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,537.823556
4,2,32,32,12,1,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,323.72321650000004
8,4,64,4,10,0,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,162.5853385
64,2,16,16,19,2,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,7.674379999999999
32,4,8,16,8,2,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,11.287982
4,4,256,32,15,2,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,79.550995
16,4,256,2,13,0,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,82.5822585
8,16,64,32,7,1,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,94.656964
8,4,2,1,8,2,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,211.4200735
256,32,32,2,3,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,23.9464865
4,128,64,1,20,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,106.33123
256,4,256,32,14,0,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,8.2971595
32,4,256,32,15,1,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,131.0638835
2,256,16,16,3,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1471.187552
32,4,16,2,3,0,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,42.316424
4,64,16,1,19,2,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,222.7085285
4,128,64,4,7,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,226.185813
64,4,8,8,18,2,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,68.7184335
256,128,4,16,10,0,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,8.7580475
128,2,4,16,15,2,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,17.962527
16,8,16,8,11,0,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,34.027432
8,2,256,2,19,2,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,2189.170474
256,2,4,4,3,1,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,30.091807
32,2,16,32,17,2,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,124.099914
4,256,2,1,17,1,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,38.1836145
2,32,256,8,18,0,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,3125.6841835
128,8,256,16,7,1,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,306.82004900000004
4,4,2,1,6,2,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,323.970523
8,32,256,1,6,1,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,164.85645649999998
64,64,32,4,14,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,25.493113
128,32,16,2,13,1,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,36.1111815
2,128,8,2,9,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,276.566504
32,2,64,8,13,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,49.402019499999994
8,2,4,1,15,2,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,52.465481999999994
256,16,8,1,18,2,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,3.9176124999999997
4,2,8,2,14,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,814.0897649999999
256,32,256,1,17,2,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,4.329077
4,2,128,16,9,0,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,2339.949748
128,64,2,32,13,0,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,3.3205175000000002
4,4,32,8,9,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,181.0025665
2,32,4,4,20,2,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,1071.9333035
16,256,128,2,14,2,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,6.9057545000000005
256,8,2,16,12,1,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,2.422828
128,4,2,16,9,1,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,15.309268
128,2,8,16,5,0,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,3.709615
32,64,32,2,16,2,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,232.663367
256,16,2,16,6,0,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,8.871203
8,8,32,8,13,2,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,47.515441499999994
2,4,4,32,8,2,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,646.1986294999999
32,8,64,2,3,2,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,42.062996999999996
8,64,16,2,20,2,1,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,103.389287
4,128,32,32,13,0,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1635.8049525000001
8,256,128,1,12,1,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,69.0169715
64,32,2,2,9,1,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,13.2617695
64,256,128,8,12,1,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,28.121415
4,8,8,16,16,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,71.7272585
128,8,4,32,14,2,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,3.450103
16,256,128,4,17,0,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1786.2345925
256,2,32,2,13,2,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,6.228929
2,32,64,32,20,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,617.5863079999999
4,256,16,2,8,1,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,1819.7520315
8,32,8,8,15,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,63.0090585
4,4,8,8,13,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,314.106458
2,128,8,8,15,2,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,352.295436
4,8,128,16,15,2,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,6924.654225
32,32,2,32,5,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,62.212729499999995
64,2,16,2,2,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,48.6654365
8,8,128,1,17,2,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,343.56969449999997
8,8,2,32,16,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,12.874279
32,64,32,2,3,2,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,29.895997
8,128,256,32,14,1,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,17.6912485
256,4,8,32,3,0,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,20.105208
128,2,16,32,17,2,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,3.6627925
2,4,256,4,9,2,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,647.0076839999999
4,32,128,2,14,0,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,326.1981555
4,2,256,1,7,2,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,825.9710235
16,4,8,2,17,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,129.007701
4,128,128,8,5,2,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,347.7299345
4,32,64,2,18,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,26.256192
8,128,4,2,15,0,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,19.486717
256,2,2,1,16,0,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,10.145951499999999
2,4,2,2,9,2,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,358.983556
256,128,32,4,18,1,1,0,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,6.858598000000001
64,128,2,32,4,2,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,21.7511995
8,256,16,1,16,0,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,120.344657
32,256,64,16,20,1,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,42.369902499999995
256,128,8,2,2,2,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,7.5728925
32,32,64,4,18,1,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,50.298669000000004
4,128,8,8,17,0,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,360.216328
2,32,32,1,17,2,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,601.7659065
32,128,256,8,17,1,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,47.7637775
4,256,8,2,17,0,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,185.607797
32,8,4,4,19,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,26.3320385
16,16,16,8,4,2,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,79.164883
8,64,2,2,2,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,294.4449885
16,128,128,16,15,1,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,2021.618316
8,128,16,4,13,2,1,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,174.48654299999998
64,8,16,8,7,1,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,8.953928
16,128,16,4,13,2,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,88.636134
256,64,256,1,20,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,6.5407905
8,4,32,8,12,1,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,427.9288265
16,256,16,4,20,1,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,45.49619
8,16,64,8,7,2,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,91.37072900000001
32,64,256,32,15,1,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,32.9426755
128,8,256,2,9,2,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,5.407753
2,64,4,8,20,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,998.8871325
32,32,256,2,14,1,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,29.243448
32,8,4,2,18,0,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,80.946665
8,2,64,1,19,2,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,162.555393
4,128,32,8,3,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1414.2018295
4,64,64,32,4,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,83.1149385
128,32,256,32,19,0,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,7.4570355
2,128,2,16,11,2,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,695.755273
256,2,4,16,13,1,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,17.385723
8,8,32,2,9,1,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1386.2696415
256,4,64,2,2,1,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,6.042365
2,256,256,2,4,2,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,30116.794747
32,128,128,32,3,1,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,352.7298155
4,32,64,8,13,2,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,44.407499
2,32,2,8,15,1,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,219.52624250000002
2,2,4,4,16,0,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,1532.2754465
256,128,256,16,8,2,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,6.2261869999999995
256,4,128,8,5,0,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,39.360152
16,8,4,2,5,2,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,79.29082299999999
2,256,64,8,6,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,67.132306
16,256,16,2,8,0,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,107.33962
2,4,4,16,16,0,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,653.819716
8,64,4,1,15,1,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,50.0178435
4,128,128,16,19,2,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,199.5011175
256,32,16,16,12,2,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,8.770559500000001
2,4,2,4,13,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,104.872404
64,128,128,16,19,0,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,21.6094025
32,64,256,4,9,0,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,249.76182799999998
256,2,32,4,19,0,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,2.9696905
128,2,128,8,2,2,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1049.6145815
32,256,64,1,17,0,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,413.5489675
16,8,64,16,2,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,243.1828115
2,4,128,8,9,2,0,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,1372.97525
8,32,8,1,8,0,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,166.748514
256,16,4,8,2,1,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,7.477295
128,2,4,4,5,2,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,48.930950499999994
2,256,32,1,2,0,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,4428.1250045
128,2,256,16,14,0,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,156.1482305
8,2,256,2,8,1,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,55.914953
2,16,64,4,5,2,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,18519.754418
32,256,4,1,7,0,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,82.4993155
2,4,128,32,14,0,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,1062.6640295000002
64,32,4,16,16,1,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,10.071674
4,16,2,2,11,1,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,467.97501950000003
8,8,32,32,19,0,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,63.068042
16,2,8,1,8,2,1,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,82.3571295
64,64,16,2,3,1,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,15.892139
32,64,128,16,10,1,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,67.194435
32,64,64,4,20,1,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,3.708163
4,16,8,32,12,0,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,207.993336
256,32,8,8,14,0,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,6.752824
4,8,4,1,7,0,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,436.4654655
64,8,128,1,2,2,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,473.139145
256,4,256,2,9,2,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,16.706433
256,8,2,16,8,2,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,3.2246129999999997
16,256,64,1,3,1,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,178.81059299999998
16,256,2,16,6,2,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,27.483877
4,256,64,8,10,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,507.0814515
8,32,64,8,12,0,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,162.914897
256,32,128,2,19,1,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,132.45737350000002
64,128,8,16,6,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,28.884913500000003
16,8,32,1,7,1,1,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,173.53677499999998
256,8,8,4,3,2,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,8.127095
2,64,128,1,15,1,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,647.307783
4,2,128,32,7,2,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,796.182574
64,8,128,32,2,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,473.1471155
32,16,32,16,2,1,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,140.2868995
64,128,128,4,12,0,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,22.179898
128,16,128,32,19,1,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,11.393874499999999
32,128,32,16,11,1,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,46.110198999999994
2,16,16,1,3,0,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,7500.00478
8,64,16,16,15,2,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,162.621733
32,2,16,1,4,0,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,427.021102
2,4,32,1,18,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,236.68496599999997
256,4,256,16,10,0,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,2.5858220000000003
8,256,2,1,16,2,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,11.3342235
16,256,128,32,7,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,53.074509
64,128,128,8,4,0,0,0,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,23.472565000000003
4,2,256,2,2,1,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,3211.378651
16,2,256,16,2,2,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,21.8760625
64,16,32,4,15,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,16.162716500000002
2,32,128,32,3,0,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,1977.3775335
128,8,8,1,13,2,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,6.723803500000001
128,32,64,4,4,2,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,11.660417500000001
32,2,128,4,6,2,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,11.60106
64,128,128,16,3,1,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,889.7490835
256,16,8,8,19,0,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,6.689914
32,16,64,8,20,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,6.1604385
2,8,64,16,20,1,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,260.87478450000003
64,32,256,4,2,1,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,210.4986715
128,128,128,2,3,1,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,12.8354775
32,128,4,8,10,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,23.8617035
32,128,2,1,3,2,0,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,42.865646999999996
16,16,64,32,8,2,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,82.57221100000001
64,128,16,16,7,1,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,77.681509
16,64,64,32,8,0,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,93.052063
64,2,16,16,13,2,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,30.684059
4,2,256,8,9,2,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,325.3803425
4,4,16,1,17,1,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,916.6462845000001
64,2,2,1,16,0,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,28.3317505
64,16,128,2,17,1,0,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,22.011180500000002
16,8,256,32,3,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,386.109983
8,32,256,32,15,0,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,104.260323
256,32,8,1,5,2,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,18.0201505
8,4,64,4,4,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,361.65552349999996
8,128,128,16,17,2,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,183.131794
16,4,16,32,10,0,0,0,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,82.7070405
64,128,2,16,2,2,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,14.334658999999998
16,4,8,1,11,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,259.388238
128,256,256,2,14,0,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,5.6772735
128,128,2,4,11,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,2.831143
2,128,32,2,4,1,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,562.842915
16,64,32,2,3,2,0,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,82.92323400000001
16,32,4,2,3,2,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,255.08004549999998
2,8,32,8,5,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,1991.761135
256,4,32,8,5,0,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,6.371428
256,32,32,32,12,1,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,4.4270175
8,64,256,4,4,2,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,2345.83094
256,8,8,2,13,0,1,1,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,6.3795335
256,8,128,4,19,0,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,3.5634045
16,2,256,8,17,2,0,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,247.415125
16,128,4,32,8,0,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,9.9706935
8,2,16,2,2,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,320.04937800000005
2,16,128,2,18,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,153.36434450000002
