chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
16,32,16,128,66,0,0,1,"(3, 2, 0, 1, 4)",54.115072,10,5,0,10
8,64,2,1,10,2,1,1,"(1, 2, 3, 0, 4)",26.851988,10,5,0,10
32,64,4,2,60,2,0,1,"(2, 0, 3, 1, 4)",9.0252695,10,5,0,10
8,16,64,1,126,0,1,1,"(0, 3, 1, 2, 4)",3.3895505,10,5,0,10
512,4,16,256,48,1,0,1,"(3, 2, 0, 1, 4)",37.713411,10,5,0,10
4,2,2,64,94,2,1,1,"(3, 2, 1, 0, 4)",4.2118715,10,5,0,10
1024,32,1,64,128,2,1,1,"(1, 0, 2, 3, 4)",10.701804,10,5,0,10
512,8,32,8,50,0,1,0,"(2, 3, 1, 0, 4)",56.563242,10,5,0,10
2,16,32,256,66,2,0,0,"(3, 1, 2, 0, 4)",429.070639,10,5,0,10
4,64,8,4,106,2,0,1,"(2, 3, 1, 0, 4)",216.676259,10,5,0,10
256,4,8,256,60,2,1,1,"(1, 0, 2, 3, 4)",7.918993,10,5,0,10
1,8,1,64,10,0,1,0,"(1, 2, 3, 0, 4)",14.724259,10,5,0,10
4,8,32,16,70,0,1,1,"(3, 0, 1, 2, 4)",111.150362,10,5,0,10
128,16,8,32,114,2,1,0,"(1, 2, 3, 0, 4)",14.351479,10,5,0,10
32,1,8,32,18,1,1,1,"(1, 0, 2, 3, 4)",3.140909,10,5,0,10
256,4,2,1,36,1,0,1,"(2, 3, 1, 0, 4)",4.032458,10,5,0,10
512,2,16,4,12,2,0,0,"(2, 1, 0, 3, 4)",11.9680355,10,5,0,10
1,8,2,64,10,1,0,1,"(3, 0, 1, 2, 4)",28.321692,10,5,0,10
1,32,16,32,10,0,1,1,"(1, 0, 2, 3, 4)",26.3402505,10,5,0,10
16,32,4,1,110,2,0,0,"(1, 2, 3, 0, 4)",15.159491,10,5,0,10
2,2,1,256,74,2,0,1,"(0, 2, 1, 3, 4)",7.005519,10,5,0,10
16,1,16,16,84,2,0,0,"(2, 3, 1, 0, 4)",26.8478975,10,5,0,10
128,2,16,128,20,0,0,0,"(2, 3, 1, 0, 4)",32.41997,10,5,0,10
128,4,32,128,40,0,1,1,"(2, 3, 0, 1, 4)",65.2009695,10,5,0,10
1024,2,16,256,4,0,1,0,"(2, 1, 3, 0, 4)",28.195846,10,5,0,10
512,64,8,8,104,1,0,0,"(3, 1, 0, 2, 4)",15.4680115,10,5,0,10
1,32,64,8,14,1,1,0,"(1, 2, 0, 3, 4)",242.6940945,10,5,0,10
1024,2,2,8,22,0,0,1,"(2, 3, 0, 1, 4)",4.092585,10,5,0,10
512,4,64,16,98,1,0,1,"(0, 3, 1, 2, 4)",2.9709875,10,5,0,10
128,8,2,8,16,2,1,0,"(3, 0, 1, 2, 4)",3.8676475,10,5,0,10
64,2,4,16,120,0,1,0,"(3, 1, 0, 2, 4)",9.3249075,10,5,0,10
32,2,32,4,32,0,0,1,"(0, 2, 1, 3, 4)",0.578767,10,5,0,10
128,8,4,256,16,0,1,1,"(2, 1, 0, 3, 4)",2.7986925,10,5,0,10
128,8,64,2,116,0,1,1,"(3, 1, 0, 2, 4)",114.082153,10,5,0,10
256,4,16,32,18,1,1,0,"(3, 1, 2, 0, 4)",31.0471065,10,5,0,10
4,4,2,16,82,1,1,1,"(2, 1, 3, 0, 4)",4.121704,10,5,0,10
1,2,1,64,36,0,1,1,"(0, 2, 1, 3, 4)",1.245153,10,5,0,10
1024,64,16,1,84,1,1,0,"(1, 3, 0, 2, 4)",29.444715,10,5,0,10
16,2,32,4,8,0,0,1,"(0, 2, 1, 3, 4)",1.9682485,10,5,0,10
16,2,16,32,78,0,0,1,"(3, 0, 1, 2, 4)",36.024062,10,5,0,10
4,8,32,8,26,2,1,1,"(2, 1, 0, 3, 4)",3.20353,10,5,0,10
8,64,1,8,78,0,1,1,"(0, 2, 1, 3, 4)",1.852395,10,5,0,10
256,32,32,32,96,1,1,1,"(0, 1, 2, 3, 4)",1.9110545,10,5,0,10
64,4,8,4,70,2,0,1,"(0, 2, 1, 3, 4)",1.7472045,10,5,0,10
16,4,2,128,40,1,0,0,"(1, 2, 0, 3, 4)",6.217579000000001,10,5,0,10
1024,16,2,32,110,2,1,1,"(1, 0, 2, 3, 4)",7.0436105,10,5,0,10
64,1,8,128,8,1,0,1,"(0, 1, 3, 2, 4)",2.201232,10,5,0,10
1,32,32,8,102,0,0,1,"(0, 2, 1, 3, 4)",6.899487499999999,10,5,0,10
1,64,1,256,6,2,0,0,"(2, 0, 3, 1, 4)",557.5837945000001,10,5,0,10
4,16,32,16,38,2,0,0,"(1, 3, 0, 2, 4)",222.102316,10,5,0,10
2,32,2,128,18,1,1,1,"(2, 1, 0, 3, 4)",113.955661,10,5,0,10
1,2,1,128,78,2,0,1,"(0, 3, 2, 1, 4)",8.056567000000001,10,5,0,10
1024,64,64,4,86,2,1,1,"(1, 0, 3, 2, 4)",1.837628,10,5,0,10
512,64,4,64,40,0,0,1,"(1, 2, 0, 3, 4)",5.6123545,10,5,0,10
2,64,4,16,8,1,0,0,"(0, 1, 3, 2, 4)",158.8244345,10,5,0,10
1024,16,1,8,124,1,0,0,"(0, 3, 2, 1, 4)",7.337434,10,5,0,10
16,4,32,4,38,0,0,0,"(0, 1, 2, 3, 4)",0.6695805,10,5,0,10
1,8,16,2,26,2,1,1,"(2, 3, 1, 0, 4)",221.2723585,10,5,0,10
2,2,2,32,90,2,1,0,"(0, 3, 2, 1, 4)",3.8787805,10,5,0,10
16,1,8,8,22,0,0,1,"(0, 3, 1, 2, 4)",0.881717,10,5,0,10
4,32,2,256,96,2,0,1,"(1, 0, 2, 3, 4)",4.059067000000001,10,5,0,10
2,2,4,16,44,2,1,0,"(0, 3, 1, 2, 4)",2.6012065,10,5,0,10
1024,64,4,128,104,1,1,1,"(1, 0, 2, 3, 4)",8.562523500000001,10,5,0,10
256,2,64,16,114,2,1,1,"(2, 0, 1, 3, 4)",2.0739365000000003,10,5,0,10
8,1,4,64,86,1,0,0,"(3, 2, 0, 1, 4)",8.1606945,10,5,0,10
16,16,32,2,24,2,0,1,"(2, 3, 0, 1, 4)",61.307434,10,5,0,10
128,64,1,256,92,2,1,1,"(2, 0, 3, 1, 4)",7.094949,10,5,0,10
32,2,1,64,86,1,0,1,"(0, 3, 1, 2, 4)",7.389362999999999,10,5,0,10
2,8,2,4,20,0,1,1,"(2, 3, 1, 0, 4)",13.5119265,10,5,0,10
1024,8,16,256,82,1,0,0,"(3, 2, 1, 0, 4)",31.1314525,10,5,0,10
64,4,32,1,110,2,0,0,"(2, 0, 1, 3, 4)",1.802886,10,5,0,10
512,32,16,1,118,2,0,1,"(0, 1, 2, 3, 4)",1.6950275,10,5,0,10
64,4,8,256,72,2,1,0,"(2, 3, 0, 1, 4)",13.8240095,10,5,0,10
16,8,2,8,14,1,0,0,"(0, 1, 3, 2, 4)",5.776211,10,5,0,10
128,2,2,16,62,1,1,0,"(2, 0, 3, 1, 4)",0.361441,10,5,0,10
128,4,2,1,28,0,1,0,"(1, 0, 3, 2, 4)",1.0641795,10,5,0,10
16,4,8,32,14,0,0,1,"(0, 2, 1, 3, 4)",0.8342225,10,5,0,10
8,16,2,16,126,0,0,1,"(3, 1, 2, 0, 4)",7.7722615,10,5,0,10
512,16,8,8,118,0,1,0,"(1, 2, 0, 3, 4)",5.9542555,10,5,0,10
1024,16,2,8,82,2,0,1,"(0, 3, 1, 2, 4)",4.2697795,10,5,0,10
32,32,2,256,28,2,0,1,"(3, 2, 0, 1, 4)",3.6297985,10,5,0,10
1024,16,4,64,72,2,1,0,"(3, 1, 2, 0, 4)",7.2592375,10,5,0,10
8,8,16,8,54,0,1,1,"(2, 0, 3, 1, 4)",2.0829425,10,5,0,10
8,64,16,8,2,1,0,1,"(3, 1, 2, 0, 4)",214.236974,10,5,0,10
128,16,1,1,64,1,1,0,"(3, 2, 0, 1, 4)",3.0659145,10,5,0,10
512,8,4,2,68,1,0,1,"(0, 2, 1, 3, 4)",2.123572,10,5,0,10
1024,8,8,1,116,2,1,0,"(0, 2, 3, 1, 4)",0.4671214999999999,10,5,0,10
32,64,16,64,58,2,0,1,"(0, 1, 3, 2, 4)",2.141235,10,5,0,10
4,32,64,64,108,1,0,0,"(2, 1, 0, 3, 4)",9.8679555,10,5,0,10
512,32,16,4,38,1,0,0,"(1, 3, 0, 2, 4)",29.40235,10,5,0,10
8,2,1,32,8,0,1,1,"(1, 2, 3, 0, 4)",2.1783035,10,5,0,10
256,32,4,128,20,1,0,1,"(2, 0, 3, 1, 4)",1.9334005,10,5,0,10
64,4,8,256,54,1,1,0,"(1, 3, 2, 0, 4)",14.3440045,10,5,0,10
512,8,32,32,52,0,0,1,"(0, 1, 3, 2, 4)",2.878115,10,5,0,10
32,8,1,256,24,1,1,0,"(0, 1, 3, 2, 4)",7.353369499999999,10,5,0,10
1024,1,1,1,50,0,0,0,"(2, 0, 1, 3, 4)",0.943852,10,5,0,10
256,64,64,2,56,0,0,0,"(0, 1, 2, 3, 4)",0.679832,10,5,0,10
2,4,8,32,54,0,1,0,"(1, 2, 0, 3, 4)",1.1284405,10,5,0,10
256,4,16,32,104,2,0,1,"(3, 1, 2, 0, 4)",31.37147,10,5,0,10
1,64,16,2,6,2,0,0,"(0, 3, 2, 1, 4)",177.153719,10,5,0,10
512,16,4,16,102,2,0,1,"(1, 0, 2, 3, 4)",3.3781615,10,5,0,10
4,16,32,2,36,0,0,1,"(1, 0, 2, 3, 4)",1.976061,10,5,0,10
512,64,32,16,74,2,0,0,"(3, 1, 0, 2, 4)",58.4100085,10,5,0,10
1024,4,8,2,104,2,1,0,"(2, 0, 1, 3, 4)",2.7035535,10,5,0,10
128,4,64,256,64,2,1,0,"(0, 3, 2, 1, 4)",5.5534315,10,5,0,10
32,4,8,16,84,2,1,0,"(1, 2, 3, 0, 4)",14.018602,10,5,0,10
128,4,64,8,112,2,1,0,"(2, 1, 0, 3, 4)",5.7845960000000005,10,5,0,10
8,1,2,256,96,1,1,1,"(3, 2, 0, 1, 4)",4.290182,10,5,0,10
1024,8,64,64,102,1,1,0,"(2, 1, 0, 3, 4)",15.897672,10,5,0,10
1,2,4,32,92,1,1,0,"(1, 0, 3, 2, 4)",3.6925205,10,5,0,10
2,2,32,64,90,2,0,0,"(0, 1, 3, 2, 4)",1.4520655,10,5,0,10
32,1,32,16,40,2,0,0,"(0, 3, 2, 1, 4)",1.4492935,10,5,0,10
1024,8,64,1,60,0,1,1,"(2, 3, 1, 0, 4)",113.319553,10,5,0,10
1024,4,1,16,112,2,0,0,"(2, 1, 0, 3, 4)",19.4688555,10,5,0,10
8,2,8,8,74,2,1,0,"(1, 2, 0, 3, 4)",2.605999,10,5,0,10
32,2,4,16,36,1,0,0,"(2, 0, 3, 1, 4)",0.512224,10,5,0,10
1024,1,4,256,108,0,0,0,"(3, 2, 1, 0, 4)",7.1807985,10,5,0,10
1,2,4,4,92,1,1,0,"(2, 3, 1, 0, 4)",14.02739,10,5,0,10
2,16,16,16,56,0,1,0,"(3, 1, 0, 2, 4)",221.9320085,10,5,0,10
64,64,2,16,124,2,0,1,"(1, 2, 0, 3, 4)",7.025056,10,5,0,10
256,32,32,8,104,2,0,1,"(1, 3, 2, 0, 4)",62.4325665,10,5,0,10
8,4,32,16,100,0,1,1,"(0, 1, 2, 3, 4)",0.575666,10,5,0,10
8,1,1,256,10,0,1,0,"(1, 2, 0, 3, 4)",4.863077499999999,10,5,0,10
64,4,32,1,108,0,0,1,"(2, 0, 1, 3, 4)",1.3796460000000002,10,5,0,10
32,2,2,16,88,0,1,1,"(3, 0, 2, 1, 4)",3.992706,10,5,0,10
4,2,1,32,46,0,1,1,"(1, 3, 0, 2, 4)",2.6142145,10,5,0,10
32,64,16,1,28,2,1,0,"(3, 2, 1, 0, 4)",54.2185935,10,5,0,10
512,8,64,4,110,1,1,1,"(3, 0, 1, 2, 4)",124.390099,10,5,0,10
4,64,8,8,18,2,0,0,"(1, 3, 0, 2, 4)",229.052976,10,5,0,10
64,8,32,4,64,2,1,1,"(3, 2, 0, 1, 4)",61.6347775,10,5,0,10
1024,4,4,2,2,1,0,1,"(3, 1, 0, 2, 4)",8.12473,10,5,0,10
2,4,8,32,10,0,0,0,"(3, 0, 2, 1, 4)",37.8196515,10,5,0,10
4,16,32,64,4,1,1,1,"(2, 3, 0, 1, 4)",218.9733375,10,5,0,10
512,1,64,16,88,2,0,1,"(1, 3, 0, 2, 4)",111.2697825,10,5,0,10
64,2,16,256,18,1,1,0,"(1, 3, 0, 2, 4)",31.204281,10,5,0,10
64,16,32,64,30,0,1,1,"(3, 0, 1, 2, 4)",62.4926225,10,5,0,10
1024,1,2,128,26,1,1,1,"(1, 0, 3, 2, 4)",32.5858475,10,5,0,10
256,4,8,128,122,2,0,1,"(1, 2, 3, 0, 4)",26.671452,10,5,0,10
1,1,32,16,60,1,1,1,"(1, 3, 0, 2, 4)",51.3382815,10,5,0,10
128,4,2,256,40,1,1,0,"(0, 2, 1, 3, 4)",5.5660215,10,5,0,10
64,64,1,64,22,1,0,0,"(3, 2, 1, 0, 4)",2.518161,10,5,0,10
256,16,2,32,36,2,1,1,"(2, 3, 0, 1, 4)",3.922468,10,5,0,10
512,16,4,4,4,1,0,0,"(3, 0, 1, 2, 4)",7.7146825,10,5,0,10
2,1,2,8,44,2,0,0,"(3, 1, 2, 0, 4)",4.989102000000001,10,5,0,10
1024,2,32,256,44,2,1,1,"(2, 0, 3, 1, 4)",28.5199275,10,5,0,10
128,64,64,1,124,0,0,0,"(2, 0, 1, 3, 4)",1.311592,10,5,0,10
4,2,16,4,98,2,1,0,"(3, 0, 1, 2, 4)",32.653049,10,5,0,10
2,32,64,256,112,0,1,1,"(3, 0, 1, 2, 4)",2111.235671,10,5,0,10
512,1,16,256,18,2,1,0,"(3, 1, 2, 0, 4)",27.423841,10,5,0,10
256,1,2,2,70,0,1,0,"(2, 0, 1, 3, 4)",1.2450755,10,5,0,10
128,16,1,32,32,1,0,0,"(0, 2, 1, 3, 4)",7.3083525,10,5,0,10
512,16,64,256,52,0,1,0,"(2, 3, 0, 1, 4)",123.5079645,10,5,0,10
128,8,8,128,48,2,1,1,"(0, 3, 2, 1, 4)",2.3637805,10,5,0,10
1024,64,16,128,114,2,1,1,"(1, 3, 2, 0, 4)",31.479799,10,5,0,10
128,64,32,4,102,2,0,1,"(0, 1, 3, 2, 4)",1.568799,10,5,0,10
1024,16,32,2,48,0,1,0,"(3, 0, 2, 1, 4)",86.2960545,10,5,0,10
1,16,2,16,32,0,1,1,"(3, 2, 0, 1, 4)",54.208162,10,5,0,10
256,64,4,128,72,1,1,1,"(3, 2, 0, 1, 4)",11.141528,10,5,0,10
128,1,16,2,98,2,0,1,"(2, 3, 1, 0, 4)",25.3370385,10,5,0,10
512,64,4,2,112,1,0,1,"(2, 1, 0, 3, 4)",21.70436,10,5,0,10
1024,4,4,2,98,2,1,0,"(2, 0, 3, 1, 4)",0.496242,10,5,0,10
2,64,1,1,114,2,1,1,"(1, 3, 2, 0, 4)",52.788024,10,5,0,10
8,64,8,4,54,2,0,1,"(3, 0, 1, 2, 4)",114.379573,10,5,0,10
512,64,1,8,52,2,1,0,"(2, 3, 1, 0, 4)",2.425578,10,5,0,10
1,4,64,2,60,2,1,1,"(1, 3, 0, 2, 4)",515.137646,10,5,0,10
256,8,8,4,128,2,0,1,"(3, 0, 2, 1, 4)",17.3084555,10,5,0,10
16,16,32,1,124,2,1,0,"(3, 0, 2, 1, 4)",63.1195335,10,5,0,10
128,16,1,128,38,1,1,1,"(1, 2, 3, 0, 4)",1.787295,10,5,0,10
2,64,8,4,94,0,1,0,"(3, 0, 2, 1, 4)",476.6063955,10,5,0,10
2,16,4,8,62,1,1,0,"(3, 1, 2, 0, 4)",54.171988,10,5,0,10
256,16,8,256,110,2,0,0,"(0, 1, 3, 2, 4)",5.0473005,10,5,0,10
256,1,8,8,66,0,1,0,"(3, 1, 0, 2, 4)",13.859566,10,5,0,10
32,4,64,16,70,2,0,0,"(0, 1, 2, 3, 4)",1.5076515,10,5,0,10
1024,2,8,64,52,0,1,1,"(2, 0, 1, 3, 4)",3.955561,10,5,0,10
256,8,4,256,26,2,1,0,"(0, 3, 2, 1, 4)",4.309672,10,5,0,10
16,4,64,32,94,2,1,1,"(3, 2, 0, 1, 4)",185.638569,10,5,0,10
64,64,64,256,62,1,1,1,"(3, 2, 0, 1, 4)",112.3196205,10,5,0,10
512,1,1,1,84,0,0,1,"(3, 2, 1, 0, 4)",3.259641,10,5,0,10
1,32,32,1,110,2,1,1,"(2, 1, 3, 0, 4)",1881.671728,10,5,0,10
32,8,16,8,126,0,0,1,"(3, 2, 1, 0, 4)",32.079687,10,5,0,10
1024,4,2,16,92,1,0,1,"(0, 2, 1, 3, 4)",4.954081,10,5,0,10
4,4,64,2,82,0,1,1,"(1, 0, 3, 2, 4)",1.3741205,10,5,0,10
16,32,32,1,50,2,1,1,"(3, 1, 0, 2, 4)",127.92266,10,5,0,10
8,32,1,16,6,1,0,1,"(1, 3, 2, 0, 4)",6.576242,10,5,0,10
2,2,4,1,6,1,1,0,"(0, 3, 1, 2, 4)",32.333193,10,5,0,10
8,1,64,256,76,0,0,1,"(3, 2, 0, 1, 4)",126.892195,10,5,0,10
64,8,2,16,4,2,0,1,"(2, 3, 1, 0, 4)",3.464078,10,5,0,10
512,16,1,256,66,0,0,1,"(3, 0, 2, 1, 4)",3.349055,10,5,0,10
1,2,4,256,104,1,1,0,"(2, 0, 1, 3, 4)",5.4172095,10,5,0,10
32,32,64,16,20,1,1,0,"(2, 0, 1, 3, 4)",5.022796,10,5,0,10
128,2,16,256,118,0,1,1,"(2, 3, 0, 1, 4)",29.422152,10,5,0,10
256,32,64,256,54,1,1,0,"(3, 0, 2, 1, 4)",124.1633125,10,5,0,10
32,8,2,16,2,0,1,0,"(0, 1, 2, 3, 4)",8.186565,10,5,0,10
64,64,32,16,76,1,1,1,"(2, 1, 3, 0, 4)",54.130426,10,5,0,10
128,16,32,8,28,1,1,1,"(3, 1, 0, 2, 4)",59.5182635,10,5,0,10
1,8,64,32,56,1,1,0,"(3, 1, 2, 0, 4)",887.2469025,10,5,0,10
1024,2,1,4,64,1,0,0,"(0, 3, 2, 1, 4)",6.812455,10,5,0,10
256,32,64,16,6,1,0,1,"(3, 1, 0, 2, 4)",122.2999245,10,5,0,10
8,8,8,4,108,1,0,0,"(1, 3, 2, 0, 4)",13.7873595,10,5,0,10
128,32,16,4,8,0,1,0,"(3, 0, 1, 2, 4)",30.1543385,10,5,0,10
512,8,8,256,40,0,0,0,"(2, 1, 0, 3, 4)",14.744573,10,5,0,10
2,64,32,1,42,1,0,1,"(3, 2, 0, 1, 4)",1747.000253,10,5,0,10
256,16,16,1,28,1,0,0,"(0, 2, 1, 3, 4)",1.776559,10,5,0,10
16,2,16,128,76,0,1,0,"(0, 3, 2, 1, 4)",0.6330065,10,5,0,10
1024,1,8,8,72,0,0,1,"(2, 1, 3, 0, 4)",13.78387,10,5,0,10
2,16,4,64,38,2,1,0,"(1, 0, 3, 2, 4)",3.2961345,10,5,0,10
32,1,1,128,2,0,0,1,"(2, 0, 1, 3, 4)",8.2564405,10,5,0,10
512,16,32,8,24,1,0,1,"(3, 1, 0, 2, 4)",57.812343,10,5,0,10
512,16,64,64,58,2,0,1,"(2, 1, 0, 3, 4)",10.577379,10,5,0,10
128,32,64,256,70,2,0,0,"(0, 3, 2, 1, 4)",4.8691130000000005,10,5,0,10
64,2,32,1,24,2,1,0,"(1, 3, 2, 0, 4)",54.5461795,10,5,0,10
8,2,2,256,122,0,1,0,"(3, 1, 2, 0, 4)",4.135311,10,5,0,10
256,1,4,128,26,0,0,0,"(2, 1, 3, 0, 4)",6.832148,10,5,0,10
4,1,4,64,128,0,1,1,"(0, 1, 2, 3, 4)",0.6862555,10,5,0,10
1,1,2,8,42,1,1,0,"(0, 1, 3, 2, 4)",7.0026085,10,5,0,10
16,64,8,32,20,2,1,1,"(3, 1, 2, 0, 4)",53.773727,10,5,0,10
32,32,32,8,122,0,0,0,"(0, 3, 2, 1, 4)",0.9832415,10,5,0,10
64,1,2,1,78,2,0,1,"(2, 0, 1, 3, 4)",4.336702,10,5,0,10
64,1,2,8,20,1,0,0,"(3, 1, 2, 0, 4)",3.5483855,10,5,0,10
128,64,16,16,50,0,0,0,"(0, 1, 2, 3, 4)",0.5758845,10,5,0,10
8,8,2,4,10,0,1,0,"(0, 1, 3, 2, 4)",1.596403,10,5,0,10
1024,1,64,1,28,1,1,0,"(1, 3, 0, 2, 4)",111.7981445,10,5,0,10
16,2,1,64,118,0,1,0,"(3, 2, 1, 0, 4)",3.1247800000000003,10,5,0,10
32,4,4,2,56,0,1,1,"(1, 2, 0, 3, 4)",1.788424,10,5,0,10
1024,64,16,4,112,1,0,0,"(1, 3, 2, 0, 4)",31.55046,10,5,0,10
512,64,8,8,8,1,0,0,"(0, 3, 2, 1, 4)",2.2881005,10,5,0,10
16,4,16,256,66,1,0,0,"(1, 3, 2, 0, 4)",29.274653,10,5,0,10
1024,32,16,8,40,0,1,1,"(3, 1, 2, 0, 4)",30.749936,10,5,0,10
2,16,16,1,24,2,0,0,"(0, 1, 2, 3, 4)",8.809996,10,5,0,10
1024,16,8,4,28,2,0,0,"(3, 2, 0, 1, 4)",20.753978,10,5,0,10
512,1,4,64,70,2,0,1,"(2, 0, 3, 1, 4)",1.5806,10,5,0,10
128,4,16,256,26,1,1,0,"(0, 1, 2, 3, 4)",3.2668805,10,5,0,10
16,4,32,2,44,2,1,0,"(2, 0, 3, 1, 4)",1.5795125,10,5,0,10
2,16,1,8,122,0,1,0,"(0, 1, 2, 3, 4)",3.319783,10,5,0,10
2,8,4,256,114,1,1,0,"(2, 1, 0, 3, 4)",12.5504855,10,5,0,10
512,2,8,1,128,2,1,1,"(2, 3, 1, 0, 4)",31.093243,10,5,0,10
256,8,32,32,34,1,1,0,"(2, 3, 1, 0, 4)",57.7839265,10,5,0,10
4,32,32,32,22,1,0,1,"(3, 0, 1, 2, 4)",475.546403,10,5,0,10
128,2,8,128,38,2,1,1,"(2, 1, 0, 3, 4)",2.9473070000000003,10,5,0,10
64,32,8,32,32,1,0,1,"(0, 3, 2, 1, 4)",1.8563345,10,5,0,10
512,16,16,8,88,0,0,1,"(1, 2, 0, 3, 4)",8.2353505,10,5,0,10
16,32,1,256,16,2,1,0,"(1, 3, 2, 0, 4)",3.402216,10,5,0,10
64,16,4,1,90,1,0,1,"(1, 2, 3, 0, 4)",7.0462095,10,5,0,10
64,64,2,128,68,1,0,0,"(2, 1, 0, 3, 4)",6.0284885,10,5,0,10
256,64,2,4,18,0,1,1,"(1, 3, 2, 0, 4)",3.657027,10,5,0,10
2,2,16,64,20,2,0,0,"(2, 1, 3, 0, 4)",27.0035135,10,5,0,10
2,16,64,16,52,0,1,1,"(0, 3, 2, 1, 4)",13.4995325,10,5,0,10
8,1,4,64,48,1,1,1,"(3, 0, 1, 2, 4)",7.6483325,10,5,0,10
256,2,64,8,126,2,1,0,"(0, 3, 2, 1, 4)",1.6483545,10,5,0,10
64,64,64,1,92,1,1,1,"(0, 1, 3, 2, 4)",2.166634,10,5,0,10
32,8,4,16,10,0,1,0,"(0, 2, 3, 1, 4)",1.21741,10,5,0,10
256,32,8,256,84,0,0,0,"(0, 2, 1, 3, 4)",4.900133,10,5,0,10
4,16,4,4,36,0,0,1,"(2, 3, 1, 0, 4)",29.2108025,10,5,0,10
512,8,64,64,60,1,1,0,"(2, 0, 1, 3, 4)",6.082738,10,5,0,10
256,1,8,8,86,2,0,1,"(3, 0, 1, 2, 4)",15.544889,10,5,0,10
256,4,1,64,46,2,1,0,"(2, 0, 1, 3, 4)",16.715466499999998,10,5,0,10
128,1,8,128,122,1,0,1,"(0, 2, 1, 3, 4)",2.681845,10,5,0,10
4,8,16,128,84,0,1,0,"(3, 1, 0, 2, 4)",63.201542,10,5,0,10
32,32,16,16,20,1,1,1,"(3, 1, 0, 2, 4)",29.700042,10,5,0,10
512,64,8,16,56,1,0,0,"(3, 2, 1, 0, 4)",14.357717,10,5,0,10
8,1,1,1,62,2,1,0,"(1, 2, 3, 0, 4)",1.829466,10,5,0,10
32,8,1,128,118,2,1,1,"(0, 1, 2, 3, 4)",6.752989,10,5,0,10
4,64,64,32,16,0,1,0,"(0, 1, 2, 3, 4)",21.933072000000003,10,5,0,10
256,4,1,128,2,2,1,0,"(2, 0, 1, 3, 4)",32.3456865,10,5,0,10
64,8,4,16,16,2,1,0,"(0, 3, 1, 2, 4)",2.837379,10,5,0,10
16,8,32,8,36,0,0,1,"(2, 1, 0, 3, 4)",3.205629,10,5,0,10
4,1,64,64,50,0,0,0,"(3, 0, 2, 1, 4)",131.707631,10,5,0,10
256,1,2,4,24,1,1,1,"(0, 3, 2, 1, 4)",4.770687499999999,10,5,0,10
8,4,64,2,78,1,0,0,"(0, 2, 3, 1, 4)",2.466473,10,5,0,10
64,64,4,2,4,1,0,0,"(0, 3, 2, 1, 4)",5.4057145,10,5,0,10
1024,2,4,1,50,2,0,1,"(2, 3, 0, 1, 4)",6.8954795,10,5,0,10
256,4,64,64,24,0,0,0,"(3, 1, 2, 0, 4)",123.2799095,10,5,0,10
1,16,1,1,110,1,0,0,"(3, 2, 1, 0, 4)",26.461895,10,5,0,10
128,4,32,128,100,2,1,0,"(1, 0, 3, 2, 4)",4.414058000000001,10,5,0,10
32,64,2,64,112,0,0,0,"(0, 1, 3, 2, 4)",0.5810165,10,5,0,10
32,16,64,32,54,1,0,0,"(0, 2, 1, 3, 4)",1.232482,10,5,0,10
256,32,64,32,20,1,0,1,"(3, 0, 1, 2, 4)",127.802453,10,5,0,10
8,32,64,4,116,2,1,1,"(2, 3, 1, 0, 4)",447.785472,10,5,0,10
8,2,2,1,18,1,1,0,"(2, 0, 3, 1, 4)",19.8377495,10,5,0,10
4,4,2,4,16,0,0,0,"(0, 1, 3, 2, 4)",1.2696805,10,5,0,10
4,4,4,4,14,2,1,1,"(3, 2, 1, 0, 4)",7.072901,10,5,0,10
128,8,4,1,76,1,0,0,"(0, 2, 3, 1, 4)",0.5293675,10,5,0,10
2,64,8,64,38,0,1,0,"(0, 1, 2, 3, 4)",6.472493,10,5,0,10
32,4,4,256,80,1,1,0,"(0, 1, 3, 2, 4)",2.3276825,10,5,0,10
2,8,4,4,86,2,0,0,"(2, 1, 0, 3, 4)",11.7277435,10,5,0,10
128,32,1,8,52,2,1,0,"(0, 3, 2, 1, 4)",7.291975,10,5,0,10
128,4,32,16,122,0,1,0,"(1, 2, 3, 0, 4)",56.7866565,10,5,0,10
512,2,64,2,54,1,1,0,"(3, 0, 1, 2, 4)",132.72705000000002,10,5,0,10
64,16,32,128,94,0,0,1,"(2, 1, 3, 0, 4)",53.9017355,10,5,0,10
4,2,4,256,120,1,0,1,"(0, 3, 1, 2, 4)",2.486012,10,5,0,10
128,16,4,8,98,1,0,0,"(3, 1, 2, 0, 4)",7.4273535,10,5,0,10
1,1,4,64,56,1,0,0,"(0, 2, 1, 3, 4)",3.906863,10,5,0,10
512,64,4,64,26,0,0,0,"(0, 3, 2, 1, 4)",1.637515,10,5,0,10
512,2,32,1,112,0,1,0,"(0, 2, 1, 3, 4)",0.660325,10,5,0,10
128,4,2,2,24,2,1,1,"(3, 0, 2, 1, 4)",3.865962,10,5,0,10
32,2,2,1,76,2,0,1,"(2, 1, 0, 3, 4)",6.7556105,10,5,0,10
512,16,16,1,110,1,1,1,"(3, 0, 1, 2, 4)",31.690241,10,5,0,10
