chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
16,2,8,4,7,1,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,2.145035
1024,4,16,128,5,0,0,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,40.9823795
64,1,64,8,16,0,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,182.703304
8,32,32,128,16,0,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,4.999008
64,32,1,1,4,0,0,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,2.0249395
256,2,64,2,18,2,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,126.02073999999999
256,2,4,256,14,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,2.9285815
1024,4,2,64,3,2,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,7.226856
32,64,8,128,12,1,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,4.5611505
8,32,8,128,16,1,1,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,2.56815
128,8,8,64,7,0,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,1.8617135
256,32,32,8,5,1,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,8.837195999999999
32,32,32,128,4,0,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,7.3908035000000005
2,1,8,2,18,1,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,13.774631
32,64,1,128,17,0,1,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,1.685866
256,1,2,32,7,2,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,5.807626
512,32,16,256,16,0,1,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,65.244776
64,4,1,32,13,2,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,2.116963
32,4,4,128,3,0,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,2.914058
64,16,32,16,8,0,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,87.098375
16,1,4,1,2,2,1,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,6.9452015
16,2,4,2,2,0,0,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,8.733933
512,16,16,4,9,0,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,2.8812819999999997
2,16,2,8,18,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,5.16791
1,1,8,64,13,1,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,18.480151
4,64,4,32,18,1,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,11.030339000000001
64,1,2,4,5,1,1,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,2.3071349999999997
1024,1,16,128,16,1,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,38.9390815
8,4,32,1,15,1,0,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,68.703639
256,8,4,256,20,0,1,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,3.8062515
64,4,4,128,19,2,0,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,7.9188285
1,32,8,32,19,0,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,942.4003164999999
2,2,64,256,11,0,0,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,6.808001
256,8,8,256,20,2,1,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,16.731070000000003
2,4,32,128,15,2,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,7.3091325000000005
4,16,64,8,13,1,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,1046.463094
16,8,1,16,5,1,0,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,2.013319
256,32,4,256,19,1,0,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,7.956696
1,64,4,128,2,2,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,651.2142425
512,4,1,32,6,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,5.2067745
1,8,16,128,19,1,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,460.06874700000003
16,1,8,64,20,2,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,3.2355785
1,4,1,1,5,0,0,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,9.383123000000001
512,4,4,2,6,0,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,7.989138499999999
512,2,64,1,12,2,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,190.567071
64,64,32,256,17,0,0,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,69.25777450000001
1024,4,32,8,4,2,1,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,64.2246195
1,32,1,2,20,1,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,205.3988235
2,4,4,16,5,0,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,22.6262075
512,1,8,4,18,0,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,0.74963
32,8,64,1,10,1,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,142.74433449999998
2,1,1,8,14,1,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,2.1192954999999998
16,2,8,64,11,0,0,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,15.828270499999999
8,16,16,4,2,1,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,35.8587065
64,64,4,8,3,1,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,14.5147575
128,4,32,4,9,1,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,3.450436
256,64,2,128,20,1,1,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,4.0212295000000005
256,64,1,256,6,2,1,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,1.9236559999999998
32,8,16,256,15,2,1,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,38.9610465
4,64,64,256,14,2,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,4159.933654
1,2,32,2,7,0,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,155.964181
2,64,2,8,8,2,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,40.578948999999994
1024,16,1,2,13,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,2.687656
128,1,16,2,4,0,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,5.20401
1,64,8,128,16,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,32.021221499999996
128,64,4,256,4,1,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,11.8105195
128,16,64,1,6,2,1,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,12.309706
256,64,1,1,6,1,0,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,2.3161325
2,8,8,4,8,0,0,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,77.974952
2,4,16,4,8,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,7.3396555
1,32,2,32,3,1,0,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,154.928962
64,2,32,16,18,0,0,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,3.12814
16,16,16,1,5,2,0,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,6.274342
128,2,2,256,18,0,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,4.003828
32,8,8,4,3,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,3.923851
512,8,16,16,19,0,0,0,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,44.6792165
16,16,64,32,3,0,0,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,12.0727735
512,16,64,256,16,0,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,128.151279
128,32,64,4,4,2,0,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,260.3203735
4,64,1,256,12,1,1,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,12.9632095
128,4,32,256,10,2,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,116.782534
8,1,1,128,7,2,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,1.9265444999999999
32,4,32,2,3,2,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,70.6437705
16,2,8,4,10,2,0,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,17.458382999999998
2,32,4,256,14,1,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,8.180163499999999
8,16,64,4,8,1,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,36.6232635
32,2,32,16,5,1,1,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,75.357907
512,32,1,1,13,0,1,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,1.9586835
128,1,2,32,9,2,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,4.9096135
16,1,32,2,5,0,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,6.592415000000001
2,32,64,256,11,0,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,3773.136601
128,8,2,2,4,2,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,3.5583565
16,16,2,128,9,2,1,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,4.631746
128,4,1,64,5,0,1,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,1.907363
64,2,2,2,5,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,2.4829
16,2,4,1,3,2,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,7.99905
64,8,1,64,5,1,0,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,1.9429035
32,32,16,64,8,2,0,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,4.519578
1,4,32,8,15,1,1,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,380.366511
8,32,64,16,9,0,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,23.9976795
256,64,8,64,13,1,0,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,3.250489
1024,64,32,2,7,2,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,7.841886000000001
64,1,2,1,14,0,1,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,4.390486
1024,64,4,2,13,1,1,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,0.6926415
128,8,2,8,4,1,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,3.148859
2,32,16,16,10,2,1,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,556.1938250000001
1,16,1,128,11,1,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,12.527941
1,16,1,1,17,2,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,7.0071435
1,4,8,4,13,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,9.911060500000001
64,1,1,32,16,1,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,2.0259195
512,32,2,64,8,2,0,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,4.3084335
128,2,1,4,3,2,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,2.6841464999999998
4,16,4,32,15,1,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,3.583904
512,8,64,2,8,1,0,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,128.414936
256,1,2,64,7,0,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,5.822382
4,4,64,16,19,2,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,173.8897955
1024,64,4,64,3,2,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,8.00769
4,1,4,4,13,0,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,8.356892
8,2,1,1,7,0,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,3.1199339999999998
16,2,32,1,12,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,31.5930345
32,64,16,1,4,2,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,12.6183645
2,4,16,128,15,0,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,63.3453925
1,16,8,128,10,1,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,14.391846000000001
128,4,16,64,15,0,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,34.731826
8,4,8,256,8,1,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,2.003368
2,64,4,2,9,2,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,86.999651
64,32,2,8,19,2,0,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,4.4138145
1,32,1,128,17,1,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,80.8792995
16,32,32,16,19,2,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,8.778857
64,2,1,128,10,2,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,2.392515
32,16,8,8,2,0,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,33.0103965
128,1,16,128,7,2,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,4.8642945
256,4,32,1,18,1,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,0.9609665000000001
1024,16,1,4,16,0,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,3.3260959999999997
64,2,32,2,18,1,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,67.680364
2,64,1,8,9,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,27.041528
1024,1,64,8,13,1,1,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,3.0939495
1,1,1,8,18,0,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,2.7352594999999997
128,64,2,4,14,1,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,5.8253655
8,16,16,16,6,0,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,130.96722649999998
512,16,64,128,10,1,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,7.230218499999999
32,2,1,8,19,2,1,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,2.2911145
8,2,64,32,7,2,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,250.6117685
4,8,4,256,3,1,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,5.8839995
16,32,64,32,19,1,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,5.6912945
4,4,4,1,14,0,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,7.953316
2,8,16,256,3,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,23.4978715
16,2,8,8,8,0,0,0,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,17.4839365
16,4,1,8,10,1,1,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,1.9109235
4,8,8,1,7,2,0,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,39.0717765
256,4,4,4,3,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,5.8783405
256,1,16,4,9,1,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1.617426
1,1,64,256,7,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,4.234592
2,8,8,8,4,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,22.096420000000002
32,64,64,1,16,1,0,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,251.729774
1024,4,4,1,6,2,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,7.968658
4,32,1,256,6,1,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,18.682499999999997
2,32,64,32,4,1,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,2224.803729
32,64,4,128,16,0,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,2.0612624999999998
2,64,1,2,18,0,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,70.926395
1024,1,16,8,9,0,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,38.904630499999996
16,32,2,4,16,1,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,2.354031
16,32,1,64,7,1,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,4.698819
128,4,1,1,18,1,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1.377377
512,16,16,32,16,1,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,2.1028275
256,32,16,256,20,0,1,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,65.1953445
4,1,4,1,17,1,0,1,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,9.522695
2,1,2,4,11,0,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,5.4506005
64,2,2,8,6,2,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,2.211748
64,32,1,8,2,2,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,20.7939605
512,8,8,32,15,0,1,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,15.8876355
4,4,8,32,3,0,0,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,6.0793045
1,32,32,256,19,2,1,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,4185.905912
128,64,8,4,6,2,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,9.720304500000001
16,8,32,128,16,0,0,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,1.7633770000000002
64,2,8,128,19,0,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,2.268848
32,2,2,128,16,0,1,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,1.067591
1024,1,8,16,16,0,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,17.9255535
64,8,64,2,9,0,0,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,6.110189
64,4,1,64,16,1,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,0.7753825
1024,64,8,2,20,1,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,0.6878565000000001
1,1,64,32,4,0,0,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,7.5300125
1024,8,4,32,2,0,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,8.012216500000001
4,8,1,64,3,0,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,3.9832270000000003
128,1,32,256,19,0,1,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,80.257752
2,4,32,128,3,1,0,1,"(3, 2, 0, 1, 4)",5,0.0,10.0,10,126.423385
1,1,16,256,15,2,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,4.0131225
64,2,64,4,14,1,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,5.506448000000001
64,1,32,128,14,0,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,77.8692035
1024,8,32,8,13,2,0,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,5.027146500000001
128,8,4,256,4,0,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,7.0908665
4,16,4,32,15,0,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,2.3034410000000003
1024,8,8,1,13,2,0,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,16.3399955
128,1,64,256,7,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,4.644358
4,2,2,32,11,1,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1.5839235
2,64,4,64,19,0,0,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,321.6034165
1024,32,2,2,12,0,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,9.272424
2,2,1,128,13,2,0,0,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,2.0448405000000003
512,64,32,64,16,1,0,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,63.3633085
2,32,32,8,7,2,1,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,79.08719350000001
32,16,8,2,9,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,4.237404
2,32,2,256,7,1,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,69.498915
128,8,8,4,8,1,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,19.846760000000003
1,2,1,16,18,2,1,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1.3357775
4,64,4,4,12,2,0,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,160.87526450000001
64,1,64,2,20,2,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,125.9905325
256,8,2,1,9,2,0,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,8.241673500000001
512,2,4,16,4,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,5.4721255
1024,4,8,64,11,1,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,29.176333
1,32,16,2,10,2,0,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,124.057422
512,2,8,256,5,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,6.063734999999999
256,32,4,1,3,0,1,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,9.447486999999999
1,16,64,256,10,0,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,103.75435949999999
2,32,1,2,11,2,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,37.62407
128,4,4,128,4,1,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,10.114673499999999
1,8,16,256,4,2,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,458.00933150000003
128,4,4,2,14,1,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,8.847601000000001
16,8,2,16,14,1,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,5.7625615
32,2,16,128,17,2,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,3.7536050000000003
512,2,64,8,12,1,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,9.923147499999999
128,64,32,8,15,1,0,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,4.5003625
4,4,2,2,12,1,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,4.261938
4,1,64,128,4,1,1,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,126.2828305
8,4,2,32,5,2,0,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,2.6741245
4,4,4,1,18,2,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,2.5077205
128,16,64,64,7,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,7.9585505
1024,8,2,1,10,1,1,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,5.006138
16,2,1,256,7,2,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,1.816814
16,8,1,16,2,0,0,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,27.331881000000003
8,64,32,16,8,1,0,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,922.9724575
2,2,2,128,12,1,1,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,1.9425205
64,32,2,64,3,0,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,4.45815
1,8,4,32,7,0,1,1,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,63.6995055
2,64,64,128,14,2,1,1,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,202.66887400000002
128,64,8,1,7,1,1,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1.7867
256,2,1,128,8,2,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,2.379464
64,8,32,64,17,2,1,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,4.1899225
16,2,8,128,20,2,0,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,21.011343
512,64,2,2,16,2,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1.3406875
256,64,1,16,10,0,1,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,1.384906
256,64,32,2,19,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,3.756119
4,4,64,1,6,2,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,7.155827
1024,4,1,16,2,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,19.661469
16,16,64,2,2,0,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,20.6816625
1,1,1,256,14,2,1,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1.304261
2,8,8,64,15,1,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,76.432107
64,1,32,256,7,1,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,6.944751
2,32,64,128,20,1,0,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,2019.097665
256,2,4,64,6,2,1,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,12.9007775
2,32,32,64,3,2,0,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,146.032555
32,8,8,64,2,1,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,15.9242275
2,2,4,128,18,1,0,1,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,7.9725795
128,64,2,16,9,0,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,5.8136685
1,16,16,64,18,0,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,915.930719
1024,8,8,1,2,1,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,18.1717975
32,64,8,8,14,0,1,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,3.7800909999999996
4,8,16,1,9,2,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,13.748514
1024,32,64,1,5,0,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,159.44793249999998
32,16,64,128,12,0,0,1,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,142.8739665
512,64,2,64,12,0,1,0,"(2, 3, 1, 0, 4)",5,0.0,10.0,10,3.9662129999999998
256,16,16,1,11,1,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,38.928358
128,2,16,1,8,1,0,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,2.5386255
32,1,32,4,7,1,0,0,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,77.9473945
128,16,2,32,3,1,1,0,"(3, 1, 2, 0, 4)",5,0.0,10.0,10,4.0020145
16,2,64,4,6,2,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,143.60253699999998
16,16,4,4,15,1,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,14.4420535
32,16,8,4,19,0,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,20.5739335
32,8,8,256,5,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,3.0681795
1,32,64,4,19,1,0,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,425.8817255
64,4,1,8,5,0,1,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,2.0064105000000003
