chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
8,16,2,8,16,0,1,1,"(3, 0, 1, 2, 4)",13.6529925,10,5,0,10
128,1,8,2,12,2,0,1,"(3, 2, 0, 1, 4)",27.5617695,10,5,0,10
1,8,16,128,2,1,1,0,"(0, 2, 1, 3, 4)",53.735273500000005,10,5,0,10
256,64,8,8,16,0,0,0,"(0, 1, 2, 3, 4)",1.05454,10,5,0,10
1,2,4,1,6,0,1,0,"(3, 0, 2, 1, 4)",26.5647715,10,5,0,10
4,32,1,256,16,2,0,1,"(2, 1, 3, 0, 4)",25.4436645,10,5,0,10
32,16,64,4,6,2,0,1,"(1, 2, 0, 3, 4)",11.818102,10,5,0,10
64,8,32,16,4,0,1,0,"(1, 3, 0, 2, 4)",137.42413299999998,10,5,0,10
32,2,1,8,20,2,1,1,"(2, 3, 1, 0, 4)",2.928772,10,5,0,10
32,32,1,2,4,0,0,0,"(3, 2, 0, 1, 4)",2.8766865,10,5,0,10
2,64,64,4,20,1,1,1,"(0, 1, 2, 3, 4)",122.283096,10,5,0,10
2,32,32,128,4,1,1,1,"(2, 1, 0, 3, 4)",115.6831195,10,5,0,10
512,2,1,8,12,0,0,0,"(2, 3, 1, 0, 4)",2.906263,10,5,0,10
256,8,32,128,18,2,1,1,"(3, 1, 0, 2, 4)",108.11112,10,5,0,10
1,16,16,4,8,2,0,1,"(1, 2, 0, 3, 4)",89.34225649999999,10,5,0,10
64,16,2,128,8,2,0,1,"(2, 1, 0, 3, 4)",9.505089,10,5,0,10
128,16,64,8,18,2,1,1,"(1, 2, 0, 3, 4)",9.7937405,10,5,0,10
64,64,4,4,18,0,0,0,"(2, 0, 1, 3, 4)",3.856621,10,5,0,10
64,1,4,8,14,2,1,1,"(3, 0, 2, 1, 4)",13.906905,10,5,0,10
1,16,64,4,20,0,1,0,"(2, 3, 0, 1, 4)",3431.198065,10,5,0,10
128,4,1,128,18,2,0,1,"(3, 2, 1, 0, 4)",2.876785,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.0319305,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.0974925,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.1543135,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.2224185,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.032106,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.105119,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.1191815,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.0613385,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.262366,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.01668,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.293447,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.0585370000000003,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.0075175,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.099913,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.0229975,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",1.9546475,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.02037,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.10402,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.1175925,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.0951745,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",1.990189,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.0892505,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.0938535,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.0700835,10,5,0,10
16,16,16,1,12,0,0,0,"(0, 1, 2, 3, 4)",2.1962075,10,5,0,10
16,32,16,64,6,0,0,1,"(1, 0, 2, 3, 4)",4.8711515,10,5,0,10
64,1,2,16,2,1,1,1,"(3, 2, 1, 0, 4)",8.655567,10,5,0,10
256,4,1,16,2,0,0,0,"(2, 1, 0, 3, 4)",39.1775315,10,5,0,10
8,1,8,1,6,0,1,0,"(0, 1, 2, 3, 4)",3.8065905,10,5,0,10
256,2,32,1,10,2,0,1,"(0, 2, 3, 1, 4)",7.736463499999999,10,5,0,10
256,4,16,1,4,2,0,1,"(2, 0, 1, 3, 4)",9.0624525,10,5,0,10
64,1,32,4,16,1,0,1,"(2, 1, 0, 3, 4)",10.377057,10,5,0,10
128,8,4,64,14,2,0,1,"(2, 1, 0, 3, 4)",9.285089,10,5,0,10
1024,4,16,32,18,0,0,0,"(2, 0, 3, 1, 4)",5.199217,10,5,0,10
8,32,1,4,4,0,0,1,"(3, 2, 1, 0, 4)",11.146987,10,5,0,10
256,2,1,1,14,1,1,1,"(1, 2, 3, 0, 4)",2.9217785000000003,10,5,0,10
256,1,8,8,12,2,0,0,"(0, 1, 2, 3, 4)",3.6198605,10,5,0,10
8,8,4,8,18,0,1,1,"(3, 1, 2, 0, 4)",13.5392355,10,5,0,10
16,64,2,256,2,2,0,1,"(1, 0, 2, 3, 4)",35.226061,10,5,0,10
64,8,4,64,2,1,1,0,"(2, 0, 1, 3, 4)",12.892992,10,5,0,10
16,2,64,2,12,0,0,0,"(3, 2, 0, 1, 4)",217.20511,10,5,0,10
4,8,8,4,8,1,0,0,"(3, 0, 2, 1, 4)",53.7674575,10,5,0,10
256,64,64,1,8,2,1,1,"(3, 0, 1, 2, 4)",227.1679605,10,5,0,10
512,64,2,4,8,1,1,1,"(3, 2, 0, 1, 4)",6.916478,10,5,0,10
1,1,64,64,14,2,1,0,"(1, 0, 3, 2, 4)",9.410847,10,5,0,10
1,64,4,4,10,0,1,0,"(0, 3, 1, 2, 4)",99.8033575,10,5,0,10
512,32,32,2,10,0,1,0,"(1, 3, 2, 0, 4)",98.1506685,10,5,0,10
2,32,64,2,8,0,0,1,"(0, 1, 2, 3, 4)",105.5001345,10,5,0,10
64,1,1,16,20,0,0,0,"(2, 3, 1, 0, 4)",2.927538,10,5,0,10
256,8,1,64,4,2,0,1,"(1, 2, 3, 0, 4)",2.907806,10,5,0,10
16,16,64,4,2,0,1,1,"(2, 0, 1, 3, 4)",31.833896000000003,10,5,0,10
256,1,64,1,6,2,1,1,"(0, 1, 2, 3, 4)",8.572637,10,5,0,10
64,4,32,64,2,0,1,1,"(1, 0, 3, 2, 4)",28.296039,10,5,0,10
4,1,64,256,4,2,0,1,"(1, 0, 2, 3, 4)",12.6844615,10,5,0,10
128,8,1,64,2,1,0,1,"(2, 1, 3, 0, 4)",2.9411515,10,5,0,10
512,16,1,64,10,0,1,1,"(3, 1, 0, 2, 4)",3.1847915,10,5,0,10
1024,64,32,2,4,1,1,0,"(0, 2, 3, 1, 4)",14.242555,10,5,0,10
32,1,8,1,4,2,0,0,"(0, 2, 3, 1, 4)",7.9953235,10,5,0,10
4,8,1,128,14,1,1,1,"(1, 0, 3, 2, 4)",2.250874,10,5,0,10
1024,32,8,64,14,2,1,1,"(3, 0, 1, 2, 4)",28.8085495,10,5,0,10
512,64,16,16,20,2,0,0,"(0, 3, 2, 1, 4)",4.0920765,10,5,0,10
64,4,16,32,8,1,1,1,"(2, 0, 3, 1, 4)",4.2265075,10,5,0,10
32,4,4,64,8,0,0,0,"(2, 3, 0, 1, 4)",12.38164,10,5,0,10
2,32,32,128,18,0,1,1,"(3, 2, 1, 0, 4)",1716.150411,10,5,0,10
512,1,64,256,18,2,1,1,"(3, 2, 1, 0, 4)",214.052256,10,5,0,10
32,2,32,16,4,0,0,1,"(0, 2, 3, 1, 4)",14.3765985,10,5,0,10
32,1,4,128,10,1,1,0,"(0, 1, 2, 3, 4)",1.3341145,10,5,0,10
512,32,1,8,12,1,0,1,"(3, 0, 1, 2, 4)",3.290271,10,5,0,10
4,1,2,64,18,2,1,1,"(0, 1, 2, 3, 4)",1.31446,10,5,0,10
256,4,8,256,2,0,1,0,"(2, 3, 0, 1, 4)",25.0313555,10,5,0,10
512,2,1,4,8,1,1,1,"(3, 2, 0, 1, 4)",3.3822530000000004,10,5,0,10
16,2,8,32,6,0,1,1,"(2, 3, 1, 0, 4)",24.7936445,10,5,0,10
8,16,2,64,8,2,0,1,"(0, 3, 2, 1, 4)",4.495631,10,5,0,10
1024,64,2,256,18,0,0,0,"(0, 1, 2, 3, 4)",9.9045455,10,5,0,10
4,1,16,1,4,2,0,0,"(0, 1, 3, 2, 4)",9.429354,10,5,0,10
4,2,1,32,4,1,1,0,"(0, 1, 3, 2, 4)",4.434518499999999,10,5,0,10
128,8,8,8,14,2,1,1,"(2, 0, 3, 1, 4)",3.2737375,10,5,0,10
1,4,16,128,6,1,0,0,"(0, 2, 1, 3, 4)",9.6482765,10,5,0,10
1024,16,1,8,16,1,0,1,"(2, 3, 1, 0, 4)",3.1550425,10,5,0,10
128,32,2,2,4,0,0,0,"(1, 0, 2, 3, 4)",4.329255,10,5,0,10
4,16,32,16,16,0,1,0,"(0, 2, 1, 3, 4)",5.8362885,10,5,0,10
1,4,8,32,12,0,0,0,"(2, 0, 1, 3, 4)",6.5495730000000005,10,5,0,10
256,4,32,1,12,0,0,1,"(1, 3, 2, 0, 4)",137.2327905,10,5,0,10
256,4,64,128,2,1,1,1,"(1, 3, 0, 2, 4)",225.696702,10,5,0,10
1,2,64,4,12,1,1,1,"(2, 1, 3, 0, 4)",428.9846215,10,5,0,10
1,16,16,32,4,1,1,0,"(2, 1, 3, 0, 4)",857.7751575,10,5,0,10
1,16,64,1,10,1,1,1,"(0, 1, 2, 3, 4)",323.023361,10,5,0,10
128,32,64,32,20,1,1,1,"(2, 3, 1, 0, 4)",214.757257,10,5,0,10
512,64,4,64,4,0,0,1,"(3, 0, 1, 2, 4)",14.274489,10,5,0,10
512,32,2,32,8,2,1,1,"(2, 1, 0, 3, 4)",16.083757499999997,10,5,0,10
4,1,1,256,8,2,0,1,"(0, 1, 2, 3, 4)",2.0459565,10,5,0,10
4,8,8,16,20,0,0,1,"(0, 1, 2, 3, 4)",1.581894,10,5,0,10
2,16,32,128,10,1,1,0,"(2, 3, 1, 0, 4)",790.007514,10,5,0,10
512,4,8,1,16,0,0,1,"(3, 0, 1, 2, 4)",29.2674615,10,5,0,10
512,32,8,8,18,2,0,0,"(1, 3, 0, 2, 4)",28.098072,10,5,0,10
128,32,16,2,2,2,1,0,"(1, 3, 2, 0, 4)",49.0192735,10,5,0,10
1,4,8,64,8,0,0,1,"(2, 1, 3, 0, 4)",144.6920465,10,5,0,10
1024,32,2,4,4,2,1,1,"(0, 3, 2, 1, 4)",8.420966,10,5,0,10
128,2,16,16,8,2,0,1,"(0, 3, 2, 1, 4)",7.659805,10,5,0,10
512,1,32,256,14,2,0,0,"(0, 3, 2, 1, 4)",12.8496975,10,5,0,10
4,16,8,16,12,0,0,0,"(0, 3, 2, 1, 4)",5.826084,10,5,0,10
16,4,64,1,12,2,1,0,"(2, 1, 3, 0, 4)",214.556966,10,5,0,10
256,1,4,2,20,1,1,1,"(3, 0, 2, 1, 4)",14.0936255,10,5,0,10
4,8,64,8,16,0,0,0,"(1, 3, 0, 2, 4)",439.43402,10,5,0,10
2,16,2,4,8,2,1,0,"(1, 2, 0, 3, 4)",22.655797,10,5,0,10
16,16,4,256,6,0,0,0,"(2, 1, 0, 3, 4)",3.708085,10,5,0,10
4,32,2,1,8,1,1,0,"(1, 3, 0, 2, 4)",55.632864,10,5,0,10
32,32,32,16,14,1,0,0,"(3, 1, 2, 0, 4)",107.3517255,10,5,0,10
4,4,64,64,18,2,0,1,"(0, 2, 3, 1, 4)",8.221540000000001,10,5,0,10
16,64,1,4,6,0,1,0,"(1, 2, 3, 0, 4)",12.030548,10,5,0,10
1,64,64,64,18,2,0,0,"(0, 3, 1, 2, 4)",381.1872735,10,5,0,10
32,4,4,1,4,0,1,0,"(1, 0, 2, 3, 4)",6.790212,10,5,0,10
512,1,16,8,10,0,1,0,"(2, 1, 0, 3, 4)",10.0878745,10,5,0,10
64,4,32,4,4,1,0,0,"(3, 1, 0, 2, 4)",112.762496,10,5,0,10
64,32,4,256,8,2,0,1,"(0, 2, 3, 1, 4)",3.9202965,10,5,0,10
4,2,2,256,6,2,0,0,"(2, 1, 3, 0, 4)",6.877567,10,5,0,10
32,2,8,4,8,1,0,1,"(0, 1, 3, 2, 4)",2.255641,10,5,0,10
64,32,32,64,18,0,1,0,"(2, 0, 3, 1, 4)",5.0599015000000005,10,5,0,10
2,64,16,4,10,1,1,0,"(2, 1, 3, 0, 4)",2175.095228,10,5,0,10
1,64,16,2,20,0,1,1,"(3, 0, 2, 1, 4)",3500.874361,10,5,0,10
512,16,4,4,20,1,0,0,"(3, 0, 1, 2, 4)",14.146769,10,5,0,10
2,8,4,32,14,0,1,1,"(2, 0, 3, 1, 4)",7.6988045,10,5,0,10
1,1,16,1,20,0,0,1,"(3, 0, 2, 1, 4)",41.8408215,10,5,0,10
64,2,2,16,12,1,0,1,"(1, 2, 0, 3, 4)",4.6673155,10,5,0,10
128,1,2,32,18,2,0,1,"(1, 2, 3, 0, 4)",6.899020999999999,10,5,0,10
128,16,16,4,20,0,0,0,"(1, 0, 3, 2, 4)",1.71268,10,5,0,10
1,8,32,16,14,1,0,1,"(0, 3, 2, 1, 4)",78.88608400000001,10,5,0,10
8,1,32,4,4,0,0,0,"(1, 0, 3, 2, 4)",16.922868,10,5,0,10
128,1,8,16,6,2,0,1,"(0, 1, 2, 3, 4)",6.390779500000001,10,5,0,10
1024,32,4,128,18,1,1,1,"(2, 3, 0, 1, 4)",13.969168,10,5,0,10
128,32,8,256,8,1,0,0,"(0, 2, 3, 1, 4)",3.59137,10,5,0,10
1,4,32,256,8,1,1,1,"(2, 3, 1, 0, 4)",394.3039325,10,5,0,10
4,32,1,32,14,1,0,1,"(1, 0, 3, 2, 4)",6.168061,10,5,0,10
4,2,64,8,14,1,1,0,"(3, 0, 1, 2, 4)",220.9729885,10,5,0,10
256,16,4,32,16,0,0,1,"(3, 1, 0, 2, 4)",13.624881,10,5,0,10
4,32,64,1,8,1,0,1,"(0, 3, 1, 2, 4)",1056.737181,10,5,0,10
256,64,16,1,8,2,0,1,"(3, 2, 0, 1, 4)",52.7460615,10,5,0,10
32,1,4,4,20,0,0,0,"(3, 0, 2, 1, 4)",13.969565,10,5,0,10
128,64,64,32,2,0,0,0,"(3, 1, 2, 0, 4)",213.755942,10,5,0,10
64,64,1,1,8,2,0,1,"(1, 2, 3, 0, 4)",3.0740860000000003,10,5,0,10
128,32,2,64,6,2,0,1,"(3, 0, 2, 1, 4)",7.588316499999999,10,5,0,10
64,4,1,64,20,0,0,1,"(2, 1, 3, 0, 4)",2.94302,10,5,0,10
1,1,32,256,6,1,1,0,"(0, 1, 3, 2, 4)",4.344143,10,5,0,10
2,2,16,64,16,1,0,0,"(0, 3, 1, 2, 4)",1.9985935,10,5,0,10
16,8,16,256,8,0,1,0,"(1, 0, 2, 3, 4)",2.413623,10,5,0,10
32,64,1,1,8,0,1,1,"(3, 0, 2, 1, 4)",5.869802,10,5,0,10
512,2,1,8,4,0,1,0,"(3, 2, 1, 0, 4)",2.8868725,10,5,0,10
32,16,64,1,18,0,1,1,"(1, 0, 2, 3, 4)",2.6949855,10,5,0,10
128,16,32,2,4,0,1,1,"(0, 1, 3, 2, 4)",9.40516,10,5,0,10
16,4,64,128,14,1,1,1,"(2, 1, 3, 0, 4)",214.5880075,10,5,0,10
512,4,8,256,18,0,0,0,"(0, 1, 2, 3, 4)",7.958206,10,5,0,10
2,4,4,64,6,2,0,1,"(2, 1, 3, 0, 4)",34.412708,10,5,0,10
512,16,4,16,20,0,1,0,"(2, 1, 3, 0, 4)",13.527071,10,5,0,10
1,2,64,256,6,0,1,0,"(1, 3, 2, 0, 4)",429.144457,10,5,0,10
16,4,4,16,2,0,0,1,"(1, 3, 0, 2, 4)",14.5561715,10,5,0,10
128,16,32,128,10,1,1,1,"(2, 3, 0, 1, 4)",98.464801,10,5,0,10
32,2,4,4,20,0,0,1,"(0, 2, 3, 1, 4)",0.8615775,10,5,0,10
1,8,32,128,16,0,1,1,"(3, 1, 0, 2, 4)",867.7038170000001,10,5,0,10
16,4,32,128,8,1,1,0,"(2, 0, 3, 1, 4)",7.307824,10,5,0,10
1,8,4,16,10,2,0,1,"(3, 0, 1, 2, 4)",108.564913,10,5,0,10
1,2,16,32,8,2,0,0,"(2, 0, 3, 1, 4)",12.798226,10,5,0,10
1024,64,2,4,18,1,1,0,"(0, 3, 2, 1, 4)",1.6352544999999998,10,5,0,10
1024,1,4,8,6,2,0,1,"(1, 3, 0, 2, 4)",13.497369,10,5,0,10
128,2,2,8,6,1,1,1,"(2, 0, 3, 1, 4)",1.7735225,10,5,0,10
2,8,1,8,18,1,1,0,"(3, 2, 1, 0, 4)",11.042552,10,5,0,10
64,32,64,128,16,0,0,1,"(1, 2, 0, 3, 4)",8.0441435,10,5,0,10
4,8,2,4,6,1,1,1,"(0, 3, 2, 1, 4)",9.3785895,10,5,0,10
128,4,2,64,10,0,1,1,"(2, 3, 0, 1, 4)",6.4070125,10,5,0,10
1024,2,8,128,20,2,1,0,"(3, 1, 2, 0, 4)",26.931397,10,5,0,10
512,1,16,8,8,2,1,0,"(1, 0, 2, 3, 4)",11.124423,10,5,0,10
512,16,2,4,20,1,0,0,"(1, 2, 0, 3, 4)",19.4992115,10,5,0,10
512,2,4,128,20,0,0,0,"(1, 2, 0, 3, 4)",21.938885,10,5,0,10
256,32,1,16,8,0,0,0,"(2, 1, 3, 0, 4)",2.924727,10,5,0,10
16,8,4,1,2,1,0,1,"(2, 0, 3, 1, 4)",22.564575,10,5,0,10
1,16,8,256,10,2,0,0,"(3, 1, 0, 2, 4)",433.8118325,10,5,0,10
128,2,1,4,4,2,1,1,"(0, 1, 3, 2, 4)",3.6175845,10,5,0,10
128,4,64,2,4,1,1,0,"(2, 1, 0, 3, 4)",25.411687,10,5,0,10
1024,8,16,16,6,2,0,0,"(0, 3, 1, 2, 4)",7.281207999999999,10,5,0,10
256,8,2,128,18,2,1,1,"(1, 0, 3, 2, 4)",5.5423095,10,5,0,10
128,1,2,4,16,1,1,0,"(1, 3, 0, 2, 4)",6.372282,10,5,0,10
128,4,1,1,6,0,1,0,"(1, 3, 0, 2, 4)",3.659938,10,5,0,10
2,64,4,256,2,2,1,1,"(3, 1, 2, 0, 4)",428.3705695,10,5,0,10
256,1,4,64,4,2,0,0,"(1, 0, 2, 3, 4)",14.151914,10,5,0,10
128,2,1,128,4,2,1,0,"(1, 0, 2, 3, 4)",14.2244195,10,5,0,10
1024,2,32,32,4,2,1,1,"(3, 2, 0, 1, 4)",112.937794,10,5,0,10
4,2,4,16,14,1,1,0,"(3, 0, 1, 2, 4)",14.105131,10,5,0,10
32,2,16,1,12,1,0,0,"(2, 3, 1, 0, 4)",49.4196025,10,5,0,10
256,4,1,128,20,1,0,0,"(0, 3, 2, 1, 4)",2.4356275,10,5,0,10
64,2,4,32,4,1,1,0,"(3, 0, 1, 2, 4)",13.808231500000002,10,5,0,10
128,32,4,4,2,1,1,0,"(0, 3, 2, 1, 4)",8.2511315,10,5,0,10
1024,2,16,4,18,2,1,0,"(0, 1, 3, 2, 4)",4.527077500000001,10,5,0,10
128,2,16,256,6,2,1,0,"(1, 0, 3, 2, 4)",12.6192885,10,5,0,10
32,32,32,8,2,2,1,1,"(0, 3, 1, 2, 4)",18.023969,10,5,0,10
2,4,2,256,10,2,1,1,"(1, 3, 2, 0, 4)",12.4594075,10,5,0,10
8,2,16,4,12,1,0,1,"(3, 1, 2, 0, 4)",49.125264,10,5,0,10
256,32,4,8,20,1,0,1,"(2, 3, 1, 0, 4)",13.610058,10,5,0,10
2,8,2,4,6,2,1,1,"(2, 0, 1, 3, 4)",14.1521045,10,5,0,10
256,2,2,2,2,0,1,1,"(2, 3, 0, 1, 4)",6.9152835,10,5,0,10
8,4,32,16,2,1,0,0,"(2, 1, 0, 3, 4)",21.5808985,10,5,0,10
256,64,8,1,12,0,0,1,"(0, 2, 3, 1, 4)",1.6310175,10,5,0,10
32,64,4,128,2,1,0,1,"(1, 2, 0, 3, 4)",22.5679515,10,5,0,10
1,4,32,2,2,1,0,1,"(2, 3, 1, 0, 4)",394.2126535,10,5,0,10
32,1,16,64,4,0,0,1,"(0, 3, 2, 1, 4)",6.073554,10,5,0,10
2,32,32,1,20,2,1,0,"(2, 1, 3, 0, 4)",2192.337965,10,5,0,10
32,2,16,32,18,0,0,0,"(3, 1, 0, 2, 4)",56.784657,10,5,0,10
256,2,8,2,8,0,1,0,"(2, 3, 0, 1, 4)",27.161865,10,5,0,10
64,1,32,2,18,0,0,1,"(0, 2, 1, 3, 4)",1.4609625,10,5,0,10
32,4,8,128,16,1,0,0,"(2, 0, 3, 1, 4)",1.4270295,10,5,0,10
4,2,16,1,16,2,0,0,"(2, 0, 3, 1, 4)",5.3726465,10,5,0,10
2,16,64,32,6,1,1,0,"(1, 3, 2, 0, 4)",1716.092196,10,5,0,10
32,32,64,2,4,0,1,1,"(0, 1, 2, 3, 4)",8.881098999999999,10,5,0,10
1024,8,2,128,10,1,0,1,"(2, 1, 0, 3, 4)",35.220476500000004,10,5,0,10
32,64,16,4,4,1,0,1,"(0, 1, 3, 2, 4)",9.779361,10,5,0,10
1,8,1,4,6,2,1,0,"(3, 0, 2, 1, 4)",22.601622,10,5,0,10
4,1,8,8,6,1,0,1,"(2, 0, 1, 3, 4)",3.886137,10,5,0,10
256,64,8,2,10,1,0,0,"(0, 1, 3, 2, 4)",1.747936,10,5,0,10
64,16,64,128,18,2,0,0,"(1, 0, 3, 2, 4)",7.1705055,10,5,0,10
512,2,16,8,12,0,0,1,"(3, 2, 0, 1, 4)",56.762549,10,5,0,10
64,2,2,16,20,2,1,0,"(0, 3, 2, 1, 4)",1.3279055,10,5,0,10
64,4,4,16,16,0,1,1,"(2, 3, 0, 1, 4)",12.3681055,10,5,0,10
512,32,16,16,2,1,1,0,"(1, 2, 0, 3, 4)",22.3936935,10,5,0,10
512,16,32,16,6,0,1,1,"(1, 3, 0, 2, 4)",109.0776245,10,5,0,10
256,16,16,2,12,1,1,0,"(0, 1, 2, 3, 4)",1.3339175,10,5,0,10
1,16,8,1,18,1,0,0,"(0, 3, 1, 2, 4)",514.4129075,10,5,0,10
1,4,2,4,14,1,1,0,"(1, 3, 2, 0, 4)",26.9484385,10,5,0,10
512,64,8,4,20,0,0,1,"(1, 3, 2, 0, 4)",26.888703,10,5,0,10
1024,2,4,256,16,2,1,1,"(1, 2, 0, 3, 4)",41.6539425,10,5,0,10
2,1,1,128,20,1,0,1,"(2, 0, 1, 3, 4)",2.1173035,10,5,0,10
1024,16,16,4,10,1,1,0,"(0, 2, 1, 3, 4)",2.1742685,10,5,0,10
256,2,16,2,14,0,1,0,"(0, 1, 3, 2, 4)",1.7803524999999998,10,5,0,10
16,16,16,256,10,0,0,1,"(0, 1, 3, 2, 4)",2.7449145,10,5,0,10
4,4,64,2,10,2,1,1,"(0, 3, 1, 2, 4)",11.025753000000002,10,5,0,10
1024,4,16,32,2,0,1,1,"(3, 0, 1, 2, 4)",58.4578435,10,5,0,10
512,64,4,64,6,0,0,1,"(0, 2, 3, 1, 4)",3.7983945,10,5,0,10
256,2,4,64,16,1,1,1,"(1, 0, 2, 3, 4)",7.210811,10,5,0,10
2,2,32,1,18,0,0,0,"(3, 0, 1, 2, 4)",110.7404325,10,5,0,10
1024,64,8,1,10,2,1,0,"(3, 1, 2, 0, 4)",26.8849375,10,5,0,10
32,16,8,2,14,0,1,1,"(3, 0, 1, 2, 4)",28.02284,10,5,0,10
1024,4,32,64,20,0,1,0,"(2, 0, 1, 3, 4)",6.5034825000000005,10,5,0,10
64,64,16,32,8,0,0,1,"(0, 3, 2, 1, 4)",2.705076,10,5,0,10
2,4,4,128,20,0,0,1,"(0, 2, 3, 1, 4)",1.756327,10,5,0,10
512,64,4,64,20,2,0,0,"(0, 2, 1, 3, 4)",2.6891665,10,5,0,10
1,64,16,2,20,0,0,1,"(1, 3, 0, 2, 4)",3503.00253,10,5,0,10
2,32,64,2,6,1,1,0,"(2, 3, 1, 0, 4)",3151.802533,10,5,0,10
2,1,32,64,12,1,0,1,"(3, 2, 0, 1, 4)",103.868761,10,5,0,10
256,1,2,256,18,2,1,1,"(1, 2, 3, 0, 4)",6.871722,10,5,0,10
4,1,16,8,20,0,0,0,"(2, 1, 0, 3, 4)",1.5590815,10,5,0,10
8,1,1,128,10,0,0,0,"(2, 3, 0, 1, 4)",2.862089,10,5,0,10
256,32,2,1,12,2,1,1,"(1, 3, 0, 2, 4)",6.830495,10,5,0,10
512,1,32,32,16,0,1,0,"(3, 0, 1, 2, 4)",111.8425975,10,5,0,10
4,64,8,4,20,0,0,0,"(3, 2, 1, 0, 4)",426.356727,10,5,0,10
256,32,32,256,14,2,1,1,"(0, 3, 1, 2, 4)",8.424071,10,5,0,10
1,1,1,2,20,0,1,1,"(2, 0, 1, 3, 4)",5.09088,10,5,0,10
32,32,4,256,6,2,1,0,"(2, 1, 3, 0, 4)",12.3220255,10,5,0,10
256,4,4,128,20,1,1,0,"(0, 1, 2, 3, 4)",2.6988365,10,5,0,10
32,2,32,8,4,0,1,0,"(3, 0, 1, 2, 4)",116.505144,10,5,0,10
16,1,16,2,18,1,0,1,"(0, 3, 2, 1, 4)",3.4181185000000003,10,5,0,10
256,8,8,1,8,1,0,0,"(0, 3, 2, 1, 4)",3.429033,10,5,0,10
32,32,16,256,2,1,0,0,"(2, 3, 1, 0, 4)",68.672018,10,5,0,10
32,1,32,4,18,0,1,0,"(0, 2, 1, 3, 4)",1.4890325,10,5,0,10
1,16,2,256,2,1,0,1,"(2, 0, 3, 1, 4)",96.5019675,10,5,0,10
4,8,16,8,20,2,0,0,"(3, 0, 2, 1, 4)",107.408482,10,5,0,10
16,4,16,16,4,2,0,1,"(1, 3, 2, 0, 4)",53.7944565,10,5,0,10
1,2,32,16,2,2,0,1,"(0, 3, 2, 1, 4)",36.8646245,10,5,0,10
32,4,1,8,4,0,0,1,"(1, 3, 0, 2, 4)",3.1876055,10,5,0,10
2,8,1,4,10,0,0,1,"(2, 3, 0, 1, 4)",12.06463,10,5,0,10
128,32,4,256,10,0,0,0,"(1, 3, 2, 0, 4)",12.260274,10,5,0,10
64,4,64,1,6,2,1,0,"(1, 2, 3, 0, 4)",213.2734455,10,5,0,10
1024,16,64,128,6,1,0,0,"(0, 2, 1, 3, 4)",13.1958855,10,5,0,10
128,64,64,16,4,2,0,0,"(1, 0, 2, 3, 4)",12.776193500000002,10,5,0,10
1,8,32,32,14,2,1,0,"(1, 0, 3, 2, 4)",43.989065,10,5,0,10
128,16,32,4,16,2,0,1,"(1, 3, 0, 2, 4)",107.5461125,10,5,0,10
64,1,1,128,4,0,1,1,"(2, 1, 3, 0, 4)",3.0800435,10,5,0,10
128,32,2,1,16,1,0,0,"(1, 0, 2, 3, 4)",2.357817,10,5,0,10
4,2,1,256,10,0,0,1,"(2, 3, 1, 0, 4)",2.946685,10,5,0,10
